k,inertia,silhouette,status,repeat
2,1.4188473978296618e+37,0.5776585247192834,ok,5
3,9.925110956992563e+36,0.6102999930606188,ok,5
4,8.076461278164226e+36,0.44882646055239517,ok,5
5,6.341296657720161e+36,0.4110474227655207,ok,5
6,4.8741122032328863e+36,0.4594846034176571,ok,5
7,3.9673627945004054e+36,0.4555358004347718,ok,5
8,3.3073129209911196e+36,0.4726227016442435,ok,5
