k,inertia,silhouette,status,repeat
2,2.9953293042231194e+37,0.8610628608321,ok,4
3,1.751100037474759e+37,0.5626072992403577,ok,4
4,1.229650724374662e+37,0.58558649823435,ok,4
5,1.0212418535782711e+37,0.4123855943932676,ok,4
6,8.700687311125495e+36,0.383241191083674,ok,4
7,6.739024076093153e+36,0.43573151827926526,ok,4
8,5.223845759857091e+36,0.4844952910273178,ok,4
