symbol,pc1,pc2,pc3
Ac,-1.0032275087837888e+17,-2.3804929582346896e+17,-1.259049870426026e+17
Al,-1.0981647089588891e+17,-7.723759396625786e+16,1.2791868363947126e+16
Am,-9.93143172202232e+16,-2.3364319582074074e+17,-1.571269031227988e+17
Ar,-4338480068576935.5,1.544505248017724e+18,8.858706986694109e+16
As,-1.0687315525417003e+17,-2778671071650681.5,-1.2629893312812046e+17
At,-9.942708196699798e+16,-2.3158517240890342e+17,-1.5559514509644858e+17
Au,-1.0288675468775507e+17,-1.3395724391353226e+17,-1.3526547861252046e+17
B,-1.057319052933301e+17,-4890692893884965.0,-2.3730928512463574e+17
Ba,-1.118314248868922e+17,-2.883655758618911e+17,2.3173970162850435e+17
Be,-8.702710816946909e+16,1.7855041730058714e+17,-3.966131512046841e+17
Bh,-9.933017028406498e+16,-2.316078907020778e+17,-1.582612651823632e+17
Bi,-1.033748610274504e+17,-1.2299668245917429e+17,-1.3023283694829624e+17
Bk,-9.931845386548136e+16,-2.319643853517457e+17,-1.583101332309559e+17
C,-6.7558057413302344e+16,8.427844996218223e+17,-7867749313507780.0
Ca,2.1849432261744944e+17,6.887564904296461e+17,1.9952916900315168e+17
Cd,-9483243950965694.0,-2.5124582099171156e+16,-1.2382595453871643e+17
Ce,-1.1424612497197797e+17,-2.9886792530679475e+17,3.045106427933159e+17
Cf,-9.93191150027605e+16,-2.3194426897394547e+17,-1.583073756913161e+17
Cl,-2.0480822934424796e+16,8.25827015608236e+17,-1.0805161014664144e+16
Cm,-9.931445492812586e+16,-2.3364379786935286e+17,-1.5712262430438237e+17
Co,-9.926969089415715e+16,-2.3344809287337152e+17,-1.5851351886754787e+17
Cs,-1.0440281146264984e+17,-2.412155777008363e+17,-1.0395015698423664e+16
Cu,-1.2400592162943888e+17,4.9204424366221786e+17,-3.4364440604944936e+16
Db,-9.932334196584958e+16,-2.3181565546335293e+17,-1.5828974543714205e+17
Dy,-1.1964976452742006e+17,-3.2253902239465235e+17,4.743474854263564e+17
Er,-1.1894997279367918e+17,-3.178100034118487e+17,4.5142042398633434e+17
Es,-9.931979570804859e+16,-2.3192355720170067e+17,-1.5830453653540323e+17
Eu,-1.1911250551238178e+17,-2.9554667603065216e+17,4.3879726049395226e+17
F,1.0051141273925756e+18,-4.866658587997342e+16,-1.0871097310377683e+17
Fe,-1.4016342319221558e+17,7.251766471092899e+17,2.3278428953143722e+17
Fm,-9.932080573336963e+16,-2.3189282523182662e+17,-1.5830032381748845e+17
Fr,-1.0270647770509946e+17,-2.484725603969078e+17,-5.176431763141324e+16
Ga,-6.05264015519188e+16,-4.183632274925209e+16,9.654308519842158e+16
Ge,-1.3683254684431453e+17,8.924099466675528e+17,1.1334149117828862e+16
H,-1.1014009699012253e+17,9.730499394097984e+16,-1.1317410652651538e+17
He,4.833223819186243e+18,-8.726977008255653e+16,-2.331540984552633e+16
Hf,-1.1124588985122402e+17,-1.80883572631909e+17,1.323456801494038e+17
Hg,-1.8877962583394964e+16,4.5777362755390445e+17,-5.793378197910977e+16
Ho,-1.0438048336062602e+17,-2.557858624273894e+17,29095606966548.7
Hs,-9.93291948100342e+16,-2.3163757138226e+17,-1.582653337901887e+17
I,-1.1674736943818382e+17,2.9832875791642784e+17,-8.560879072807333e+16
In,-1.0394516529671469e+17,-2.3703894820684486e+17,-2.626424259002146e+16
Ir,-1.0884431494206682e+17,-5.2871327973502296e+16,-3.3073117471413988e+16
K,5.3602334305215917e+17,-2.3957684755795814e+17,3.834089023010462e+16
Kr,-2.880519599084806e+16,1.4228445549117363e+18,8.660324391717005e+16
La,-1.0824077621151606e+17,-2.3091189868369238e+17,8.755274894934691e+16
Li,-2.09457193123793e+16,-2.72206597301799e+17,6.292612991591482e+16
Lr,-9.930674365606573e+16,-2.336100847668072e+17,-1.5736222662420605e+17
Lu,-1.0623432437280038e+17,-2.638965578341955e+17,5.787341611359798e+16
Md,-9.93214885651911e+16,-2.31872048755699e+17,-1.5829747579201066e+17
Mn,-1.2888187977022475e+17,5.3194852041991885e+17,6.97740747654871e+16
Mo,-1.163862026873104e+17,-3.359574738759686e+16,1.6087747812216118e+17
N,5.374660125675123e+16,8.470591467408718e+17,-3421161013727887.5
Na,1.759512807524208e+18,-2.2478177197682797e+17,1.4087589870388029e+17
Nb,-9.926969089415717e+16,-2.334480928733716e+17,-1.5851351886754794e+17
Nd,-1.1273467363021373e+17,-2.9228385316269306e+17,2.5853385555925494e+17
Ni,-1.1258338115701621e+17,7.584776096314963e+16,-2.8974912850634412e+16
No,-9.932182412825771e+16,-2.3186183860171635e+17,-1.5829607619091862e+17
Np,-9.931898700105819e+16,-2.3194816367279888e+17,-1.5830790957403494e+17
Os,-1.0935588953660029e+17,-8.739251981342672e+16,7747955084705185.0
P,-1.2099538385235734e+17,4.2634472055973184e+17,-6.694315063460242e+16
Pa,-9.931368554959158e+16,-2.336404342041601e+17,-1.5714653020216262e+17
Pb,-1.064781416107362e+17,-3.123855902377959e+16,-1.1522381156333618e+17
Pd,-9.926969089415715e+16,-2.3344809287337152e+17,-1.5851351886754787e+17
Pm,-1.0425799509186104e+17,-2.5525602689664048e+17,-3540748334501307.5
Po,-1.0086379618456864e+17,-1.896435004021742e+17,-1.4824732716636547e+17
Pr,-1.0547887579566512e+17,-2.605690299803741e+17,3.3374187252536388e+16
Pt,-1.0991043937597986e+17,4.148188604094803e+16,-7.642240601211928e+16
Pu,-9.931470529939443e+16,-2.3364489247374314e+17,-1.5711484484383437e+17
Rb,-7.093553355251249e+16,-2.627086834591992e+17,5.78651231213946e+16
Re,-1.1118836618177165e+17,-3.3441527247133344e+16,1.6803628007945854e+16
Rh,-1.0383444089205155e+17,-2.0268344798032685e+17,-5.600503048578099e+16
Rn,-1.0766569592161371e+17,2.2016565505010484e+16,-1.2349459403653131e+17
Ru,-1.0964148903933504e+17,-1.9520631444314333e+17,9.89126049722018e+16
S,-1.3182897613333638e+17,7.564975911331186e+17,-2.2150730321383572e+16
Sb,-1.084137149600904e+17,3.816446298522264e+16,-1.1528514766500299e+17
Sc,-1.1973406576050122e+17,6.051928919536679e+16,1.8073715293799088e+17
Se,-1.1123369764024237e+17,1.2828424312058872e+17,-1.0684419998875275e+17
Sg,-9.933114575809573e+16,-2.3157821002189565e+17,-1.5825719657453754e+17
Si,-1.3270288641712251e+17,7.65462660089393e+17,-4884749044741671.0
Sm,-1.0950740813530765e+17,-2.7818727415229043e+17,1.587872262493419e+17
Sn,-1.1159823791375928e+17,1.0897193922532494e+17,-8.183046751927685e+16
Sr,-1.163215856549981e+17,-3.7857318062988936e+16,1.624276196218994e+17
Ta,-1.0846081352956464e+17,-2.2975822305348474e+17,9.298817611396125e+16
Tc,-1.0917687182641592e+17,-1.918576112671871e+17,8.347645225315035e+16
Te,-1.066823795254421e+17,-1.1602254298961214e+16,-1.2474295078294034e+17
Th,-1.2171704073888584e+17,-3.298476197934531e+17,5.371358582343785e+17
Ti,-1.1902550838706563e+17,-1.7923784029738435e+17,3.463364706308714e+17
Tl,-1.0222389695198566e+17,-2.1438091762443046e+17,-9.145004437178058e+16
Tm,-1.2248623819385978e+17,-1.2825409470181896e+17,4.029726222056581e+17
U,-9.931842401597602e+16,-2.3196529358055933e+17,-1.5831025773035536e+17
V,-1.171248290989393e+17,-2.5838159681612957e+17,3.548065532533194e+17
W,-1.2108570996580338e+17,1.3627862042427722e+17,1.5965915724516205e+17
Xe,1.721412855043781e+17,8.984189353576201e+17,3443375163559146.5
Y,-1.0503884890636826e+17,-2.5525711661589853e+17,1.789373874654395e+16
Yb,-1.1011085176614824e+17,-8.820370648066214e+16,2.9398950249093356e+16
Zn,4.3181053139452755e+17,3.789437302005323e+17,-5.8178883545557304e+16
