k,inertia,silhouette,status,repeat
2,2.6941880694491406e+37,0.870641250862483,ok,2
3,1.5200576860786087e+37,0.5907775193167989,ok,2
4,1.0551378451397951e+37,0.6154868440676955,ok,2
5,8.58488064834796e+36,0.45083020816942676,ok,2
6,6.869297115659029e+36,0.41884888695426853,ok,2
7,5.49300592235964e+36,0.4268451766095137,ok,2
8,4.3793442373546897e+36,0.4935852383388776,ok,2
