k,inertia,silhouette,status,repeat
2,1.748318587236968e+37,0.5714376650655086,ok,3
3,1.2236860473475096e+37,0.5941684687436054,ok,3
4,1.0222707960504413e+37,0.4175191879139051,ok,3
5,8.473375847036538e+36,0.38853110778954686,ok,3
6,6.740260401483185e+36,0.47734900893130705,ok,3
7,5.2255963414095716e+36,0.4386432728524443,ok,3
8,4.0278294564547117e+36,0.44886035529436763,ok,3
