symbol,pc1,pc2,pc3
Ac,-2.5466588257980362e+17,-2.1285782114067612e+16,-1.232761519612484e+17
Ag,-4.830590415522836e+16,-3.6637305749690264e+16,-1.2335441165639709e+17
Al,-9.377286985883336e+16,-5.487953505795106e+16,1.0494992404076378e+16
Am,-2.5036770495719267e+17,-1.6634365475552e+16,-1.539916097708956e+17
Ar,1.530835468367063e+18,-3.1278672140436148e+16,8.09092094711852e+16
At,-2.4830960577420886e+17,-1.7025840052377318e+16,-1.5251778315318218e+17
B,-2.328566836443507e+16,-4.148312469022911e+16,-2.6014859433978266e+17
Be,1.588985455820515e+17,-3.866164216488979e+16,-4.526561818984439e+17
Bh,-2.4834140879794486e+17,-1.6600983148077336e+16,-1.5513229288203997e+17
Bi,-1.3990884871920718e+17,-2.8879880243497812e+16,-1.291399986538487e+17
Bk,-2.48697174331665e+17,-1.6567532967969382e+16,-1.55175290751507e+17
Br,4.4670813979143584e+17,-8.195173642261592e+16,-7.112834816016063e+16
C,8.267902101245364e+17,-5.1138429385267544e+16,-1.4387076557723472e+16
Ca,6.864559169368585e+17,2.1444537912195747e+17,2.260274383356442e+17
Cd,-3.804113787951512e+16,5.929132911978186e+16,-1.1253819386874816e+17
Ce,-3.140574421795939e+17,-8.547951385276917e+16,3.003571925152246e+17
Cf,-2.4867709909661933e+17,-1.6569420503900608e+16,-1.5517286445594387e+17
Cl,8.118909825130856e+17,-3246722873379369.5,-1.1429665516608354e+16
Cm,-2.5036829081982755e+17,-1.6635001304511822e+16,-1.539874049512854e+17
Co,-2.5017784732018688e+17,-1.6428315496200472e+16,-1.553542450847674e+17
Cr,3.2539487918007085e+17,-9.235849990837147e+16,2.2640545177295363e+17
Cs,-2.574209480750588e+17,-3.9384626183351224e+16,-9968221532905900.0
Cu,4.739139484930068e+17,-8.842436315493197e+16,-4.362195867955868e+16
Dy,-3.3690961800756544e+17,-1.1051153491158032e+17,4.6667651463840646e+17
Es,-2.4865642968485174e+17,-1.6571363906172094e+16,-1.551703663481034e+17
Eu,-3.1008903192124166e+17,-1.067910606250244e+17,4.3137819986345824e+17
F,-1.7288786279813746e+16,1.0666379818803732e+18,2.491793861454739e+16
Fe,7.073698890334057e+17,-1.476412148402409e+17,2.1518273591951e+17
Fm,-2.4862576056913066e+17,-1.6574247511657688e+16,-1.5516665967472032e+17
Fr,-2.6480192692546454e+17,-3.229515011751756e+16,-5.043992293167715e+16
Ga,-5.58520065878015e+16,-1.776109509129575e+16,9.857144223057448e+16
Gd,-3.1585801598807866e+17,-8.935997671927098e+16,3.259371707924549e+17
Ge,8.734293757148288e+17,-1.2453317857309494e+17,-4339440263632158.5
H,7.989877113599562e+16,-4.746314402871691e+16,-1.1546114131469272e+17
Hf,-1.9676236250895584e+17,-6.640537315303136e+16,1.2922803860015534e+17
Hg,4.441499609670404e+17,2.0452793143810344e+16,-5.381234685491522e+16
Ho,-2.7193941419970006e+17,-4.001503825803815e+16,523910403344893.7
Hs,-2.4837102877410998e+17,-1.6598198185950296e+16,-1.5513587275627747e+17
I,2.8051098110661216e+17,-6.632736873770276e+16,-9.12046879017582e+16
In,-2.5330620099151616e+17,-3.716275457368115e+16,-2.5599786919683956e+16
Ir,-6.963522144061375e+16,-4.936764208950351e+16,-3.4791704435669812e+16
K,-2.2764699192767187e+17,5.909192550015356e+17,1.1522977250447166e+17
Kr,1.416471617161023e+18,-5.720074984782959e+16,5.6232703310881944e+16
La,-2.4684161690285152e+17,-5.571840473487437e+16,8.60643387765976e+16
Lr,-2.5033548408844925e+17,-1.6599396593373012e+16,-1.542228635370642e+17
Lu,-2.7980922450367376e+17,-4.8584945381497864e+16,5.72952605791965e+16
Md,-2.486050265858151e+17,-1.6576196985146622e+16,-1.5516415376275402e+17
Mg,2.507495768036455e+17,-3.2545361337844084e+16,-1.0277126000327952e+17
Mn,5.140712834020144e+17,-1.0783581152439046e+17,5.797300779518053e+16
N,8.363652384732861e+17,6.8661291062906856e+16,4571106824590385.0
Nb,-2.5017784732018688e+17,-1.6428315496200452e+16,-1.553542450847674e+17
