config,n_bands,seed,best_k,mean_top10_anova_block,mean_top10_anova_period,periodicity_strength,silhouette_best,Z_R2,p_block,p_period,p_periodicity,p_silhouette,p_Z_R2,n_perm
binning_pm1,36,42,3,6.667255131919e+00,2.698705999858e+01,1.384148546473e+07,7.320168778216e-01,7.038712341161e-01,4.975124378109e-03,4.975124378109e-03,2.039800995025e-01,4.761904761905e-02,4.975124378109e-03,200
binning_pm1,37,42,3,6.677231024753e+00,2.736796584695e+01,1.348180792927e+07,7.284358968084e-01,6.931685817853e-01,4.975124378109e-03,4.975124378109e-03,2.288557213930e-01,4.761904761905e-02,4.975124378109e-03,200
binning_pm1,38,42,2,6.790695099463e+00,2.213332720681e+01,1.635281753800e+07,7.460141425323e-01,6.856851926634e-01,4.975124378109e-03,4.975124378109e-03,1.243781094527e-01,4.761904761905e-02,4.975124378109e-03,200
