src,dst,weight
Ac,He,2.337134401020e+01
Ar,Mo,2.605775116322e+01
Ba,Bi,1.909929152050e+01
Bh,Db,2.471015324073e+01
Bh,Fm,2.463179014316e+01
Bh,Hs,2.489099115821e+01
Bh,Lr,2.425820914530e+01
Bh,Md,2.465288790020e+01
Bh,No,2.466325594080e+01
Bh,Rf,2.451665666903e+01
Bh,Sg,2.495127046404e+01
Bi,F,4.234478720127e+01
Bi,Mo,6.907743511306e+01
Bi,Y,2.756998438519e+01
Co,He,2.796927365541e+01
Co,Ne,1.652649218186e+01
Db,Fm,2.433224250326e+01
Db,Hs,2.467078753891e+01
Db,Lr,2.384430462921e+01
Db,Md,2.435979849454e+01
Db,No,2.437334029596e+01
Db,Rf,2.418186552231e+01
Db,Sg,2.474951894255e+01
F,Mo,5.714878719599e+01
F,Y,1.971103512768e+01
Fe,Th,3.499463464493e+01
Fm,Hs,2.458899762318e+01
Fm,Lr,2.369056866609e+01
Fm,Md,2.425093671529e+01
Fm,No,2.426565734217e+01
Fm,Rf,2.405751452496e+01
Fm,Sg,2.467458266315e+01
He,Lr,1.660864111862e+01
He,Nb,2.816056796253e+01
He,Pa,1.555014979816e+01
He,Pd,2.788949608893e+01
He,Ra,1.674159091001e+01
He,Rh,1.614677753374e+01
He,Zr,1.584973711985e+01
Hs,Lr,2.419907992872e+01
Hs,Md,2.461101798510e+01
Hs,No,2.462183942011e+01
Hs,Rf,2.446882936236e+01
Hs,Sg,2.492244881811e+01
K,Y,1.555133031406e+02
Lr,Md,2.373195911770e+01
Lr,No,2.375229956820e+01
Lr,Rf,2.346469505873e+01
Lr,Sg,2.431733836189e+01
Md,No,2.429464890665e+01
Md,Rf,2.409099363963e+01
Md,Sg,2.469475781529e+01
Mo,Y,2.122264594095e+01
Nb,Ne,1.665986557706e+01
Ne,Pd,1.648941259731e+01
No,Rf,2.410744623313e+01
No,Sg,2.470467246149e+01
Rf,Sg,2.456448397571e+01
