src,dst,weight
Ac,Ca,2.493113917706e+00
Ac,Ce,3.324802117737e+00
Ac,Dy,2.461403563840e+00
Ac,Nd,2.369162814617e+00
Ag,Ca,2.309742133852e+00
Ag,He,2.473476751852e+00
Am,At,8.022469271251e+00
Am,Ca,2.699020790206e+00
Am,Ce,4.952391947897e+00
Am,Dy,3.912984289186e+00
Am,Er,3.701178438148e+00
Am,Eu,3.026617441939e+00
Am,Gd,3.353180394009e+00
Am,Mn,3.050086735974e+00
Am,Nd,3.798074475050e+00
Am,Pr,2.374161131355e+00
Am,Sm,2.850551542365e+00
Am,Tb,3.290879611391e+00
Am,Tm,2.929053304618e+00
Ar,Bi,9.727814459850e+00
Ar,F,4.596434715931e+00
Ar,Mo,2.584484963287e+01
As,At,3.174084587245e+00
As,Ce,2.828351151938e+00
At,Au,4.060247013350e+00
At,Ce,9.329992229122e+00
At,Cf,6.501937702157e+00
At,Co,4.120263089648e+00
At,Dy,7.838727737586e+00
At,Er,7.294756774800e+00
At,Es,1.340922310387e+01
At,Eu,6.981850054923e+00
At,F,2.861728641922e+00
At,Fr,3.394063219364e+00
At,Gd,6.939782591722e+00
At,Ho,5.378397645817e+00
At,Ir,6.751713242136e+00
At,La,5.816839914368e+00
At,Lu,5.474635670750e+00
At,Mn,6.943652159875e+00
At,Nb,3.891672827536e+00
At,Nd,8.502497293506e+00
At,Ni,5.564639008144e+00
At,Os,6.302364108962e+00
At,Pd,4.154802124847e+00
At,Pm,9.069411363152e+00
At,Po,5.988825983075e+00
At,Pr,7.306612835862e+00
At,Pt,2.810696422182e+00
At,Re,5.724045930008e+00
At,Rh,5.157863819656e+00
At,Rn,3.953938852511e+00
At,Ru,5.477435019485e+00
At,Sm,7.142722315954e+00
At,Ta,5.554901504023e+00
At,Tb,7.161818852357e+00
At,Tc,5.346176725727e+00
At,Tm,7.118493174160e+00
At,Yb,6.756473688322e+00
At,Zr,5.029008172738e+00
Au,Ca,2.293090849048e+00
Au,Ce,3.692793229376e+00
Au,Dy,2.899971705718e+00
Au,Er,2.747556805717e+00
Au,Gd,2.478587724645e+00
Au,Nd,2.771838079304e+00
Au,Tb,2.411430035316e+00
B,He,2.667463531401e+00
Ba,Bi,1.825807559747e+01
Ba,Br,4.022397230770e+00
Ba,F,6.510658422419e+00
Ba,Mo,8.038481929485e+00
Ba,Y,2.742275430557e+00
Bh,Db,1.552936495358e+01
Bh,Fm,1.552936495358e+01
Bh,He,2.353155309213e+00
Bh,Hf,1.718562453630e+01
Bh,Hs,1.552936495358e+01
Bh,Lr,1.552936495358e+01
Bh,Md,1.552936495358e+01
Bh,No,1.552936495358e+01
Bh,Rf,1.552936495358e+01
Bh,Sg,1.552936495358e+01
Bh,W,1.806629428420e+01
Bi,Br,1.299857569187e+01
Bi,F,4.140091717919e+01
Bi,Ge,3.225396789702e+00
Bi,In,3.515010150448e+00
Bi,Mo,6.818770015571e+01
Bi,Tm,1.405819266203e+01
Bi,Y,2.790697780745e+01
Bk,Ca,3.080693687031e+00
Bk,Ce,3.453012435487e+00
Bk,Dy,2.352169900218e+00
Bk,He,3.180165034958e+00
Br,F,3.259968029296e+00
Br,Mo,2.989484696469e+00
C,Fe,3.822638204613e+00
C,Th,5.689168381383e+00
Ca,Cf,2.734278187722e+00
Ca,Cm,3.175745462832e+00
Ca,Co,2.865507313984e+00
Ca,Nb,2.865634767942e+00
Ca,Np,2.971405920603e+00
Ca,Pa,2.954658363698e+00
Ca,Pd,2.908197870222e+00
Ca,Po,2.534801149594e+00
Ca,Pu,3.050352507141e+00
Ca,Ra,2.317687917302e+00
Ca,Tl,2.470378644023e+00
Ca,U,3.071203774519e+00
Ce,Cf,4.625698184582e+00
Ce,Cm,3.567986309885e+00
Ce,Co,4.511496376513e+00
Ce,Es,5.339405941767e+00
Ce,Fr,2.292527853308e+00
Ce,Nb,4.465163237786e+00
Ce,Np,3.904075150105e+00
Ce,Pa,3.623575974547e+00
Ce,Pd,4.550119166524e+00
Ce,Po,4.198865482619e+00
Ce,Pu,3.727782269163e+00
Ce,Ra,2.316613084877e+00
Ce,Rh,2.949402641267e+00
Ce,Rn,2.981980101788e+00
Ce,Sb,2.433077077843e+00
Ce,Tl,3.235871155797e+00
Ce,U,3.322521464071e+00
Cf,Dy,3.531101528169e+00
Cf,Er,3.286312850225e+00
Cf,Eu,2.656538802156e+00
Cf,Gd,2.954588720104e+00
Cf,Mn,2.665064563349e+00
Cf,Nd,3.486782260430e+00
Cf,Sm,2.421367247831e+00
Cf,Tb,2.890068991120e+00
Cf,Tm,2.493952386225e+00
Cm,Dy,2.544967506965e+00
Cm,Er,2.346157017503e+00
Cm,Ge,2.310176790874e+00
Cm,He,3.105029516577e+00
Cm,Nd,2.365926560311e+00
Co,Dy,3.498563212563e+00
Co,Er,3.305376288680e+00
Co,Eu,2.621282270909e+00
Co,Gd,2.969528926084e+00
Co,Mn,2.633935883195e+00
Co,Nd,3.323055416300e+00
Co,Sm,2.390908025041e+00
Co,Tb,2.872128381456e+00
Co,Tm,2.496540504291e+00
Cr,Fe,8.654451231049e+00
Cr,Th,1.353122651360e+01
Cr,Ti,3.127273352326e+00
Cr,V,2.837469697950e+00
Db,Fm,1.552936495358e+01
Db,He,2.353155309213e+00
Db,Hf,1.718562453630e+01
Db,Hs,1.552936495358e+01
Db,Lr,1.552936495358e+01
Db,Md,1.552936495358e+01
Db,No,1.552936495358e+01
Db,Rf,1.552936495358e+01
Db,Sg,1.552936495358e+01
Db,W,1.806629428420e+01
Dy,Es,4.080900335716e+00
Dy,Nb,3.482356741842e+00
Dy,Np,2.828201257818e+00
Dy,Pa,2.473193790473e+00
Dy,Pd,3.552067712625e+00
Dy,Po,3.266269814086e+00
Dy,Pu,2.661350518164e+00
Dy,Rh,2.531033557402e+00
Dy,Tl,2.493027429741e+00
Er,Es,3.745073131069e+00
Er,Nb,3.304073442070e+00
Er,Np,2.600430676049e+00
Er,Pd,3.367364559168e+00
Er,Po,3.069325948009e+00
Er,Pu,2.436994345739e+00
Er,Rh,2.485745484714e+00
Er,Tl,2.357527411819e+00
Es,Eu,3.189307179853e+00
Es,Gd,3.417438669201e+00
Es,Mn,3.238340606824e+00
Es,Nd,4.293861192626e+00
Es,Pm,2.729486323381e+00
Es,Pr,2.891427221865e+00
Es,Sm,2.999109441937e+00
Es,Tb,3.439672916569e+00
Es,Tm,3.074794328207e+00
Eu,Nb,2.619025670819e+00
Eu,Pd,2.669455766083e+00
Eu,Po,2.488591191137e+00
F,Mo,5.276526502353e+01
F,Tm,7.470638958375e+00
F,Y,1.334566547919e+01
Fe,I,3.952794640658e+00
Fe,Nb,2.310723096695e+00
Fe,Ne,2.850172011609e+00
Fe,S,2.389981118270e+00
Fe,Sc,3.682107906727e+00
Fe,Th,3.634616532491e+01
Fe,Ti,8.867994597679e+00
Fe,V,8.152316976037e+00
Fm,He,2.353155309213e+00
Fm,Hf,1.718562453630e+01
Fm,Hs,1.552936495358e+01
Fm,Lr,1.552936495358e+01
Fm,Md,1.552936495358e+01
Fm,No,1.552936495358e+01
Fm,Rf,1.552936495358e+01
Fm,Sg,1.552936495358e+01
Fm,W,1.806629428420e+01
Fr,V,2.396235007652e+00
Gd,Nb,2.979640197505e+00
Gd,Pd,3.023089382105e+00
Gd,Po,2.766161571236e+00
H,He,3.024005130415e+00
He,Hs,2.353155309213e+00
He,Lr,2.353155309213e+00
He,Md,2.353155309213e+00
He,No,2.353155309213e+00
He,Np,2.648332171628e+00
He,Pa,2.930131634741e+00
He,Pu,2.898006911987e+00
He,Ra,2.551611990512e+00
He,Rf,2.353155309213e+00
He,Sg,2.353155309213e+00
He,Th,2.843878372784e+00
He,U,3.357803315259e+00
Hf,Hs,1.718562453630e+01
Hf,Lr,1.718562453630e+01
Hf,Md,1.718562453630e+01
Hf,No,1.718562453630e+01
Hf,Rf,1.718562453630e+01
Hf,Sg,1.718562453630e+01
Hf,W,1.668842373272e+01
Hs,Lr,1.552936495358e+01
Hs,Md,1.552936495358e+01
Hs,No,1.552936495358e+01
Hs,Rf,1.552936495358e+01
Hs,Sg,1.552936495358e+01
Hs,W,1.806629428420e+01
I,Th,4.816174741223e+00
K,Y,1.557675739140e+02
Lr,Md,1.552936495358e+01
Lr,No,1.552936495358e+01
Lr,Rf,1.552936495358e+01
Lr,Sg,1.552936495358e+01
Lr,W,1.806629428420e+01
Md,No,1.552936495358e+01
Md,Rf,1.552936495358e+01
Md,Sg,1.552936495358e+01
Md,W,1.806629428420e+01
Mn,Nb,2.620887041274e+00
Mn,Pd,2.683083083418e+00
Mn,Po,2.489976001425e+00
Mo,Tm,1.452245865034e+01
Mo,Y,2.184856327325e+01
Nb,Nd,3.254511365082e+00
Nb,Sm,2.375677181664e+00
Nb,Tb,2.859908211249e+00
Nb,Tm,2.520107233206e+00
Nd,Np,2.736015585095e+00
Nd,Pa,2.482023839247e+00
Nd,Pd,3.359019285232e+00
Nd,Po,3.172709888128e+00
Nd,Pu,2.549355572556e+00
Nd,Rh,2.304874859725e+00
Nd,Rn,2.298762596351e+00
Nd,Tl,2.320748624396e+00
Ne,Th,4.064018164145e+00
No,Rf,1.552936495358e+01
No,Sg,1.552936495358e+01
No,W,1.806629428420e+01
Pd,Sm,2.453672579832e+00
Pd,Tb,2.926913143611e+00
Pd,Tm,2.542994334925e+00
Po,Sm,2.298700210291e+00
Po,Tb,2.699977795769e+00
Rf,Sg,1.552936495358e+01
Rf,W,1.806629428420e+01
S,Th,3.361774981145e+00
Sc,Th,5.716057438555e+00
Sg,W,1.806629428420e+01
Th,Ti,1.318109062928e+01
Th,V,1.221994249478e+01
Ti,V,3.175013185967e+00
