src,dst,weight
Ac,At,1.523482133688e+00
Am,At,8.750286519710e+00
Am,Au,1.182920673632e+00
Am,Ce,1.300199016028e+00
Am,Cf,1.515234502708e+00
Am,Co,1.299807752706e+00
Am,Dy,1.304218026628e+00
Am,Er,1.307306932388e+00
Am,Es,2.783591820518e+00
Am,Eu,1.252163714826e+00
Am,Gd,1.248383079220e+00
Am,Ho,1.277337135404e+00
Am,Ir,1.573049609681e+00
Am,La,1.273886602293e+00
Am,Lu,1.375673996192e+00
Am,Mn,1.301261418165e+00
Am,Mo,1.263663862662e+00
Am,Nb,1.207109997127e+00
Am,Nd,1.348070166340e+00
Am,Ni,1.277941637908e+00
Am,Os,1.470717514661e+00
Am,Pd,1.343805895771e+00
Am,Pm,2.020859073022e+00
Am,Po,1.394642642227e+00
Am,Pr,1.421141613326e+00
Am,Re,1.335053322789e+00
Am,Rh,1.359472486308e+00
Am,Ru,1.236682319705e+00
Am,Sm,1.439466738684e+00
Am,Ta,1.293623855226e+00
Am,Tb,1.330261819910e+00
Am,Tc,1.208587092288e+00
Am,Tm,1.362311630206e+00
Am,Yb,1.617926838547e+00
Am,Zr,1.219890112760e+00
As,At,3.571929784202e+00
As,Es,1.210842153786e+00
At,Au,4.985110457372e+00
At,Ce,5.548665866474e+00
At,Cf,6.408573515515e+00
At,Co,5.539615641022e+00
At,Dy,5.584345167979e+00
At,Er,5.600413022346e+00
At,Es,1.233516050768e+01
At,Eu,5.436961142289e+00
At,F,3.322221350621e+00
At,Fr,4.490615875860e+00
At,Gd,5.436119751174e+00
At,Ho,5.500233007811e+00
At,Ir,6.981147851316e+00
At,La,5.491301883392e+00
At,Lu,5.841037135144e+00
At,Mn,5.623492672046e+00
At,Mo,5.866541027322e+00
At,Nb,5.353666803972e+00
At,Nd,5.699747258119e+00
At,Ni,5.471755069913e+00
At,Np,1.272697322821e+00
At,Os,6.607988823205e+00
At,Pd,5.646063787536e+00
At,Pm,8.938956828783e+00
At,Po,5.852781627341e+00
At,Pr,6.093259849040e+00
At,Pt,3.272915159745e+00
At,Re,5.890899396836e+00
At,Rh,6.031726243925e+00
At,Rn,4.062773107053e+00
