src,dst,weight
Ar,Mo,2.509561459370e+01
Ba,Bi,1.828471131864e+01
Bh,Db,1.632488002052e+01
Bh,Fm,1.617977009692e+01
Bh,Hf,1.587926957908e+01
Bh,Hs,1.665974907499e+01
Bh,Md,1.621883815327e+01
Bh,No,1.623803731240e+01
Bh,Rf,1.596657013224e+01
Bh,Sg,1.677137209314e+01
Bh,W,1.713539906491e+01
Bi,F,4.208244453830e+01
Bi,Mo,6.831143230300e+01
Bi,Y,2.784690446979e+01
Db,Fm,1.588077019014e+01
Db,Hf,1.605119126678e+01
Db,Hs,1.627861857986e+01
Db,Md,1.591315319861e+01
Db,No,1.592906713420e+01
Db,Rf,1.570405148680e+01
Db,Sg,1.637114146119e+01
Db,W,1.731222565603e+01
F,Mo,5.300326552171e+01
Fe,Th,3.657124548514e+01
Fm,Hf,1.611504789364e+01
Fm,Hs,1.613705582452e+01
Fm,Md,1.579961307259e+01
Fm,No,1.581430678229e+01
Fm,Rf,1.560654456135e+01
Fm,Sg,1.622248436932e+01
Fm,W,1.737790410416e+01
He,Sg,1.563741761285e+01
Hf,Hs,1.590382982018e+01
Hf,Lr,1.641947208209e+01
Hf,Md,1.609785572487e+01
Hf,No,1.608940700193e+01
Hf,Rf,1.620886801465e+01
Hf,Sg,1.585470933797e+01
Hf,W,1.719234622093e+01
Hs,Md,1.617516887404e+01
Hs,No,1.619389871551e+01
Hs,Rf,1.592906746861e+01
Hs,Sg,1.671419628858e+01
Hs,W,1.716066000650e+01
K,Y,1.563530624882e+02
Lr,Sg,1.551379027173e+01
Lr,W,1.769101347515e+01
Md,No,1.584520380011e+01
Md,Rf,1.563279642590e+01
Md,Sg,1.626250743251e+01
Md,W,1.736022144505e+01
Mo,Y,2.210075341344e+01
No,Rf,1.564569734219e+01
No,Sg,1.628217590928e+01
No,W,1.735153168114e+01
Rf,Sg,1.600407279588e+01
Rf,W,1.747440090103e+01
Sg,W,1.711013812332e+01
