src,dst,weight
Al,Bi,1.413338164611e+00
Am,At,8.382695967796e+00
Am,Cf,1.526438778409e+00
Am,Co,1.393566181672e+00
Am,Dy,1.405424322242e+00
Am,Er,1.450124019429e+00
Am,Es,2.618282414025e+00
Am,Gd,1.380381510652e+00
Am,Ho,1.359839271581e+00
Am,Ir,1.663849478529e+00
Am,La,1.359764905721e+00
Am,Lu,1.531565739936e+00
Am,Mn,1.394485158169e+00
Am,Mo,1.722663822373e+00
Am,Ni,1.365943983478e+00
Am,Os,1.614484759721e+00
Am,Pd,1.454001139451e+00
Am,Pm,2.055944667551e+00
Am,Po,1.445457960131e+00
Am,Pr,1.416115265953e+00
Am,Re,1.463862814051e+00
Am,Rh,1.503816641662e+00
Am,Ru,1.380458271987e+00
Am,Sm,1.566273037131e+00
Am,Ta,1.450367507422e+00
Am,Tb,1.440129623539e+00
Am,Tm,1.630580717537e+00
Am,Yb,1.741371748135e+00
Am,Zr,1.368307713021e+00
As,At,3.520058233699e+00
At,Au,4.596433824567e+00
At,Ce,5.348799787493e+00
At,Cf,6.267639832716e+00
At,Co,5.037515957153e+00
At,Dy,5.049662175981e+00
At,Er,4.883687224003e+00
At,Es,1.296645558142e+01
At,Eu,4.901438429548e+00
At,F,3.982973500845e+00
At,Fr,4.052794613817e+00
At,Gd,4.766724417340e+00
At,Ho,5.047378736536e+00
At,Ir,6.491991715368e+00
At,La,5.023677293071e+00
At,Lu,5.067111009050e+00
At,Mn,5.123732411731e+00
At,Mo,5.545380143845e+00
At,Nb,4.721073552465e+00
At,Nd,5.645052619715e+00
At,Ni,4.994837809545e+00
At,Os,5.887105965518e+00
At,Pd,5.072054992352e+00
At,Pm,8.693544987681e+00
At,Po,5.538553641812e+00
At,Pr,6.023333504674e+00
At,Pt,2.715924326013e+00
At,Re,5.235455149186e+00
At,Rh,5.308319524616e+00
At,Rn,4.117182316046e+00
At,Ru,4.796900327154e+00
At,Sb,1.849162433427e+00
At,Sm,5.516324109723e+00
At,Ta,4.994732577150e+00
At,Tb,5.148160933596e+00
At,Tc,4.778040825325e+00
At,Tm,5.605413897423e+00
At,Yb,6.316027307453e+00
At,Zr,4.632134496010e+00
Au,Es,1.442996242911e+00
B,Bi,1.465522195228e+00
Bh,Bi,1.615370963803e+00
Bh,Db,4.745802991721e+00
Bh,Fm,4.745802991721e+00
Bh,H,1.438774331387e+00
Bh,Hf,4.745802991721e+00
Bh,Hs,4.745802991721e+00
Bh,Lr,4.745802991721e+00
Bh,Md,4.745802991721e+00
Bh,No,4.745802991721e+00
Bh,Rb,1.947395843605e+00
Bh,Rf,4.745802991721e+00
Bh,Sg,4.745802991721e+00
Bh,W,4.745802991721e+00
Bi,Db,1.615370963803e+00
Bi,Fm,1.615370963803e+00
Bi,H,1.512748058446e+00
Bi,Hf,1.615370963803e+00
Bi,Hs,1.615370963803e+00
Bi,Lr,1.615370963803e+00
Bi,Md,1.615370963803e+00
Bi,Mg,1.404562963450e+00
Bi,Na,1.423772072326e+00
Bi,No,1.615370963803e+00
Bi,Rf,1.615370963803e+00
Bi,Sg,1.615370963803e+00
Bi,W,1.615370963803e+00
C,Cr,2.428536634622e+00
C,Fe,5.160260496759e+00
C,He,1.691130894861e+00
C,Th,6.860368184961e+00
C,Ti,2.246493754055e+00
C,V,2.670822163790e+00
C,Xe,1.482608165094e+00
Ce,Es,1.690756189402e+00
Cf,Es,2.004837603443e+00
Cf,Pm,1.508428740003e+00
Co,Es,1.561618781131e+00
Cr,Fe,1.227931862656e+01
Cr,He,2.791826626413e+00
Cr,I,1.563581748960e+00
Cr,Ne,1.694512694281e+00
Cr,S,1.602274116870e+00
Cr,Sc,2.306715041849e+00
Cr,Th,1.675070612116e+01
Cr,Ti,4.771996375437e+00
Cr,V,4.473842762691e+00
Cu,Fe,1.529648370782e+00
Cu,Th,1.908001827915e+00
Db,Fm,4.745802991721e+00
Db,H,1.438774331387e+00
Db,Hf,4.745802991721e+00
Db,Hs,4.745802991721e+00
Db,Lr,4.745802991721e+00
Db,Md,4.745802991721e+00
Db,No,4.745802991721e+00
Db,Rb,1.947395843605e+00
Db,Rf,4.745802991721e+00
Db,Sg,4.745802991721e+00
Db,W,4.745802991721e+00
Dy,Es,1.556697179213e+00
Dy,Pm,1.365706744392e+00
Er,Es,1.484273338837e+00
Er,Mo,1.424640640970e+00
Er,Pm,1.396137520178e+00
Es,Eu,1.492907750192e+00
Es,F,1.655017899146e+00
Es,Gd,1.432756275281e+00
Es,Ho,1.557677502600e+00
Es,Ir,1.972201136622e+00
Es,La,1.547317390436e+00
Es,Lu,1.548480588968e+00
Es,Mn,1.572993655507e+00
Es,Mo,1.831450324784e+00
Es,Nb,1.401738089456e+00
Es,Nd,1.812158652675e+00
Es,Ni,1.544978414397e+00
Es,Os,1.740499748554e+00
Es,Pd,1.582870560026e+00
Es,Pm,2.695488958267e+00
Es,Po,1.761452672942e+00
Es,Pr,1.914918962671e+00
Es,Re,1.566887103215e+00
Es,Rh,1.575648269856e+00
Es,Rn,1.370339117744e+00
Es,Ru,1.409110958156e+00
Es,Sm,1.695292367567e+00
Es,Ta,1.464592033285e+00
Es,Tb,1.579177555204e+00
Es,Tc,1.401994117588e+00
Es,Tm,1.763627487147e+00
Es,Yb,1.949194499236e+00
Es,Zr,1.369594070062e+00
Fe,He,5.821717813350e+00
Fe,I,3.162247111644e+00
Fe,Ne,3.557417320285e+00
Fe,S,3.169018776588e+00
Fe,Sc,5.447391491799e+00
Fe,Th,4.129686495010e+01
Fe,Ti,1.146556472795e+01
Fe,V,1.071127218502e+01
Fe,Xe,2.243847065494e+00
Fm,H,1.438774331387e+00
Fm,Hf,4.745802991721e+00
Fm,Hs,4.745802991721e+00
Fm,Lr,4.745802991721e+00
Fm,Md,4.745802991721e+00
Fm,No,4.745802991721e+00
Fm,Rb,1.947395843605e+00
Fm,Rf,4.745802991721e+00
Fm,Sg,4.745802991721e+00
Fm,W,4.745802991721e+00
Gd,Mo,1.393006771943e+00
H,Hf,1.438774331387e+00
H,Hs,1.438774331387e+00
H,Lr,1.438774331387e+00
H,Md,1.438774331387e+00
H,No,1.438774331387e+00
H,Rf,1.438774331387e+00
H,Sg,1.438774331387e+00
H,W,1.438774331387e+00
He,S,1.439486501795e+00
He,Sc,1.413295359250e+00
He,Th,7.757438669310e+00
He,Ti,2.618084972567e+00
He,V,2.426334200244e+00
Hf,Hs,4.745802991721e+00
Hf,Lr,4.745802991721e+00
Hf,Md,4.745802991721e+00
Hf,No,4.745802991721e+00
Hf,Rb,1.947395843605e+00
Hf,Rf,4.745802991721e+00
Hf,Sg,4.745802991721e+00
Hf,W,4.745802991721e+00
Hs,Lr,4.745802991721e+00
Hs,Md,4.745802991721e+00
Hs,No,4.745802991721e+00
Hs,Rb,1.947395843605e+00
Hs,Rf,4.745802991721e+00
Hs,Sg,4.745802991721e+00
Hs,W,4.745802991721e+00
I,Th,4.078875359349e+00
I,Ti,1.644604563329e+00
I,V,1.496028425408e+00
Ir,Mo,1.546798833714e+00
Ir,Os,1.378889066686e+00
Ir,Pm,1.648174938002e+00
Ir,Tm,1.410318818216e+00
Ir,Yb,1.432314647045e+00
K,Y,1.566506373560e+02
Kr,Th,1.416402294928e+00
Lr,Md,4.745802991721e+00
Lr,No,4.745802991721e+00
Lr,Rb,1.947395843605e+00
Lr,Rf,4.745802991721e+00
Lr,Sg,4.745802991721e+00
Lr,W,4.745802991721e+00
Lu,Mo,1.474961016883e+00
Lu,Pm,1.467395838203e+00
Lu,Tm,1.357226966142e+00
Lu,Yb,1.396007425485e+00
Md,No,4.745802991721e+00
Md,Rb,1.947395843605e+00
Md,Rf,4.745802991721e+00
Md,Sg,4.745802991721e+00
Md,W,4.745802991721e+00
Mn,Pm,1.362470841680e+00
Mo,Nb,1.377605770210e+00
Mo,Os,1.599608765682e+00
Mo,Pd,1.358768092099e+00
Mo,Pm,1.717036996831e+00
Mo,Re,1.458937510207e+00
Mo,Rh,1.510504289232e+00
Mo,Ru,1.440928357516e+00
Mo,Sm,1.471810292262e+00
Mo,Ta,1.500329049010e+00
Mo,Tb,1.383904097376e+00
Mo,Tc,1.406660253465e+00
Mo,Yb,1.574999460520e+00
Mo,Zr,1.421165449437e+00
Na,Th,1.582257216704e+00
Ne,Th,4.668815941156e+00
Ne,Ti,1.708908965308e+00
Ne,V,1.566022446063e+00
No,Rb,1.947395843605e+00
No,Rf,4.745802991721e+00
No,Sg,4.745802991721e+00
No,W,4.745802991721e+00
Os,Pm,1.587540122651e+00
Os,Tm,1.447206344644e+00
Os,Yb,1.441470460610e+00
Pd,Pm,1.400566180698e+00
Pm,Po,1.411162638466e+00
Pm,Pr,1.413002190221e+00
Pm,Re,1.430677856766e+00
Pm,Rh,1.468387660777e+00
Pm,Sm,1.516191263898e+00
Pm,Ta,1.413431124139e+00
Pm,Tb,1.399471817267e+00
Pm,Tm,1.607329924925e+00
Pm,Yb,1.692586816350e+00
Rb,Rf,1.947395843605e+00
Rb,Sg,1.947395843605e+00
Rb,W,1.947395843605e+00
Rf,Sg,4.745802991721e+00
Rf,W,4.745802991721e+00
Rh,Tm,1.362197245649e+00
S,Th,4.030910689510e+00
S,Ti,1.746174112568e+00
S,V,1.578043664297e+00
Sc,Th,7.269033639570e+00
Sc,Ti,2.360521787081e+00
Sc,V,2.168428346838e+00
Sg,W,4.745802991721e+00
Sm,Yb,1.394849064290e+00
Th,Ti,1.547994477867e+01
Th,V,1.448802217322e+01
Th,Xe,2.830566321600e+00
Ti,V,4.321067148924e+00
Tm,Yb,1.466327751563e+00
