src,dst,weight
Ac,Be,4.693039199987e+00
Ac,He,9.813919435257e+00
Ac,Na,4.866242218692e+00
Ac,Ne,4.263721450476e+00
Ac,O,6.128124186925e+00
Ag,He,5.710868462537e+00
Am,Ar,5.379396278814e+00
Am,At,7.966203039888e+00
Am,Be,5.015938035168e+00
Am,He,1.254990244869e+01
Am,Kr,4.940028357080e+00
Am,Na,5.152620646620e+00
Am,Ne,6.385108358260e+00
Ar,Bh,4.561546523552e+00
Ar,Bi,1.030093923268e+01
Ar,Bk,5.907069559606e+00
Ar,Cf,5.527397905679e+00
Ar,Cm,5.891561708305e+00
Ar,Co,4.815906222099e+00
Ar,Db,4.458711897601e+00
Ar,Es,5.144872820350e+00
Ar,Fm,4.420516179393e+00
Ar,Hs,4.546855862701e+00
Ar,Lr,4.238425438159e+00
Ar,Md,4.430799641987e+00
Ar,Mo,2.677954800211e+01
Ar,Nb,4.791298631952e+00
Ar,No,4.435853229321e+00
Ar,Np,5.761593500827e+00
Ar,Pa,5.791553824709e+00
Ar,Pd,4.839640988216e+00
Ar,Pu,5.812547526098e+00
Ar,Rf,4.364397854946e+00
Ar,Sg,4.576237184402e+00
Ar,U,5.922806537182e+00
At,Ce,8.458717996992e+00
At,Cf,6.529327428582e+00
At,Dy,7.254750732165e+00
At,Er,6.716186042846e+00
At,Es,1.346010676953e+01
At,Eu,6.694519039229e+00
At,Gd,6.074293448242e+00
At,He,6.608788304006e+00
At,Ho,4.238265661638e+00
At,Ir,5.809952101218e+00
At,La,4.722923872103e+00
At,Lu,4.369617101317e+00
At,Mn,7.192869108243e+00
At,Nd,7.565860248337e+00
At,Ni,4.689893213358e+00
At,Os,5.353690051807e+00
At,Pm,7.772454026251e+00
At,Po,4.956868338042e+00
At,Pr,6.081291085143e+00
At,Re,5.128378663107e+00
At,Rn,4.779251446435e+00
At,Ru,4.468569199625e+00
At,Sm,6.056544251524e+00
At,Ta,4.520902530336e+00
At,Tb,6.100758549691e+00
At,Tc,4.367115922821e+00
At,Tm,6.813486203787e+00
At,Yb,6.311352667705e+00
B,Ce,5.435830099386e+00
B,Co,4.570159499829e+00
B,Nb,4.570153237793e+00
B,Nd,4.763320105196e+00
B,Pd,4.579312993540e+00
B,Tb,4.413360881100e+00
B,Th,4.372816727165e+00
B,Ti,4.415701889687e+00
B,V,4.395446181133e+00
Ba,Bi,1.816717245772e+01
Ba,Br,4.867056785677e+00
Ba,F,8.519516258123e+00
Ba,Mo,7.745131074791e+00
Be,Bk,5.753401646986e+00
Be,Ce,4.396221694687e+00
Be,Cf,5.104761422059e+00
Be,Cm,5.817525878925e+00
Be,Co,6.542743126582e+00
Be,Es,4.479093704862e+00
Be,Ho,4.267381827554e+00
Be,Lr,4.459555420573e+00
Be,Nb,6.567633015892e+00
Be,Nd,4.259671209685e+00
Be,Np,5.503087055177e+00
Be,Pa,5.679037842949e+00
Be,Pd,6.554043810347e+00
Be,Pr,4.660704413364e+00
Be,Pu,5.677117676502e+00
Be,Rf,4.233798649254e+00
Be,Tb,4.348194570822e+00
Be,U,5.797437682464e+00
Bh,Db,1.607457271808e+01
Bh,Fm,1.596555790948e+01
Bh,He,1.374473312396e+01
Bh,Hf,1.612313836280e+01
Bh,Hs,1.632614535331e+01
Bh,Kr,5.441676161731e+00
Bh,Lr,1.544585077387e+01
Bh,Md,1.599490805026e+01
Bh,Na,5.852474228444e+00
Bh,Ne,6.509937673802e+00
Bh,No,1.600933154801e+01
Bh,Rf,1.580538999838e+01
Bh,Sg,1.641000289839e+01
Bh,W,1.733513437128e+01
Bi,Br,1.333253346302e+01
Bi,F,4.238946924442e+01
Bi,Mo,6.819884270776e+01
Bi,Tm,1.426295374272e+01
Bi,Y,2.770158652554e+01
Bk,He,1.434517463667e+01
Bk,Kr,6.275584162003e+00
Bk,Na,6.813080288271e+00
Bk,Ne,7.619405881923e+00
Bk,Xe,4.585856283336e+00
C,Th,6.946683327516e+00
Ca,Cm,4.287474128037e+00
Ca,Co,4.408576370202e+00
Ca,Nb,4.408703824160e+00
Ca,Pd,4.451266926440e+00
