src,dst,weight
Ac,Ar,7.527308416630e+00
Ac,B,3.932840886315e+00
Ac,Be,9.125803292062e+00
Ac,C,4.503865486632e+00
Ac,Cl,6.064391093891e+00
Ac,F,8.155822523164e+00
Ac,He,1.783419676381e+01
Ac,Kr,7.267125574222e+00
Ac,Mg,4.376859408099e+00
Ac,N,7.210002782397e+00
Ac,Na,9.497966301622e+00
Ac,Ne,1.074467918984e+01
Ac,O,9.595959227008e+00
Ac,S,4.019504175680e+00
Ac,Xe,5.182816864572e+00
Ag,He,4.973501694945e+00
Al,Na,4.878468952825e+00
Am,Ar,6.106326155208e+00
Am,At,7.827796963980e+00
Am,Be,7.705627953867e+00
Am,He,1.408373006742e+01
Am,Kr,5.526829633223e+00
Am,Na,6.861263039412e+00
Am,Ne,7.620410777582e+00
Ar,At,4.420948776908e+00
Ar,Ba,4.082715143739e+00
Ar,Bi,1.031576452283e+01
Ar,Bk,6.424462553658e+00
Ar,Cf,5.966198914462e+00
Ar,Cm,6.601250885383e+00
Ar,Co,1.112994515498e+01
Ar,Cs,5.404286215675e+00
Ar,Db,4.395037200772e+00
Ar,Es,5.502755717769e+00
Ar,Fm,4.658333399605e+00
Ar,Fr,5.217038251659e+00
Ar,Ho,5.897769868343e+00
Ar,La,4.130465392708e+00
Ar,Lr,5.913547393647e+00
Ar,Md,4.587445961457e+00
Ar,Mo,2.840794962880e+01
Ar,Nb,1.110533756483e+01
Ar,No,4.552609848998e+00
Ar,Np,6.215610574747e+00
Ar,Pa,6.597567350112e+00
Ar,Pd,1.115367992109e+01
Ar,Pm,4.935249567986e+00
Ar,Pr,5.634683742428e+00
Ar,Pu,6.490890820477e+00
Ar,Ra,5.510727731215e+00
Ar,Rb,4.106057732990e+00
Ar,Rf,5.045176276348e+00
Ar,Rh,4.657972427629e+00
Ar,Sm,3.951583476588e+00
Ar,Tb,3.938570880439e+00
Ar,U,6.443747859180e+00
Ar,Y,4.854741400151e+00
Ar,Zr,5.132502149041e+00
As,Ce,4.237521475438e+00
At,Ce,7.880113675912e+00
At,Cf,6.429497499029e+00
At,Dy,6.832488365144e+00
At,Er,6.305522049222e+00
At,Es,1.337111056495e+01
At,Eu,6.408774190356e+00
At,F,4.832247450814e+00
At,Gd,5.626856832962e+00
At,He,8.792387709306e+00
At,Ir,5.626614160570e+00
At,La,4.291935175227e+00
At,Lu,4.087659863897e+00
At,Mn,7.169245684414e+00
At,Nd,7.031408653710e+00
At,Ni,4.576632263232e+00
At,Os,5.120384348144e+00
At,Pm,7.265281575247e+00
At,Po,4.902416536162e+00
At,Pr,5.491050820089e+00
At,Re,4.926024129575e+00
At,Rn,5.152212688034e+00
At,Ru,4.150998064796e+00
At,Sm,5.555725304788e+00
At,Ta,4.147464798705e+00
At,Tb,5.561499394952e+00
At,Tc,4.040243937119e+00
At,Tm,6.533714354384e+00
At,Yb,6.153762302407e+00
Au,Ce,4.127776192601e+00
B,Ce,6.034880118110e+00
B,Co,5.461484894018e+00
B,Dy,4.615830180572e+00
B,Er,4.383217043140e+00
B,Gd,4.549002138417e+00
B,Nb,5.461478631982e+00
B,Nd,5.309433568134e+00
B,Pd,5.470638387729e+00
B,Pr,4.679181037468e+00
B,Sc,3.993909357372e+00
B,Sm,4.539603382711e+00
B,Tb,4.968929581602e+00
B,Th,4.805800380769e+00
B,Ti,4.733440756264e+00
B,V,4.744949760448e+00
Ba,Be,6.660211978452e+00
Ba,Bi,1.812439624472e+01
Ba,Br,5.736397270746e+00
Ba,F,1.067849935982e+01
Ba,He,5.344740433971e+00
Ba,Mo,7.340758823271e+00
Ba,Na,4.646343942568e+00
Ba,Ne,4.184085134617e+00
Be,Bh,5.255047763449e+00
Be,Bk,8.271110338532e+00
Be,Ce,9.232288843571e+00
Be,Cf,7.557964304795e+00
Be,Cm,8.493065178448e+00
Be,Co,1.381815495274e+01
Be,Cs,8.380834461533e+00
Be,Db,6.105564013688e+00
Be,Dy,7.149001771978e+00
Be,Er,6.954298722800e+00
Be,Es,6.865881568266e+00
Be,Eu,5.774065963848e+00
Be,Fm,6.421470049492e+00
Be,Fr,7.818673078765e+00
Be,Gd,7.512690182573e+00
Be,Hf,4.804366250251e+00
Be,Ho,8.454116360535e+00
Be,Hs,5.376550084911e+00
Be,In,6.215444540733e+00
Be,Ir,4.336352312140e+00
Be,La,7.530361094014e+00
Be,Lr,7.927491324024e+00
Be,Lu,6.760490648993e+00
Be,Md,6.336418424468e+00
Be,Nb,1.384304484205e+01
Be,Nd,8.948692804246e+00
Be,Ni,4.201338498076e+00
Be,No,6.294621625885e+00
Be,Np,7.968778801570e+00
Be,Os,5.109940062070e+00
Be,Pa,8.433637112463e+00
Be,Pb,4.614529869156e+00
Be,Pd,1.382945563650e+01
Be,Pm,8.764867765780e+00
Be,Po,3.924501214376e+00
Be,Pr,9.660314401285e+00
Be,Pu,8.326929269701e+00
Be,Ra,7.582503060115e+00
Be,Rb,6.651730029082e+00
Be,Re,4.646841007573e+00
Be,Rf,6.885608917479e+00
Be,Rh,6.219246523689e+00
Be,Ru,6.117045451214e+00
Be,Sc,4.867424092141e+00
Be,Sg,5.133545441985e+00
Be,Sm,8.665689555830e+00
Be,Sn,3.894566200291e+00
Be,Sr,4.756033030250e+00
Be,Ta,6.449672219549e+00
Be,Tb,8.970325457960e+00
Be,Tc,6.075566176802e+00
Be,Th,7.177327616185e+00
Be,Ti,6.312814170436e+00
Be,Tl,5.759015627759e+00
Be,Tm,4.646599068446e+00
Be,U,8.318058729045e+00
Be,V,6.711721540056e+00
Be,Yb,4.392335461102e+00
Be,Zr,7.636901369873e+00
Bh,Db,1.601209952403e+01
Bh,Fm,1.593373642645e+01
Bh,He,1.200271065712e+01
Bh,Hf,1.632608566584e+01
Bh,Hs,1.619293744151e+01
Bh,Kr,4.730582400251e+00
Bh,Lr,1.556015542860e+01
Bh,Md,1.595483418349e+01
Bh,Na,5.661883969948e+00
Bh,Ne,5.096307028117e+00
Bh,No,1.596520222409e+01
Bh,Rf,1.581860295232e+01
Bh,Sg,1.625321674733e+01
Bh,W,1.748059993275e+01
Bi,Br,1.332472660227e+01
Bi,F,4.243721895441e+01
Bi,Ge,3.904789393420e+00
Bi,Mo,6.816882938167e+01
Bi,Tm,1.423037561894e+01
