src,dst,weight
Am,At,8.412915318086e+00
Am,Ce,1.355093266399e+00
Am,Cf,1.556658128700e+00
Am,Co,1.423785531962e+00
Am,Dy,1.435643672533e+00
Am,Er,1.480343369719e+00
Am,Es,2.648501764315e+00
Am,Eu,1.383781287717e+00
Am,Gd,1.410600860942e+00
Am,Ho,1.390058621872e+00
Am,Ir,1.694068828819e+00
Am,La,1.389984256011e+00
Am,Lu,1.561785090226e+00
Am,Mn,1.424704508459e+00
Am,Nb,1.360915656567e+00
Am,Nd,1.369781554588e+00
Am,Ni,1.396163333768e+00
Am,Os,1.644704110012e+00
Am,Pd,1.484220489741e+00
Am,Pm,2.086164017842e+00
Am,Po,1.475677310421e+00
Am,Pr,1.446334616243e+00
Am,Re,1.494082164341e+00
Am,Rh,1.534035991952e+00
Am,Ru,1.410677622277e+00
Am,Sm,1.596492387421e+00
Am,Ta,1.480586857712e+00
Am,Tb,1.470348973829e+00
Am,Tc,1.367652129135e+00
Am,Tm,1.586933702631e+00
Am,Yb,1.771591098425e+00
Am,Zr,1.398527063312e+00
Ar,Mo,1.785281303218e+01
As,At,3.550277583989e+00
At,Au,4.626653174857e+00
At,Ce,5.379019137783e+00
At,Cf,6.297859183006e+00
At,Co,5.067735307443e+00
At,Dy,5.079881526271e+00
At,Er,4.913906574293e+00
At,Es,1.299667493171e+01
At,Eu,4.931657779839e+00
At,F,3.763847038085e+00
At,Fr,3.511112690165e+00
At,Gd,4.796943767630e+00
At,Ho,5.077598086826e+00
At,Ir,6.522211065658e+00
At,La,5.053896643361e+00
At,Lu,5.097330359340e+00
At,Mn,5.153951762021e+00
At,Mo,3.640862531850e+00
At,Nb,4.751292902755e+00
At,Nd,5.675271970005e+00
At,Ni,5.025057159835e+00
At,Os,5.917325315808e+00
At,Pd,5.102274342642e+00
At,Pm,8.723764337971e+00
At,Po,5.568772992102e+00
At,Pr,6.053552854964e+00
At,Pt,2.744828232231e+00
At,Re,5.265674499476e+00
At,Rh,5.338538874906e+00
At,Rn,4.147401666336e+00
At,Ru,4.827119677444e+00
At,Sb,1.879381783717e+00
At,Sm,5.546543460014e+00
At,Ta,5.024951927441e+00
At,Tb,5.178380283886e+00
At,Tc,4.808260175615e+00
At,Tm,5.561766882516e+00
At,Yb,6.346246657744e+00
At,Zr,4.662353846301e+00
Au,Es,1.473215593201e+00
B,Bi,1.389515176979e+00
Bh,Bi,1.539432668149e+00
Bh,Db,4.776161835393e+00
Bh,Fm,4.776161835393e+00
Bh,H,1.469063002817e+00
Bh,Hf,4.776161835393e+00
Bh,Hs,4.776161835393e+00
Bh,Lr,4.776161835393e+00
Bh,Md,4.776161835393e+00
Bh,No,4.776161835393e+00
Bh,Rb,1.977684515036e+00
Bh,Rf,4.776161835393e+00
Bh,Sg,4.776161835393e+00
Bh,W,4.776161835393e+00
Bi,Db,1.539432668149e+00
Bi,Fm,1.539432668149e+00
Bi,H,1.436741040197e+00
Bi,Hf,1.539432668149e+00
