src,dst,weight
Ac,Ar,8.016756982768e+00
Ac,Be,9.605164661592e+00
Ac,F,8.629463006883e+00
Ac,He,1.832310178868e+01
Ac,Na,9.980389529737e+00
Ac,Ne,1.122941205523e+01
Ac,O,1.006654349361e+01
Am,Bk,1.015457198222e+01
Am,Cf,1.205275166318e+01
Am,Cm,1.027124896682e+01
Am,Es,1.318849364477e+01
Am,He,1.170268438507e+01
Am,Np,1.089940604090e+01
Am,Pa,1.029576381889e+01
Am,Pu,1.053212974837e+01
Am,U,9.945734995575e+00
Ar,Bi,1.076753295896e+01
Ar,Co,1.170406268271e+01
Ar,Mo,2.889085282024e+01
Ar,Nb,1.167945509257e+01
Ar,Pd,1.172779744883e+01
At,Ce,7.904662495322e+00
At,Es,1.313049651953e+01
At,He,8.817189035582e+00
Ba,Bi,1.856073865331e+01
Ba,F,1.113336619374e+01
Be,Ce,9.710208258659e+00
Be,Co,1.439442547900e+01
Be,Cs,8.844917594679e+00
Be,Fr,8.275743250949e+00
Be,Gd,7.987622356539e+00
Be,Ho,8.921653703646e+00
Be,La,8.001580169902e+00
Be,Nb,1.441931536831e+01
Be,Nd,9.422300592514e+00
Be,Pd,1.440572616276e+01
Be,Pm,9.225770813525e+00
Be,Pr,1.013304278038e+01
Be,Ra,8.011502835640e+00
Be,Sm,9.142188266332e+00
Be,Tb,9.445077461259e+00
Be,Zr,8.105721940657e+00
Bh,Bk,9.992429824816e+00
Bh,Cf,8.330159248462e+00
Bh,Cm,9.311580372061e+00
Bh,Db,2.784977883363e+01
Bh,Es,8.512737602794e+00
Bh,Fm,2.777141573606e+01
Bh,He,9.621664974768e+00
Bh,Hf,1.392967803394e+01
Bh,Hs,2.803061675111e+01
Bh,Lr,2.739783473820e+01
Bh,Md,2.779251349309e+01
Bh,No,2.780288153370e+01
Bh,Np,9.342282598894e+00
Bh,Pa,9.979921080464e+00
Bh,Pu,9.318470160832e+00
Bh,Rf,2.765628226193e+01
Bh,Sg,2.809089605693e+01
Bh,U,1.022149914183e+01
Bh,W,1.508419230085e+01
Bi,Br,1.377902843604e+01
Bi,F,4.287463586603e+01
Bi,Mo,6.861714859097e+01
Bi,Tm,1.468055350768e+01
Bi,Y,2.809951247171e+01
Bk,Cf,1.038608060410e+01
Bk,Cm,1.068038249931e+01
Bk,Db,9.670638181006e+00
Bk,Es,1.005662680400e+01
Bk,Fm,9.551115570449e+00
Bk,He,1.306956888275e+01
Bk,Hs,9.946459589986e+00
Bk,Lr,8.981314509732e+00
Bk,Md,9.583294734830e+00
Bk,No,9.599108495612e+00
Bk,Np,1.063108169193e+01
Bk,Pa,1.058221857369e+01
Bk,Pu,1.061416849718e+01
Bk,Rf,9.375509273399e+00
Bk,Sg,1.003840005965e+01
Bk,U,1.078388531264e+01
C,Th,8.798872959463e+00
Ce,F,8.323871269925e+00
Ce,Ne,8.112089340429e+00
Cf,Cm,1.042299039927e+01
Cf,Db,8.014620651560e+00
Cf,Es,1.274537597908e+01
Cf,Fm,7.897420601283e+00
Cf,He,1.154148016587e+01
Cf,Hs,8.285082306048e+00
Cf,Md,7.928974460972e+00
Cf,No,7.944480929163e+00
Cf,Np,1.092542433377e+01
Cf,Pa,1.050117560327e+01
Cf,Pu,1.064860392278e+01
Cf,Sg,8.375236190877e+00
Cf,U,1.023535679202e+01
Cl,Co,8.717358883466e+00
Cl,Nb,8.692959800545e+00
Cl,Pd,8.736493453777e+00
Cm,Db,8.974488986828e+00
Cm,Es,1.000055622477e+01
Cm,Fm,8.849283615171e+00
Cm,He,1.335629176419e+01
Cm,Hs,9.263424459885e+00
Cm,Lr,8.252391083748e+00
Cm,Md,8.882992753694e+00
Cm,No,8.899558387483e+00
Cm,Np,1.061397115938e+01
Cm,Pa,1.045682406339e+01
Cm,Pu,1.058681450033e+01
Cm,Rf,8.665328030658e+00
Cm,Sg,9.359736284237e+00
Cm,U,1.066757169363e+01
Co,F,1.334412341331e+01
Co,He,2.578177861541e+01
Co,Kr,1.069629077008e+01
Co,N,1.091583665920e+01
Co,Na,1.461511915227e+01
Co,Ne,1.686685400857e+01
Co,O,1.360594383050e+01
Cr,Fe,8.593641162160e+00
Cr,Th,1.336451322786e+01
Cs,He,1.356697438424e+01
Cs,Na,8.946121681423e+00
Cs,Ne,8.741490852821e+00
Db,Es,8.203637127339e+00
Db,Fm,2.747186809616e+01
Db,He,1.114911974753e+01
Db,Hf,1.370373703461e+01
Db,Hs,2.781041313181e+01
Db,Lr,2.698393022210e+01
Db,Md,2.749942408743e+01
Db,No,2.751296588886e+01
Db,Np,9.025533359854e+00
Db,Pa,9.635165800926e+00
Db,Pu,8.983872761139e+00
Db,Rf,2.732149111521e+01
Db,Sg,2.788914453545e+01
Db,U,9.899425180926e+00
Db,W,1.495254661671e+01
Es,Fm,8.088828379314e+00
Es,He,1.042042149107e+01
Es,Hs,8.468580392015e+00
Es,Md,8.119738426859e+00
Es,No,8.134928507368e+00
Es,Np,1.102289139230e+01
Es,Pa,1.048829462658e+01
Es,Pu,1.052149875006e+01
Es,Rf,7.920147834137e+00
Es,Sg,8.556894813573e+00
Es,U,9.831558279797e+00
F,Mo,5.729408312331e+01
F,Nb,1.326565527878e+01
F,Pd,1.336180649274e+01
F,Pr,9.141647076471e+00
F,Tb,8.189843232120e+00
F,Tm,1.217079224139e+01
F,Y,2.064106888128e+01
Fe,Th,3.630259189330e+01
Fe,Ti,9.102893184673e+00
Fe,V,8.422719728041e+00
Fm,He,1.171646009170e+01
Fm,Hf,1.361981609200e+01
Fm,Hs,2.772862321607e+01
Fm,Lr,2.683019425898e+01
Fm,Md,2.739056230819e+01
Fm,No,2.740528293506e+01
Fm,Np,8.907883642497e+00
Fm,Pa,9.507113839955e+00
Fm,Pu,8.859593726969e+00
Fm,Rf,2.719714011786e+01
Fm,Sg,2.781420825604e+01
Fm,U,9.779797709733e+00
Fm,W,1.490364964831e+01
Fr,He,1.248216193154e+01
He,Ho,1.402608027881e+01
He,Hs,9.839872799448e+00
He,La,9.871398208975e+00
He,Lr,1.442114607862e+01
He,Lu,8.340716279758e+00
He,Md,1.156371461442e+01
He,Nb,2.597307292252e+01
He,No,1.148865112274e+01
He,Np,1.241847671492e+01
He,Pa,1.336265475816e+01
He,Pd,2.570200104893e+01
He,Pm,1.200283777531e+01
He,Pr,1.293779289212e+01
He,Pu,1.309028322043e+01
He,Ra,1.416107784817e+01
He,Rb,1.086532765337e+01
He,Rf,1.255001398198e+01
He,Rh,1.188646524137e+01
He,Ru,8.282914556661e+00
He,Sg,9.403457150088e+00
He,Sm,8.865954921560e+00
He,Ta,9.192570496662e+00
He,Tb,8.603295690361e+00
He,Tc,8.537268439696e+00
He,Th,9.554640662865e+00
He,U,1.325388432248e+01
He,Y,8.055591292400e+00
He,Zr,1.241013625303e+01
Hf,Hs,1.389740074832e+01
Hf,Lr,1.321973913675e+01
Hf,Md,1.364241019193e+01
Hf,No,1.365351357818e+01
Hf,Rf,1.349651686093e+01
Hf,Sg,1.396195531956e+01
Hf,W,1.665002408085e+01
Ho,Na,8.251216974689e+00
Ho,Ne,9.621808765625e+00
Hs,Lr,2.733870552161e+01
Hs,Md,2.775064357800e+01
Hs,No,2.776146501301e+01
Hs,Np,9.297032707603e+00
Hs,Pa,9.930670326245e+00
Hs,Pu,9.270670532304e+00
Hs,Rf,2.760845495525e+01
Hs,Sg,2.806207441101e+01
Hs,U,1.017548857599e+01
Hs,W,1.506538577454e+01
K,Y,1.556650692531e+02
Kr,Nb,1.073247071762e+01
Kr,Pd,1.067885545318e+01
Lr,Md,2.687158471059e+01
Lr,No,2.689192516110e+01
Lr,Np,8.347011239940e+00
Lr,Pa,8.896650741402e+00
Lr,Pu,8.267117331371e+00
Lr,Rf,2.660432065163e+01
Lr,Sg,2.745696395478e+01
Lr,U,9.209496746100e+00
Lr,W,1.467054275474e+01
Md,No,2.743427449955e+01
Md,Np,8.939558566400e+00
Md,Pa,9.541589367909e+00
Md,Pu,8.893053466938e+00
Md,Rf,2.723061923253e+01
Md,Sg,2.783438340819e+01
Md,U,9.812005105823e+00
Md,W,1.491681421672e+01
Mo,Tm,1.422120529254e+01
Mo,Y,2.125677543212e+01
N,Nb,1.088946631371e+01
N,Pd,1.095089622200e+01
Na,Nb,1.466430191433e+01
Na,Pd,1.460052614262e+01
Na,Pm,8.081556345143e+00
Na,Pr,8.168193610172e+00
Nb,Ne,1.700022740377e+01
Nb,O,1.356340741827e+01
Ne,Pd,1.682977442402e+01
Ne,Pm,7.914922732247e+00
Ne,Pr,1.017137278583e+01
Ne,Ra,8.197416602735e+00
Ne,Sm,7.919322808861e+00
Ne,Tb,8.591006961878e+00
Ne,Th,1.032436305610e+01
Ne,Zr,8.703422425736e+00
No,Np,8.955124529005e+00
No,Pa,9.558531627361e+00
No,Pu,8.909496539151e+00
No,Rf,2.724707182602e+01
No,Sg,2.784429805439e+01
No,U,9.827832740474e+00
No,W,1.492328366177e+01
Np,Pa,1.054158499174e+01
Np,Pu,1.063951775814e+01
Np,Rf,8.735029057764e+00
Np,Sg,9.387532490186e+00
Np,U,1.057849582912e+01
O,Pd,1.362334066914e+01
Pa,Pu,1.046921899534e+01
Pa,Rf,9.318975958836e+00
Pa,Sg,1.002917183468e+01
Pa,U,1.058277539856e+01
Pu,Rf,8.676999145994e+00
Pu,Sg,9.366269789359e+00
Pu,U,1.058667445077e+01
Rf,Sg,2.770410956860e+01
Rf,U,9.604037348210e+00
Rf,W,1.483180871782e+01
Sg,U,1.026750970768e+01
Sg,W,1.510299882716e+01
Th,Ti,1.241095450020e+01
Th,V,1.132648749165e+01
