src,dst,weight
Ac,Ar,7.652280907560e+00
Ac,Cl,6.167549147927e+00
Ac,F,8.229527885833e+00
Ac,He,1.804790937421e+01
Ac,Kr,7.360977209044e+00
Ac,N,7.226703574947e+00
Ac,Na,9.759786948716e+00
Ac,Ne,1.092607457535e+01
Ac,O,9.694970900316e+00
Am,Ar,6.155881277624e+00
Am,At,7.848836421146e+00
Am,He,1.414556414594e+01
Am,Na,6.852738470484e+00
Am,Ne,7.677294726397e+00
Ar,Bi,1.029021675264e+01
Ar,Bk,6.465655156077e+00
Ar,Cf,6.004254947122e+00
Ar,Cm,6.650117939470e+00
Ar,Co,1.140247921405e+01
Ar,Ho,6.052886183184e+00
Ar,Lr,6.000944423104e+00
Ar,Mo,2.845579366850e+01
Ar,Nb,1.137787162390e+01
Ar,Np,6.254273873525e+00
Ar,Pa,6.650278664360e+00
Ar,Pd,1.142621398017e+01
Ar,Pu,6.538506874892e+00
Ar,U,6.485082073724e+00
At,Ce,7.898289945867e+00
At,Cf,6.450527517231e+00
At,Dy,6.850549679874e+00
At,Er,6.322740377868e+00
At,Es,1.339213793231e+01
At,Eu,6.428545803410e+00
At,He,8.812814491503e+00
At,Mn,7.183513552496e+00
At,Nd,7.049948358584e+00
At,Pm,7.284113847698e+00
At,Tm,6.548246292197e+00
At,Yb,6.164213651836e+00
B,Ce,6.076068842560e+00
Ba,Bi,1.816799915528e+01
Ba,F,1.070832139148e+01
Ba,Mo,7.375131378530e+00
Be,Bk,5.898290221932e+00
Be,Cm,6.015943774463e+00
Be,Co,8.301238970966e+00
Be,Nb,8.326128860276e+00
Be,Pa,5.904269463238e+00
Be,Pd,8.312539654731e+00
Be,Pr,5.841376251085e+00
Be,Pu,5.866809846038e+00
Be,U,5.943314002363e+00
Bh,Db,1.605315761575e+01
Bh,Fm,1.597670597340e+01
Bh,He,1.193845225391e+01
Bh,Hf,1.636836524877e+01
Bh,Hs,1.622958448270e+01
Bh,Lr,1.561223747074e+01
Bh,Md,1.599728910788e+01
Bh,No,1.600740424825e+01
Bh,Rf,1.586438086810e+01
Bh,Sg,1.628839343836e+01
Bh,W,1.751132533052e+01
Bi,Br,1.332680665901e+01
Bi,F,4.237850282959e+01
Bi,Mo,6.820151765985e+01
Bi,Tm,1.426493776000e+01
Bi,Y,2.770467308703e+01
Bk,He,1.549595934600e+01
Bk,Kr,6.723694698680e+00
Bk,Na,8.236579581252e+00
Bk,Ne,8.551612003918e+00
C,Co,5.940362091097e+00
C,Nb,6.109311341174e+00
C,Pd,5.865072213406e+00
C,Th,8.387074667853e+00
Ce,F,7.955527374509e+00
Ce,Ne,7.861661474012e+00
Cf,He,1.396168591061e+01
Cf,Na,6.830769253925e+00
Cf,Ne,7.471897505985e+00
Cl,Co,8.363606441472e+00
Cl,Nb,8.339207358552e+00
Cl,Pd,8.382741011783e+00
Cm,He,1.579781478529e+01
Cm,Kr,6.806443337641e+00
Cm,Na,8.431518503675e+00
Cm,Ne,8.845573839477e+00
Co,F,1.296978848756e+01
Co,He,2.570905117215e+01
Co,Kr,1.032672327618e+01
Co,N,1.041645603570e+01
Co,Na,1.478432084885e+01
Co,Ne,1.671058974698e+01
Co,O,1.326994283674e+01
Co,Xe,6.806014271633e+00
Cr,Fe,8.136774718908e+00
Cr,Th,1.290112494141e+01
Cs,He,1.331233355324e+01
Cs,Na,8.739860390222e+00
Cs,Ne,8.458171920318e+00
Cs,O,6.826901464499e+00
Db,Fm,1.567816281711e+01
Db,He,1.352978366382e+01
Db,Hf,1.614033295279e+01
Db,Hs,1.601409565756e+01
