src,dst,weight
Ac,Ar,1.179318399968e+01
Ac,Be,9.676617609712e+00
Ac,F,7.521530568430e+00
Ac,He,2.337134401020e+01
Ac,Kr,9.566789509508e+00
Ac,N,8.503352883518e+00
Ac,Na,1.022853763871e+01
Ac,Ne,1.389509270118e+01
Ac,O,9.196563917935e+00
Ac,Xe,8.279970786005e+00
Al,He,7.828260399622e+00
Am,At,8.112956764668e+00
Am,Bk,7.014946389323e+00
Am,Cf,8.913126070286e+00
Am,Cm,7.131623373928e+00
Am,Es,1.004886805187e+01
Am,He,1.389017942507e+01
Am,Np,7.759780448000e+00
Am,Pa,7.156138225999e+00
Am,Pu,7.392504155471e+00
Ar,At,8.565191692715e+00
Ar,Bi,1.325849355698e+01
Ar,Co,1.292295849550e+01
Ar,Ho,7.608178785737e+00
Ar,Mo,2.605775116322e+01
Ar,Nb,1.289835090536e+01
Ar,Pd,1.294669326162e+01
Ar,Pm,8.094024674596e+00
Ar,Pr,6.961352054188e+00
Ar,Ra,7.915333188783e+00
Ar,Rh,8.353243732569e+00
Ar,Y,8.264052649589e+00
Ar,Zr,8.243705893600e+00
At,Ce,7.671226305265e+00
At,Dy,7.428691737011e+00
At,Es,1.365627036564e+01
At,Eu,7.733961520342e+00
At,He,1.434792469837e+01
At,Mn,8.600582665288e+00
At,Nd,6.921465606124e+00
At,Rn,7.250296962565e+00
At,Tm,7.246771152146e+00
Au,He,7.732554079465e+00
Ba,Be,7.692383681186e+00
Ba,Bi,1.909929152050e+01
Ba,F,1.141982034455e+01
Be,Ce,1.037032610531e+01
Be,Co,1.325950163573e+01
Be,Cs,8.569886280427e+00
Be,Dy,8.708576641978e+00
Be,Er,8.509355195920e+00
Be,Eu,7.614731911133e+00
Be,Fr,8.603870139997e+00
Be,Gd,8.407043812584e+00
Be,Ho,9.311976473763e+00
Be,La,8.321134993645e+00
Be,Lu,7.472417824288e+00
Be,Nb,1.328439152504e+01
Be,Nd,1.013371678108e+01
Be,Pd,1.327080231949e+01
Be,Pm,9.433652923179e+00
Be,Pr,1.057214403503e+01
Be,Ra,8.149659877999e+00
Be,Rb,7.334367522044e+00
Be,Sm,9.492460232749e+00
Be,Ta,7.231761727017e+00
Be,Tb,9.874009800832e+00
Be,Th,8.615080178393e+00
Be,Ti,7.147179743461e+00
Be,V,7.523031847244e+00
Be,Zr,8.320586042481e+00
Bh,Db,2.471015324073e+01
Bh,Fm,2.463179014316e+01
Bh,He,1.180916001477e+01
Bh,Hf,1.155481622896e+01
Bh,Hs,2.489099115821e+01
Bh,Lr,2.425820914530e+01
Bh,Md,2.465288790020e+01
Bh,No,2.466325594080e+01
Bh,Rf,2.451665666903e+01
