src,dst,weight
Ac,Ar,7.704895526736e+00
Ac,Be,9.300726310649e+00
Ac,Cl,6.240753736504e+00
Ac,F,8.331691546347e+00
Ac,He,1.801164032128e+01
Ac,Kr,7.444746248817e+00
Ac,N,7.384297334680e+00
Ac,Na,9.673697976152e+00
Ac,Ne,1.092102085397e+01
Ac,O,9.763473305736e+00
Am,At,7.541082629508e+00
Am,Be,6.789599320161e+00
Am,Es,6.241100650996e+00
Am,He,1.315450199428e+01
Am,Ne,6.696953047619e+00
Ar,Bi,1.048337355246e+01
Ar,Co,1.167672124273e+01
Ar,Ho,6.072146639513e+00
Ar,Mo,2.858380345732e+01
Ar,Nb,1.165211365258e+01
Ar,Pd,1.170045600884e+01
At,Ce,7.934743377347e+00
At,Cf,6.142783164557e+00
At,Dy,6.887238768147e+00
At,Er,6.359932686318e+00
At,Es,1.308439623048e+01
At,Eu,6.463524593360e+00
At,He,8.846867752264e+00
At,Mn,7.223789514678e+00
At,Nd,7.085677442133e+00
At,Pm,7.318486888941e+00
At,Tm,6.588096402762e+00
At,Yb,6.208044303850e+00
B,Ce,6.212811118891e+00
Ba,Be,6.834110629290e+00
Ba,Bi,1.829171527385e+01
Ba,F,1.085333847535e+01
Ba,Mo,7.516308385973e+00
Be,Bk,7.355081704827e+00
Be,Ce,9.406826230608e+00
Be,Cf,6.641935671089e+00
Be,Cm,7.577036544743e+00
Be,Co,1.435672852209e+01
Be,Cs,8.551671518876e+00
Be,Dy,7.323924790565e+00
Be,Er,7.128136217354e+00
Be,Fr,7.987634612913e+00
Be,Gd,7.686428671679e+00
Be,Ho,8.625877200419e+00
Be,In,6.387091428231e+00
Be,La,7.703106564392e+00
Be,Lr,7.011462690319e+00
Be,Lu,6.933586277878e+00
Be,Nb,1.438161841140e+01
Be,Nd,9.122077104001e+00
Be,Np,7.052750167865e+00
Be,Pa,7.517608478757e+00
Be,Pd,1.436802920585e+01
Be,Pm,8.934854351551e+00
Be,Pr,9.833463514746e+00
Be,Pu,7.410900635996e+00
Be,Ra,7.743957539785e+00
Be,Rb,6.825131497247e+00
Be,Rh,6.391475834492e+00
Be,Ru,6.288391579137e+00
Be,Sm,8.839846994310e+00
Be,Ta,6.622052227291e+00
Be,Tb,9.144015762816e+00
Be,Tc,6.246714276177e+00
Be,Th,7.351788562916e+00
Be,Ti,6.486433782031e+00
Be,U,7.402030095340e+00
Be,V,6.884657397163e+00
Be,Zr,7.809005391942e+00
Bh,Db,2.090238583986e+01
Bh,Fm,2.082402274228e+01
Bh,He,1.107348258398e+01
Bh,Hf,1.539224625008e+01
Bh,Hs,2.108322375734e+01
Bh,Lr,2.045044174443e+01
Bh,Md,2.084512049932e+01
Bh,No,2.085548853992e+01
Bh,Rf,2.070888926816e+01
Bh,Sg,2.114350306316e+01
Bh,W,1.654676051699e+01
Bi,Br,1.349303124121e+01
Bi,F,4.260320643120e+01
Bi,Mo,6.833549133759e+01
Bi,Tm,1.439754792298e+01
Bi,Y,2.782788430580e+01
Bk,He,1.452138649197e+01
Bk,Na,7.353093893987e+00
Bk,Ne,7.584845733504e+00
C,Co,6.318743384480e+00
C,Nb,6.487692634556e+00
C,Pd,6.243453506789e+00
C,Th,8.491007102782e+00
Ce,F,8.027133377736e+00
Ce,Ne,7.804770761023e+00
Cf,He,1.299329777509e+01
Cf,Ne,6.510223027919e+00
Cl,Co,8.685257849541e+00
Cl,Nb,8.660858766621e+00
Cl,Pd,8.704392419853e+00
Cm,He,1.480810937341e+01
Cm,Na,7.522104373926e+00
Cm,Ne,7.866349145600e+00
Co,F,1.330813005171e+01
Co,He,2.575387917591e+01
Co,Kr,1.066907979770e+01
Co,Mg,6.452766820220e+00
Co,N,1.087245754116e+01
Co,Na,1.458056549965e+01
Co,Ne,1.683467142978e+01
Co,O,1.354353715337e+01
Co,Xe,7.728970755370e+00
Cr,Fe,8.285278931734e+00
Cr,Th,1.305503488784e+01
Cs,He,1.326701202416e+01
Cs,Na,8.650720842908e+00
Cs,Ne,8.444464622366e+00
Cs,O,6.889749550570e+00
Db,Fm,2.052447510239e+01
Db,He,1.260093735674e+01
Db,Hf,1.516630525075e+01
Db,Hs,2.086302013804e+01
Db,Lr,2.003653722833e+01
Db,Md,2.055203109366e+01
Db,No,2.056557289509e+01
Db,Rf,2.037409812144e+01
Db,Sg,2.094175154168e+01
Db,W,1.641511483285e+01
Es,He,1.187223910028e+01
F,Gd,6.369261422401e+00
F,Ho,7.561179641839e+00
F,La,6.752758039020e+00
F,Mo,5.700088750761e+01
F,Nb,1.322966191718e+01
F,Nd,7.579981179655e+00
F,Pd,1.332581313114e+01
F,Pm,7.537772509416e+00
F,Pr,8.848630030331e+00
F,Rh,6.174775575664e+00
F,Sm,7.390442154549e+00
F,Tb,7.895375686673e+00
F,Tm,1.187617500400e+01
F,Y,2.035844749771e+01
