condition,K,threshold_scheme,tau,num_edges,gcc_fraction,num_components,avg_shortest_path_gcc,global_efficiency,clustering_coeff,modularity,lambda2_unweighted,lambda2_weighted,spectral_gap_unweighted,spectral_gap_weighted,effective_rank_unweighted,effective_rank_weighted
phase_randomized_surrogate,26,fixed_density,5.246658095029e+00,289,8.055555555556e-01,2.200000000000e+01,2.554397219995e+00,2.870803046037e-01,2.346946679699e-01,3.015586988891e-04,-1.692286697293e-15,2.576335823305e+01,3.881411839366e+00,9.555483575986e+01,4.238156466539e+01,4.013701048172e+01
phase_randomized_surrogate,27,fixed_density,5.522862414270e+00,289,7.962962962963e-01,2.300000000000e+01,2.530506155951e+00,2.826352832583e-01,2.580560901981e-01,6.351463537812e-05,-2.157124105047e-15,3.132606353790e+01,4.242868764148e+00,9.625843306939e+01,4.157621760963e+01,3.924877064315e+01
phase_randomized_surrogate,28,fixed_density,5.883256929788e+00,289,7.685185185185e-01,2.600000000000e+01,2.476932118719e+00,2.689627322026e-01,2.424745151293e-01,2.227864304835e-03,-1.502824537938e-15,3.302139073206e+01,3.987045578395e+00,9.647227675028e+01,4.061454868663e+01,3.904296089302e+01
phase_randomized_surrogate,29,fixed_density,6.122965519055e+00,289,7.314814814815e-01,3.000000000000e+01,2.416423239208e+00,2.494144455983e-01,2.198714875410e-01,-5.038706194399e-04,-1.930817678021e-15,3.295904548551e+01,3.636217357674e+00,9.991849470584e+01,4.111853822216e+01,3.919475317857e+01
phase_randomized_surrogate,30,fixed_density,6.304952204596e+00,289,7.500000000000e-01,2.800000000000e+01,2.412345679012e+00,2.619533864082e-01,1.955454116224e-01,1.013794654638e-03,-1.120562016103e-15,3.746324080203e+01,3.483207278577e+00,9.902988894110e+01,4.020352495617e+01,3.977213458558e+01
phase_randomized_surrogate,31,fixed_density,6.335248088611e+00,289,7.685185185185e-01,2.600000000000e+01,2.442844548927e+00,2.714953271028e-01,2.145686500296e-01,-2.022492017609e-04,-8.136768684237e-16,3.627641769003e+01,3.567946651031e+00,9.847127945303e+01,4.050823226034e+01,4.002902117388e+01
phase_randomized_surrogate,32,fixed_density,6.668341781125e+00,289,7.592592592593e-01,2.700000000000e+01,2.422161999398e+00,2.671916464751e-01,2.002157993976e-01,-7.664005202498e-05,-6.020726617401e-16,4.093488758726e+01,3.418989008874e+00,1.012991156977e+02,3.949959308786e+01,3.987829197312e+01
phase_randomized_surrogate,33,fixed_density,6.500342614294e+00,289,7.685185185185e-01,2.600000000000e+01,2.431971789597e+00,2.722597207800e-01,1.905465437367e-01,-2.218058523187e-04,-2.028818857957e-15,3.938015733485e+01,3.617941382339e+00,9.939085931287e+01,4.042329337238e+01,4.045989702588e+01
phase_randomized_surrogate,34,fixed_density,6.529213094955e+00,289,7.592592592593e-01,2.700000000000e+01,2.413730803975e+00,2.674772124149e-01,2.167209055709e-01,1.546843354430e-04,-2.853502664278e-15,4.078001386991e+01,3.769530655912e+00,1.014058615171e+02,4.044303507911e+01,4.053569089140e+01
phase_randomized_surrogate,35,fixed_density,6.729769871889e+00,289,7.685185185185e-01,2.600000000000e+01,2.427857772554e+00,2.726808584285e-01,2.082798709886e-01,6.677650010388e-04,-2.351052919571e-15,4.294021408816e+01,3.605318694700e+00,1.047057597625e+02,4.087017651702e+01,4.063680423136e+01
phase_randomized_surrogate,36,fixed_density,6.642288986811e+00,289,7.870370370370e-01,2.400000000000e+01,2.449859943978e+00,2.832006461290e-01,2.088514457783e-01,2.005049997741e-04,-1.441565924204e-15,4.406093704444e+01,3.440757122741e+00,1.057898190693e+02,3.994855851105e+01,4.104716773162e+01
phase_randomized_surrogate,37,fixed_density,6.828111613429e+00,289,7.777777777778e-01,2.500000000000e+01,2.411933448078e+00,2.800565362871e-01,1.853903235549e-01,1.360015114706e-03,-2.067339459940e-15,4.085797726804e+01,3.527237978430e+00,1.082180675620e+02,3.905501896943e+01,4.133014755293e+01
phase_randomized_surrogate,5,percentile_90,1.213181143963e+00,578,9.722222222222e-01,4.000000000000e+00,2.321245421245e+00,4.598505826699e-01,6.254766015171e-01,6.538648261594e-05,-2.017889332738e-16,8.526528896716e+00,3.265997851658e+00,6.648449668953e+01,4.818068856065e+01,3.278248368163e+01
phase_randomized_surrogate,6,percentile_90,1.278300170067e+00,578,9.537037037037e-01,6.000000000000e+00,2.294308014468e+00,4.469539633091e-01,5.646979412219e-01,-1.392425608699e-05,-1.707444642840e-15,9.165943424746e+00,3.179528349666e+00,7.346735166805e+01,5.070145370355e+01,3.385947575984e+01
phase_randomized_surrogate,7,percentile_90,1.306511022871e+00,578,9.629629629630e-01,5.000000000000e+00,2.301717699776e+00,4.534873658705e-01,5.912018867529e-01,-6.982227079765e-05,-6.955034235040e-16,1.314594842152e+01,3.392635185863e+00,7.788377915570e+01,5.362004724759e+01,3.536974723894e+01
phase_randomized_surrogate,8,percentile_90,1.417916125591e+00,578,9.629629629630e-01,5.000000000000e+00,2.331964152353e+00,4.494432906427e-01,5.577299448643e-01,5.891999563921e-05,-5.074794733758e-15,1.383950421067e+01,3.550473756738e+00,8.024767947812e+01,5.547901640658e+01,3.695155235571e+01
phase_randomized_surrogate,9,percentile_90,1.595476853616e+00,578,9.722222222222e-01,4.000000000000e+00,2.345054945055e+00,4.558238144687e-01,4.602743376097e-01,-7.330071638668e-05,1.689432696749e-15,1.532649609016e+01,4.558089134919e+00,7.534983383126e+01,5.709501870772e+01,3.554238208436e+01
phase_randomized_surrogate,10,percentile_90,1.674745101626e+00,578,9.629629629630e-01,5.000000000000e+00,2.305265123226e+00,4.526797046267e-01,4.686195839063e-01,-6.780854923386e-05,-1.116215498584e-15,1.572862945269e+01,5.334329642078e+00,7.488947657458e+01,5.742456543991e+01,3.732820232390e+01
phase_randomized_surrogate,11,percentile_90,1.706834345231e+00,578,9.537037037037e-01,6.000000000000e+00,2.270702455740e+00,4.493913695627e-01,4.474714906773e-01,-1.815773754618e-04,-2.613249997883e-15,1.747823089989e+01,5.151261273035e+00,7.401026540530e+01,5.831621432461e+01,3.788565304595e+01
phase_randomized_surrogate,12,percentile_90,1.915375264492e+00,578,9.629629629630e-01,5.000000000000e+00,2.314413741598e+00,4.521518403138e-01,5.034395631076e-01,-3.876461954187e-05,-2.729989781041e-15,1.748893248161e+01,5.310210877732e+00,6.584521750508e+01,5.566775965280e+01,3.855838916148e+01
phase_randomized_surrogate,13,percentile_90,1.976676232874e+00,578,9.629629629630e-01,5.000000000000e+00,2.303211351755e+00,4.532594900196e-01,4.975027526637e-01,-3.415209922509e-05,-3.755922228313e-16,2.061281433813e+01,5.494921173677e+00,6.896842831286e+01,5.517487268732e+01,3.884736711824e+01
phase_randomized_surrogate,14,percentile_90,2.168496010174e+00,578,9.629629629630e-01,5.000000000000e+00,2.311799850635e+00,4.525643244491e-01,4.548157473742e-01,-2.331099417947e-05,-2.229437753355e-15,1.949010661106e+01,5.464476310701e+00,8.514521118526e+01,5.542205036480e+01,4.014215630318e+01
phase_randomized_surrogate,15,percentile_90,2.275947973459e+00,578,9.629629629630e-01,5.000000000000e+00,2.278192681105e+00,4.567410868813e-01,4.699187013266e-01,-1.967077441128e-05,-1.854867000003e-15,1.960724437534e+01,5.280102157113e+00,1.033050415209e+02,5.833045851375e+01,4.073407441409e+01
phase_randomized_surrogate,16,percentile_90,2.372262924428e+00,578,9.444444444444e-01,7.000000000000e+00,2.254125412541e+00,4.435069805007e-01,4.840488611289e-01,3.547700888929e-06,-1.186930365721e-15,1.961292280992e+01,5.191549132695e+00,1.088154546650e+02,5.775348101550e+01,4.085627992321e+01
phase_randomized_surrogate,17,percentile_90,2.388037835630e+00,578,9.537037037037e-01,6.000000000000e+00,2.253379021512e+00,4.517566632053e-01,4.725044761828e-01,-3.638660312073e-05,-3.803262403408e-16,1.930828210397e+01,5.271533649761e+00,1.069175487620e+02,5.854616194730e+01,4.126894153929e+01
phase_randomized_surrogate,18,percentile_90,2.397345734062e+00,578,9.444444444444e-01,7.000000000000e+00,2.238206173559e+00,4.456126687435e-01,4.489977504454e-01,-1.306082285725e-05,-3.820460756731e-16,1.904421684858e+01,5.406767504993e+00,1.068203556589e+02,5.814216782995e+01,4.170419350826e+01
phase_randomized_surrogate,19,percentile_90,2.564624149223e+00,578,9.444444444444e-01,7.000000000000e+00,2.230634828189e+00,4.463914849429e-01,4.224494466696e-01,-1.700730140363e-05,-1.962274750674e-16,1.918717837253e+01,5.569200304896e+00,1.090062670953e+02,5.809013306123e+01,4.101250663436e+01
phase_randomized_surrogate,20,percentile_90,2.705706740101e+00,578,9.537037037037e-01,6.000000000000e+00,2.248239101466e+00,4.526335525557e-01,4.503085005528e-01,-4.306381612486e-05,-1.906606030282e-16,2.573693800463e+01,5.156406385186e+00,9.079229896335e+01,5.877824620630e+01,4.168626517289e+01
phase_randomized_surrogate,21,percentile_90,2.742201213312e+00,578,9.629629629630e-01,5.000000000000e+00,2.254480955937e+00,4.598390446521e-01,4.340852434732e-01,-6.544108996982e-07,-8.654001462694e-16,2.576489330111e+01,5.363066178139e+00,8.656638290814e+01,5.868144924645e+01,4.177498686931e+01
phase_randomized_surrogate,22,percentile_90,2.818791276789e+00,578,9.444444444444e-01,7.000000000000e+00,2.232770335857e+00,4.464116764740e-01,3.983163815628e-01,-3.796192802634e-05,-1.070729022158e-15,2.733041277704e+01,5.319290440668e+00,8.617644764075e+01,5.805861269912e+01,4.231354749055e+01
phase_randomized_surrogate,23,percentile_90,2.888615854135e+00,578,9.537037037037e-01,6.000000000000e+00,2.268037312012e+00,4.500576900888e-01,4.184997179757e-01,-5.121253869243e-05,-6.735416750857e-16,2.564190525398e+01,5.214732133680e+00,8.552178104212e+01,5.719167360195e+01,4.278974824462e+01
phase_randomized_surrogate,24,percentile_90,2.929809826506e+00,578,9.351851851852e-01,8.000000000000e+00,2.223960396040e+00,4.398061613015e-01,4.427311018228e-01,-5.469419576302e-05,-1.486825051608e-15,2.550179311672e+01,5.428715065344e+00,8.384814605153e+01,5.753839971107e+01,4.206656532894e+01
phase_randomized_surrogate,25,percentile_90,3.030549486942e+00,578,9.259259259259e-01,9.000000000000e+00,2.197171717172e+00,4.348534671743e-01,3.939953974051e-01,2.146458392906e-05,-1.768666041857e-15,2.563283967537e+01,5.684577980555e+00,8.753594030506e+01,5.668473983368e+01,4.104433377279e+01
phase_randomized_surrogate,26,percentile_90,3.029847846582e+00,578,9.444444444444e-01,7.000000000000e+00,2.203649776742e+00,4.502855659398e-01,3.530479870728e-01,7.587740916863e-05,-2.985433022706e-15,2.576335823305e+01,6.190021031452e+00,9.555483575986e+01,5.800372657676e+01,4.013701048172e+01
phase_randomized_surrogate,27,percentile_90,3.145970703099e+00,578,9.351851851852e-01,8.000000000000e+00,2.171881188119e+00,4.463337948540e-01,3.130279852810e-01,5.034513964458e-05,-7.313233164627e-16,3.132606353790e+01,6.343584277690e+00,9.625843306939e+01,5.695379871016e+01,3.924877064315e+01
phase_randomized_surrogate,28,percentile_90,3.258674743590e+00,578,9.444444444444e-01,7.000000000000e+00,2.194525334886e+00,4.515835929387e-01,2.799477333937e-01,-3.602343873148e-05,-2.618667757327e-15,3.302139073206e+01,6.009270313202e+00,9.647227675028e+01,5.705040922327e+01,3.904296089302e+01
phase_randomized_surrogate,29,percentile_90,3.486060595872e+00,578,9.444444444444e-01,7.000000000000e+00,2.192389827218e+00,4.521229952694e-01,2.968293750542e-01,7.186389161512e-06,-4.457759843969e-15,3.295904548551e+01,5.964088639812e+00,9.991849470584e+01,5.468946089750e+01,3.919475317857e+01
phase_randomized_surrogate,30,percentile_90,3.668371520166e+00,578,9.351851851852e-01,8.000000000000e+00,2.174653465347e+00,4.462616822430e-01,2.597087229504e-01,-5.357748531636e-05,-2.831683362273e-15,3.746324080203e+01,5.643623643312e+00,9.902988894110e+01,5.384008494856e+01,3.977213458558e+01
phase_randomized_surrogate,31,percentile_90,3.674203216755e+00,578,9.259259259259e-01,9.000000000000e+00,2.164040404040e+00,4.395407868928e-01,2.598901570809e-01,-2.549789485843e-05,-8.314428406284e-16,3.627641769003e+01,6.022490540933e+00,9.847127945303e+01,5.440084688139e+01,4.002902117388e+01
phase_randomized_surrogate,32,percentile_90,3.661378496677e+00,578,9.351851851852e-01,8.000000000000e+00,2.170297029703e+00,4.468530056536e-01,2.496723807909e-01,2.519388450389e-04,-8.092368048337e-16,4.093488758726e+01,5.610732512896e+00,1.012991156977e+02,5.545210617500e+01,3.987829197312e+01
phase_randomized_surrogate,33,percentile_90,3.698403754931e+00,578,9.537037037037e-01,6.000000000000e+00,2.191509613554e+00,4.603236413984e-01,2.662311879225e-01,2.137882452077e-05,-1.526742063158e-15,3.938015733485e+01,5.778950146088e+00,9.939085931287e+01,5.618745415292e+01,4.045989702588e+01
phase_randomized_surrogate,34,percentile_90,3.662968194748e+00,578,9.629629629630e-01,5.000000000000e+00,2.198655713219e+00,4.675349025037e-01,2.766440313169e-01,2.101521932744e-05,-1.121704051711e-15,4.078001386991e+01,5.803187965630e+00,1.014058615171e+02,5.617257889132e+01,4.053569089140e+01
phase_randomized_surrogate,35,percentile_90,3.856416250823e+00,578,9.444444444444e-01,7.000000000000e+00,2.161716171617e+00,4.559824622130e-01,2.780774493939e-01,-4.561968089745e-05,-4.262870601766e-15,4.294021408816e+01,6.061256584341e+00,1.047057597625e+02,5.596483477578e+01,4.063680423136e+01
phase_randomized_surrogate,36,percentile_90,3.920200025722e+00,578,9.444444444444e-01,7.000000000000e+00,2.173946806445e+00,4.539488865813e-01,2.657246107538e-01,9.399795353263e-06,-4.228531653364e-15,4.406093704444e+01,5.821732610745e+00,1.057898190693e+02,5.565538117394e+01,4.104716773162e+01
phase_randomized_surrogate,37,percentile_90,3.953492508188e+00,578,9.444444444444e-01,7.000000000000e+00,2.181324014754e+00,4.530979577708e-01,3.031102541588e-01,-1.090874782486e-04,-9.950738046383e-16,4.085797726804e+01,6.166022197486e+00,1.082180675620e+02,5.563092449571e+01,4.133014755293e+01
phase_randomized_surrogate,5,percentile_95,2.195327649641e+00,289,7.592592592593e-01,2.700000000000e+01,2.585666967781e+00,2.568247375101e-01,4.404457238280e-01,5.894465302167e-04,-2.761255826700e-15,8.526528896716e+00,2.368883671763e+00,6.648449668953e+01,3.558014189396e+01,3.278248368163e+01
phase_randomized_surrogate,6,percentile_95,2.224323960997e+00,289,7.592592592593e-01,2.700000000000e+01,2.605540499849e+00,2.554315218645e-01,3.971574890963e-01,-2.430884057448e-05,-1.467902491226e-15,9.165943424746e+00,2.806028862742e+00,7.346735166805e+01,3.664393149390e+01,3.385947575984e+01
phase_randomized_surrogate,7,percentile_95,2.308831548778e+00,289,7.500000000000e-01,2.800000000000e+01,2.533024691358e+00,2.538335064036e-01,4.172451759913e-01,2.140443904877e-04,-2.469075846411e-15,1.314594842152e+01,3.320985791359e+00,7.788377915570e+01,3.689621208768e+01,3.536974723894e+01
phase_randomized_surrogate,8,percentile_95,2.409083390194e+00,289,7.962962962963e-01,2.300000000000e+01,2.643775649795e+00,2.747836621668e-01,3.406981464295e-01,7.480037962643e-04,-1.574397488692e-15,1.383950421067e+01,3.843673566533e+00,8.024767947812e+01,4.163525707831e+01,3.695155235571e+01
phase_randomized_surrogate,9,percentile_95,2.572057572389e+00,289,7.777777777778e-01,2.500000000000e+01,2.623063683305e+00,2.648032767971e-01,3.234378886962e-01,-1.765838049384e-04,-1.898257500184e-15,1.532649609016e+01,3.313328267763e+00,7.534983383126e+01,4.491370910653e+01,3.554238208436e+01
phase_randomized_surrogate,10,percentile_95,2.788548952085e+00,289,7.592592592593e-01,2.700000000000e+01,2.546522131888e+00,2.585842852198e-01,3.499743035198e-01,9.017433368507e-04,-2.959892841800e-15,1.572862945269e+01,4.355498796667e+00,7.488947657458e+01,4.204311143754e+01,3.732820232390e+01
phase_randomized_surrogate,11,percentile_95,2.776124034088e+00,289,7.777777777778e-01,2.500000000000e+01,2.581181870338e+00,2.674166378216e-01,3.330320499022e-01,2.723777882547e-04,-1.736811801840e-15,1.747823089989e+01,3.389265384755e+00,7.401026540530e+01,4.373977809281e+01,3.788565304595e+01
phase_randomized_surrogate,12,percentile_95,3.257160613723e+00,289,7.962962962963e-01,2.300000000000e+01,2.659097127223e+00,2.735346717434e-01,3.607540815324e-01,1.063726138508e-03,-1.131112200889e-15,1.748893248161e+01,3.629045693103e+00,6.584521750508e+01,4.290392754002e+01,3.855838916148e+01
phase_randomized_surrogate,13,percentile_95,3.353084840897e+00,289,7.777777777778e-01,2.500000000000e+01,2.617039586919e+00,2.646503980616e-01,3.455791547667e-01,1.237746009430e-03,-1.508724788617e-15,2.061281433813e+01,3.982214126086e+00,6.896842831286e+01,4.299867184686e+01,3.884736711824e+01
phase_randomized_surrogate,14,percentile_95,3.645195732364e+00,289,7.500000000000e-01,2.800000000000e+01,2.535493827160e+00,2.528643129110e-01,3.227969574176e-01,5.059710032716e-04,-2.178381661663e-15,1.949010661106e+01,3.569428782377e+00,8.514521118526e+01,4.353234156348e+01,4.014215630318e+01
phase_randomized_surrogate,15,percentile_95,3.860246786362e+00,289,7.592592592593e-01,2.700000000000e+01,2.545919903643e+00,2.579698857736e-01,3.524683207596e-01,1.823403658318e-03,-2.293595279531e-15,1.960724437534e+01,3.894150995147e+00,1.033050415209e+02,4.195845934206e+01,4.073407441409e+01
phase_randomized_surrogate,16,percentile_95,3.917136832954e+00,289,7.500000000000e-01,2.800000000000e+01,2.519135802469e+00,2.541652244145e-01,3.250058588199e-01,1.742190917097e-03,-1.330926616498e-15,1.961292280992e+01,4.207205288740e+00,1.088154546650e+02,4.256648854857e+01,4.085627992321e+01
phase_randomized_surrogate,17,percentile_95,4.031726704049e+00,289,7.500000000000e-01,2.800000000000e+01,2.502160493827e+00,2.550219222338e-01,3.087322061011e-01,1.312205575043e-04,-1.288636557397e-15,1.930828210397e+01,4.254961557868e+00,1.069175487620e+02,4.215135527700e+01,4.126894153929e+01
phase_randomized_surrogate,18,percentile_95,4.057568140791e+00,289,7.870370370370e-01,2.400000000000e+01,2.584873949580e+00,2.726087458175e-01,3.101529799770e-01,1.724904797360e-04,-7.396449170769e-16,1.904421684858e+01,4.165421935220e+00,1.068203556589e+02,4.334960728033e+01,4.170419350826e+01
phase_randomized_surrogate,19,percentile_95,4.092222419704e+00,289,7.777777777778e-01,2.500000000000e+01,2.545897877223e+00,2.692973347179e-01,2.694583184304e-01,-8.334227684076e-05,-2.475300369708e-15,1.918717837253e+01,4.528918808097e+00,1.090062670953e+02,4.406257930441e+01,4.101250663436e+01
phase_randomized_surrogate,20,percentile_95,4.302588042573e+00,289,7.777777777778e-01,2.500000000000e+01,2.522948938612e+00,2.711607245875e-01,2.727932596275e-01,1.142936824677e-03,-1.729974357929e-15,2.573693800463e+01,3.478438092831e+00,9.079229896335e+01,4.400808366269e+01,4.168626517289e+01
phase_randomized_surrogate,21,percentile_95,4.451443953673e+00,289,7.500000000000e-01,2.800000000000e+01,2.477469135802e+00,2.568535825545e-01,2.602830136495e-01,-4.241191447808e-04,-2.192168364378e-15,2.576489330111e+01,3.188815796234e+00,8.656638290814e+01,4.446856497566e+01,4.177498686931e+01
phase_randomized_surrogate,22,percentile_95,4.609248382104e+00,289,7.500000000000e-01,2.800000000000e+01,2.513271604938e+00,2.544075227876e-01,2.522691756668e-01,-2.795741058260e-04,-1.542140134643e-15,2.733041277704e+01,3.395908931937e+00,8.617644764075e+01,4.449986842982e+01,4.231354749055e+01
phase_randomized_surrogate,23,percentile_95,4.754202544661e+00,289,7.500000000000e-01,2.800000000000e+01,2.532407407407e+00,2.530921887620e-01,2.594733202843e-01,1.773223565561e-03,-1.117813488067e-15,2.564190525398e+01,3.142251495059e+00,8.552178104212e+01,4.435392134457e+01,4.278974824462e+01
phase_randomized_surrogate,24,percentile_95,4.850606670033e+00,289,7.685185185185e-01,2.600000000000e+01,2.531295915369e+00,2.646561670705e-01,2.653971075157e-01,5.092867106306e-04,-1.047918079303e-15,2.550179311672e+01,3.218775992613e+00,8.384814605153e+01,4.472982652979e+01,4.206656532894e+01
phase_randomized_surrogate,25,percentile_95,5.056746239920e+00,289,7.777777777778e-01,2.500000000000e+01,2.531554790591e+00,2.708405445944e-01,2.271725361187e-01,6.764496887710e-04,-2.362706730197e-15,2.563283967537e+01,3.599945493694e+00,8.753594030506e+01,4.435620741579e+01,4.104433377279e+01
phase_randomized_surrogate,26,percentile_95,5.197271579579e+00,289,8.055555555556e-01,2.200000000000e+01,2.554397219995e+00,2.870803046037e-01,2.346946679699e-01,3.015586988891e-04,-1.692286697293e-15,2.576335823305e+01,3.881411839366e+00,9.555483575986e+01,4.238156466539e+01,4.013701048172e+01
phase_randomized_surrogate,27,percentile_95,5.519620687033e+00,289,7.962962962963e-01,2.300000000000e+01,2.530506155951e+00,2.826352832583e-01,2.580560901981e-01,6.351463537812e-05,-2.157124105047e-15,3.132606353790e+01,4.242868764148e+00,9.625843306939e+01,4.157621760963e+01,3.924877064315e+01
phase_randomized_surrogate,28,percentile_95,5.882592732967e+00,289,7.685185185185e-01,2.600000000000e+01,2.476932118719e+00,2.689627322026e-01,2.424745151293e-01,2.227864304835e-03,-1.502824537938e-15,3.302139073206e+01,3.987045578395e+00,9.647227675028e+01,4.061454868663e+01,3.904296089302e+01
phase_randomized_surrogate,29,percentile_95,6.078272170064e+00,289,7.314814814815e-01,3.000000000000e+01,2.416423239208e+00,2.494144455983e-01,2.198714875410e-01,-5.038706194399e-04,-1.930817678021e-15,3.295904548551e+01,3.636217357674e+00,9.991849470584e+01,4.111853822216e+01,3.919475317857e+01
phase_randomized_surrogate,30,percentile_95,6.282902012362e+00,289,7.500000000000e-01,2.800000000000e+01,2.412345679012e+00,2.619533864082e-01,1.955454116224e-01,1.013794654638e-03,-1.120562016103e-15,3.746324080203e+01,3.483207278577e+00,9.902988894110e+01,4.020352495617e+01,3.977213458558e+01
phase_randomized_surrogate,31,percentile_95,6.334814931441e+00,289,7.685185185185e-01,2.600000000000e+01,2.442844548927e+00,2.714953271028e-01,2.145686500296e-01,-2.022492017609e-04,-8.136768684237e-16,3.627641769003e+01,3.567946651031e+00,9.847127945303e+01,4.050823226034e+01,4.002902117388e+01
phase_randomized_surrogate,32,percentile_95,6.665609124093e+00,289,7.592592592593e-01,2.700000000000e+01,2.422161999398e+00,2.671916464751e-01,2.002157993976e-01,-7.664005202498e-05,-6.020726617401e-16,4.093488758726e+01,3.418989008874e+00,1.012991156977e+02,3.949959308786e+01,3.987829197312e+01
phase_randomized_surrogate,33,percentile_95,6.486360499042e+00,289,7.685185185185e-01,2.600000000000e+01,2.431971789597e+00,2.722597207800e-01,1.905465437367e-01,-2.218058523187e-04,-2.028818857957e-15,3.938015733485e+01,3.617941382339e+00,9.939085931287e+01,4.042329337238e+01,4.045989702588e+01
phase_randomized_surrogate,34,percentile_95,6.510202809540e+00,289,7.592592592593e-01,2.700000000000e+01,2.413730803975e+00,2.674772124149e-01,2.167209055709e-01,1.546843354430e-04,-2.853502664278e-15,4.078001386991e+01,3.769530655912e+00,1.014058615171e+02,4.044303507911e+01,4.053569089140e+01
phase_randomized_surrogate,35,percentile_95,6.729307731192e+00,289,7.685185185185e-01,2.600000000000e+01,2.427857772554e+00,2.726808584285e-01,2.082798709886e-01,6.677650010388e-04,-2.351052919571e-15,4.294021408816e+01,3.605318694700e+00,1.047057597625e+02,4.087017651702e+01,4.063680423136e+01
phase_randomized_surrogate,36,percentile_95,6.640744010823e+00,289,7.870370370370e-01,2.400000000000e+01,2.449859943978e+00,2.832006461290e-01,2.088514457783e-01,2.005049997741e-04,-1.441565924204e-15,4.406093704444e+01,3.440757122741e+00,1.057898190693e+02,3.994855851105e+01,4.104716773162e+01
phase_randomized_surrogate,37,percentile_95,6.822526593739e+00,289,7.777777777778e-01,2.500000000000e+01,2.411933448078e+00,2.800565362871e-01,1.853903235549e-01,1.360015114706e-03,-2.067339459940e-15,4.085797726804e+01,3.527237978430e+00,1.082180675620e+02,3.905501896943e+01,4.133014755293e+01
phase_randomized_surrogate,5,percentile_97,3.191871811451e+00,174,6.111111111111e-01,4.300000000000e+01,2.656410256410e+00,1.621379946925e-01,2.806236156726e-01,-1.032387241063e-04,-1.682462513965e-15,8.526528896716e+00,2.011388913791e+00,6.648449668953e+01,2.794240414043e+01,3.278248368163e+01
phase_randomized_surrogate,6,percentile_97,3.142461741877e+00,174,5.555555555556e-01,4.900000000000e+01,2.737288135593e+00,1.329208491981e-01,2.635770658109e-01,2.695105679489e-03,-1.327093492391e-15,9.165943424746e+00,3.303000997453e+00,7.346735166805e+01,3.092908162077e+01,3.385947575984e+01
phase_randomized_surrogate,7,percentile_97,3.293777325102e+00,174,5.555555555556e-01,4.900000000000e+01,2.623728813559e+00,1.361861082266e-01,2.344184920307e-01,-7.757749556301e-05,-1.841586917519e-15,1.314594842152e+01,4.202654799269e+00,7.788377915570e+01,3.049859420843e+01,3.536974723894e+01
phase_randomized_surrogate,8,percentile_97,3.359134047433e+00,174,5.555555555556e-01,4.900000000000e+01,2.611299435028e+00,1.366216683974e-01,2.222560164167e-01,-3.981348696460e-04,-1.555944765094e-15,1.383950421067e+01,3.925436785417e+00,8.024767947812e+01,3.206070480491e+01,3.695155235571e+01
phase_randomized_surrogate,9,percentile_97,3.559444225840e+00,174,5.833333333333e-01,4.600000000000e+01,2.653353814644e+00,1.476577823930e-01,2.191657969844e-01,6.028418404283e-04,-1.538132678634e-15,1.532649609016e+01,3.902658487888e+00,7.534983383126e+01,3.349878265402e+01,3.554238208436e+01
phase_randomized_surrogate,10,percentile_97,3.986527878531e+00,174,5.925925925926e-01,4.500000000000e+01,2.690476190476e+00,1.516845505942e-01,2.430200304137e-01,3.086237637283e-04,-1.574513543001e-15,1.572862945269e+01,4.154991863068e+00,7.488947657458e+01,3.238196666974e+01,3.732820232390e+01
phase_randomized_surrogate,11,percentile_97,3.919227051304e+00,174,6.296296296296e-01,4.100000000000e+01,2.820456540825e+00,1.642090688820e-01,2.252590296127e-01,7.033965978396e-04,-9.524868081929e-16,1.747823089989e+01,3.719961448663e+00,7.401026540530e+01,3.419943559107e+01,3.788565304595e+01
phase_randomized_surrogate,12,percentile_97,4.442062984529e+00,174,5.925925925926e-01,4.500000000000e+01,2.753968253968e+00,1.485087112034e-01,2.092981306174e-01,3.188157823480e-04,-1.588187009229e-15,1.748893248161e+01,3.510394457881e+00,6.584521750508e+01,3.235645577826e+01,3.855838916148e+01
phase_randomized_surrogate,13,percentile_97,4.630925840934e+00,174,5.833333333333e-01,4.600000000000e+01,2.803891449053e+00,1.427223952925e-01,1.999120705799e-01,2.032882471752e-04,-1.957119512345e-15,2.061281433813e+01,3.602050329013e+00,6.896842831286e+01,3.297574523700e+01,3.884736711824e+01
phase_randomized_surrogate,14,percentile_97,5.151187116162e+00,174,6.296296296296e-01,4.100000000000e+01,2.761194029851e+00,1.654840198454e-01,2.354752058291e-01,8.568669051216e-04,-7.930225262516e-16,1.949010661106e+01,3.752432632588e+00,8.514521118526e+01,3.349531955924e+01,4.014215630318e+01
phase_randomized_surrogate,15,percentile_97,5.349150025347e+00,174,5.740740740741e-01,4.700000000000e+01,2.635113696457e+00,1.438011999538e-01,2.358643928088e-01,1.951986491749e-04,-2.418243075425e-15,1.960724437534e+01,4.786134036817e+00,1.033050415209e+02,3.387678611224e+01,4.073407441409e+01
phase_randomized_surrogate,16,percentile_97,5.625955376369e+00,174,5.555555555556e-01,4.900000000000e+01,2.578531073446e+00,1.376456674743e-01,1.977943068952e-01,1.855337779864e-03,-1.034859474231e-15,1.961292280992e+01,4.813259616510e+00,1.088154546650e+02,3.357803581362e+01,4.085627992321e+01
