src,dst,weight
Am,At,8.409221964932e+00
Am,Ce,1.351399914577e+00
Am,Cf,1.552964775700e+00
Am,Co,1.420092180081e+00
Am,Dy,1.431950320845e+00
Am,Er,1.476650018044e+00
Am,Es,2.644808411218e+00
Am,Eu,1.380087936802e+00
Am,Gd,1.406907510161e+00
Am,Ho,1.386365270519e+00
Am,Ir,1.690375478238e+00
Am,La,1.386290904716e+00
Am,Lu,1.558091737914e+00
Am,Mn,1.421011157196e+00
Am,Mo,1.418237888821e+00
Am,Nb,1.357222306674e+00
Am,Nd,1.366088202180e+00
Am,Ni,1.392469982164e+00
Am,Os,1.641010760279e+00
Am,Pd,1.480527137063e+00
Am,Pm,2.082470666148e+00
Am,Po,1.471983957492e+00
Am,Pr,1.442641264247e+00
Am,Re,1.490388813953e+00
Am,Rh,1.530342641776e+00
Am,Ru,1.406984272590e+00
Am,Sm,1.592799035296e+00
Am,Ta,1.476893507929e+00
Am,Tb,1.466655622257e+00
Am,Tc,1.363958779827e+00
Am,Tm,1.514340352227e+00
Am,Yb,1.767897745894e+00
Am,Zr,1.394833713097e+00
As,At,3.546584230995e+00
At,Au,4.622959822758e+00
At,Ce,5.375325785800e+00
At,Cf,6.294165829846e+00
At,Co,5.064041955402e+00
At,Dy,5.076188174423e+00
At,Er,4.910213222457e+00
At,Es,1.299298157845e+01
At,Eu,4.927964428762e+00
At,F,3.546262873375e+00
At,Fr,4.051938188196e+00
At,Gd,4.793250416688e+00
At,Ho,5.073904735312e+00
At,Ir,6.518517714916e+00
At,La,5.050203291905e+00
At,Lu,5.093637006868e+00
At,Mn,5.150258410597e+00
At,Mo,5.240954211217e+00
At,Nb,4.747599552702e+00
At,Nd,5.671578617437e+00
At,Ni,5.021363808070e+00
At,Os,5.913631965915e+00
At,Pd,5.098580989803e+00
At,Pm,8.720070986116e+00
At,Po,5.565079639012e+00
At,Pr,6.049859502807e+00
At,Pt,2.742399794590e+00
At,Re,5.261981148927e+00
At,Rh,5.334845524569e+00
At,Rn,4.143708313439e+00
At,Ru,4.823426327597e+00
At,Sb,1.666539590859e+00
At,Sm,5.542850107728e+00
At,Ta,5.021258577496e+00
At,Tb,5.174686932153e+00
At,Tc,4.804566826147e+00
At,Tm,5.489173532237e+00
At,Yb,6.342553305053e+00
At,Zr,4.658660495925e+00
Au,Es,1.469522241160e+00
Bh,Db,4.772329036419e+00
Bh,Fm,4.772329036419e+00
Bh,H,1.465216914379e+00
Bh,Hf,4.772329036419e+00
Bh,Hs,4.772329036419e+00
Bh,Lr,4.772329036419e+00
Bh,Md,4.772329036419e+00
