src,dst,weight
Ac,Ar,7.363582696577e+00
Ac,Be,5.588665089617e+00
Ac,Cl,5.945209132328e+00
Ac,F,7.871573140888e+00
Ac,He,1.739732432955e+01
Ac,Kr,7.144809552957e+00
Ac,N,6.992445798240e+00
Ac,Na,8.385587072286e+00
Ac,Ne,1.040400460669e+01
Ac,O,9.350087362836e+00
Am,Ar,5.986176083248e+00
Am,At,7.876676488067e+00
Am,He,1.376313135882e+01
Am,Na,6.044943866048e+00
Am,Ne,7.370406833994e+00
Ar,Bi,1.026127538507e+01
Ar,Bk,6.309991628749e+00
Ar,Cf,5.853858093983e+00
Ar,Cm,6.481568093768e+00
Ar,Co,1.085836582834e+01
Ar,Ho,5.742086479573e+00
Ar,Lr,5.767698159852e+00
Ar,Mo,2.830510978876e+01
Ar,Nb,1.083375823819e+01
Ar,Np,6.102857348249e+00
Ar,Pa,6.475273847998e+00
Ar,Pd,1.088210059446e+01
Ar,Pu,6.372057606632e+00
Ar,U,6.329180762771e+00
At,Ce,7.953432036018e+00
At,Cf,6.475200058761e+00
At,Dy,6.892113254262e+00
At,Er,6.363059695032e+00
At,Es,1.341592090601e+01
At,Eu,6.460826570721e+00
At,Gd,5.686683030020e+00
At,He,8.649452635574e+00
At,Ir,5.659876295782e+00
At,Mn,7.192747377985e+00
At,Nd,7.103693916345e+00
At,Pm,7.337784436849e+00
At,Sm,5.624965833808e+00
At,Tb,5.632167872763e+00
At,Tm,6.580254534866e+00
At,Yb,6.189472764824e+00
B,Ce,5.958011702121e+00
Ba,Bi,1.818243683499e+01
Ba,Br,5.711602837895e+00
Ba,F,1.043499729488e+01
Ba,Mo,7.450301481939e+00
Be,Bk,5.798075060772e+00
Be,Cm,5.907432485785e+00
Be,Co,7.950942330677e+00
Be,Nb,7.975832219987e+00
Be,Pa,5.791602506652e+00
Be,Pd,7.962243014442e+00
Be,Pr,5.616208273343e+00
Be,Pu,5.759650895384e+00
Be,U,5.842945757659e+00
Bh,Db,1.606962181708e+01
Bh,Fm,1.599601996208e+01
Bh,He,1.179799178755e+01
Bh,Hf,1.639262494419e+01
