src,dst,weight
Am,At,8.523125783963e+00
Am,Ce,1.465303732276e+00
Am,Cf,1.666868594576e+00
Am,Co,1.533995997839e+00
Am,Dy,1.545854138409e+00
Am,Er,1.590553835596e+00
Am,Es,2.758712230191e+00
Am,Eu,1.493991753594e+00
Am,Gd,1.520811326819e+00
Am,Ho,1.500269087748e+00
Am,Ir,1.804279294695e+00
Am,La,1.500194721887e+00
Am,Lu,1.671995556103e+00
Am,Mn,1.534914974336e+00
Am,Nb,1.471126122444e+00
Am,Nd,1.479992020465e+00
Am,Ni,1.506373799645e+00
Am,Os,1.754914575888e+00
Am,Pd,1.594430955618e+00
Am,Pm,2.196374483718e+00
Am,Po,1.585887776297e+00
Am,Pr,1.556545082120e+00
Am,Re,1.604292630218e+00
Am,Rh,1.644246457829e+00
Am,Ru,1.520888088154e+00
Am,Sm,1.706702853298e+00
Am,Ta,1.590797323589e+00
Am,Tb,1.580559439706e+00
Am,Tc,1.477862595011e+00
Am,Yb,1.881801564301e+00
Am,Zr,1.508737529188e+00
Ar,Ba,1.592696275094e+00
Ar,Bi,8.754259054040e+00
Ar,F,4.544140138932e+00
Ar,Mo,2.630381240019e+01
As,At,3.660488049865e+00
At,Au,4.736863640734e+00
At,Ce,5.489229603660e+00
At,Cf,6.408069648883e+00
At,Co,5.177945773320e+00
At,Dy,5.190091992148e+00
At,Er,5.024117040169e+00
At,Es,1.310688539759e+01
At,Eu,5.041868245715e+00
At,F,2.141438684406e+00
At,Fr,3.545580811359e+00
At,Gd,4.907154233506e+00
At,Ho,5.187808552703e+00
At,Ir,6.632421531535e+00
At,La,5.164107109238e+00
At,Lu,5.207540825217e+00
At,Mn,5.264162227898e+00
At,Nb,4.861503368632e+00
At,Nd,5.785482435882e+00
At,Ni,5.135267625711e+00
At,Os,6.027535781685e+00
At,Pd,5.212484808519e+00
At,Pm,8.833974803848e+00
At,Po,5.678983457979e+00
At,Pr,6.163763320841e+00
At,Pt,2.854841431635e+00
At,Re,5.375884965352e+00
At,Rh,5.448749340783e+00
At,Rn,4.257612132213e+00
At,Ru,4.937330143321e+00
At,Sb,1.989592249594e+00
At,Sm,5.656753925890e+00
At,Ta,5.135162393317e+00
At,Tb,5.288590749763e+00
At,Tc,4.918470641492e+00
At,Tm,5.050759921580e+00
At,Yb,6.456457123620e+00
At,Zr,4.772564312177e+00
Au,Es,1.583426059078e+00
Ba,Bi,1.783229501382e+01
Ba,Br,3.858742716613e+00
Ba,F,6.399911801817e+00
Ba,In,1.522559796292e+00
Ba,Mo,8.103831285219e+00
Ba,Tm,2.604733850344e+00
Ba,Y,2.481176466687e+00
Bh,Db,4.886372480780e+00
Bh,Fm,4.886372480780e+00
Bh,H,1.579226827748e+00
Bh,Hf,4.886372480780e+00
Bh,Hs,4.886372480780e+00
Bh,Lr,4.886372480780e+00
Bh,Md,4.886372480780e+00
Bh,No,4.886372480780e+00
Bh,Rb,2.087420892427e+00
Bh,Rf,4.886372480780e+00
Bh,Sg,4.886372480780e+00
Bh,W,4.886372480780e+00
Bi,Br,1.290482479095e+01
Bi,F,4.116701600983e+01
Bi,Ge,1.823365237500e+00
Bi,In,3.988117251050e+00
Bi,Mo,6.749991569719e+01
Bi,Tm,1.266285655655e+01
Bi,Y,2.807649639109e+01
Br,F,3.101256877225e+00
Br,Mo,2.807086326069e+00
C,Cr,2.554666292270e+00
C,Fe,5.286314529485e+00
C,He,1.817333796747e+00
C,Th,6.986184934638e+00
C,Ti,2.372617579652e+00
C,V,2.745315315720e+00
C,Xe,1.600574060598e+00
Ce,Es,1.831186005569e+00
Cf,Es,2.145267419610e+00
Cf,Pm,1.648858556170e+00
Co,Es,1.702048597298e+00
Co,Pm,1.494480124007e+00
Cr,Fe,1.241950655856e+01
Cr,He,2.932182816752e+00
Cr,I,1.701388200310e+00
Cr,Ne,1.834530509705e+00
Cr,S,1.742494693120e+00
Cr,Sc,2.447070788534e+00
Cr,Th,1.689067677488e+01
Cr,Ti,4.912273429461e+00
Cr,V,4.560589173487e+00
Cu,Fe,1.669857497972e+00
Cu,Th,2.047989365090e+00
Db,Fm,4.886372480780e+00
Db,H,1.579226827748e+00
Db,Hf,4.886372480780e+00
Db,Hs,4.886372480780e+00
Db,Lr,4.886372480780e+00
Db,Md,4.886372480780e+00
Db,No,4.886372480780e+00
Db,Rb,2.087420892427e+00
Db,Rf,4.886372480780e+00
Db,Sg,4.886372480780e+00
Db,W,4.886372480780e+00
Dy,Es,1.697126995380e+00
Dy,Pm,1.506136560559e+00
Er,Es,1.624703155004e+00
Er,Pm,1.536567336345e+00
Es,Eu,1.633337566359e+00
Es,Gd,1.573186091448e+00
Es,Ho,1.698107318766e+00
Es,Ir,2.112630952789e+00
Es,La,1.687747206602e+00
Es,Lu,1.688910405135e+00
Es,Mn,1.713423471674e+00
Es,Nb,1.542167905623e+00
Es,Nd,1.952588468842e+00
Es,Ni,1.685408230564e+00
Es,Os,1.880929564721e+00
Es,Pd,1.723300376193e+00
Es,Pm,2.835918774434e+00
Es,Po,1.901882489109e+00
Es,Pr,2.055348778837e+00
Es,Re,1.707316919382e+00
Es,Rh,1.716078086023e+00
Es,Rn,1.510768933911e+00
Es,Ru,1.549540774323e+00
Es,Sm,1.835722183734e+00
Es,Ta,1.605021849452e+00
Es,Tb,1.719607371371e+00
Es,Tc,1.542423933755e+00
Es,Yb,2.089624315403e+00
Es,Zr,1.510023886229e+00
Eu,Pm,1.461872240729e+00
F,Mo,5.268452261131e+01
F,Tm,7.473465524148e+00
F,Y,1.316013530805e+01
Fe,He,5.961979364605e+00
Fe,I,3.299949075206e+00
Fe,Na,1.482546102984e+00
Fe,Ne,3.697338112805e+00
Fe,S,3.309144895320e+00
Fe,Sc,5.587652599852e+00
Fe,Th,4.143673676523e+01
Fe,Ti,1.160574630561e+01
Fe,V,1.079759734516e+01
Fe,Xe,2.374403405746e+00
Fm,H,1.579226827748e+00
Fm,Hf,4.886372480780e+00
Fm,Hs,4.886372480780e+00
Fm,Lr,4.886372480780e+00
Fm,Md,4.886372480780e+00
Fm,No,4.886372480780e+00
Fm,Rb,2.087420892427e+00
Fm,Rf,4.886372480780e+00
Fm,Sg,4.886372480780e+00
Fm,W,4.886372480780e+00
Fr,V,1.487141846711e+00
Gd,Pm,1.479512428117e+00
H,Hf,1.579226827748e+00
H,Hs,1.579226827748e+00
H,Lr,1.579226827748e+00
H,Md,1.579226827748e+00
H,No,1.579226827748e+00
H,Rf,1.579226827748e+00
H,Sg,1.579226827748e+00
H,W,1.579226827748e+00
He,S,1.579780700241e+00
He,Sc,1.553724731750e+00
He,Th,7.897478690271e+00
He,Ti,2.758434800537e+00
He,V,2.512796157819e+00
Hf,Hs,4.886372480780e+00
Hf,Lr,4.886372480780e+00
Hf,Md,4.886372480780e+00
Hf,No,4.886372480780e+00
Hf,Rb,2.087420892427e+00
Hf,Rf,4.886372480780e+00
Hf,Sg,4.886372480780e+00
Hf,W,4.886372480780e+00
Ho,Pm,1.470274451073e+00
Hs,Lr,4.886372480780e+00
Hs,Md,4.886372480780e+00
Hs,No,4.886372480780e+00
Hs,Rb,2.087420892427e+00
Hs,Rf,4.886372480780e+00
Hs,Sg,4.886372480780e+00
Hs,W,4.886372480780e+00
I,Th,4.216413891907e+00
I,Ti,1.782404743279e+00
I,V,1.585255578506e+00
Ir,Os,1.519318882853e+00
Ir,Pm,1.788604754169e+00
Ir,Yb,1.572744463212e+00
K,Y,1.555928616734e+02
Kr,Th,1.556442315889e+00
La,Pm,1.469610493959e+00
