src,dst,weight
Ac,Ca,2.614066422852e+00
Ac,Ce,3.781676022833e+00
Ac,Dy,2.830401938360e+00
Ac,Er,2.630280625389e+00
Ac,Eu,1.925509896380e+00
Ac,Gd,2.474663907158e+00
Ac,Ge,2.226359384565e+00
Ac,Nd,2.805803494302e+00
Ac,O,2.022402961183e+00
Ac,Si,1.924967215956e+00
Ac,Sm,1.967272081683e+00
Ac,Tb,2.389565542455e+00
Ag,Ca,2.250139247376e+00
Ag,He,4.018303245987e+00
Ag,Kr,2.286443430429e+00
Ag,Ne,2.246500611783e+00
Am,Ar,3.096029144972e+00
Am,At,8.838837931099e+00
Am,Ca,2.516297128501e+00
Am,Ce,4.262189849344e+00
Am,Dy,3.355536272094e+00
Am,Er,3.174356836901e+00
Am,Es,2.635852669208e+00
Am,Eu,2.767947987995e+00
Am,Gd,2.662511745970e+00
Am,He,6.154930063491e+00
Am,Kr,2.486672829743e+00
Am,Mn,2.931758426934e+00
Am,Nd,3.138438829261e+00
Am,Ne,3.539172959981e+00
Am,Sm,2.162515831086e+00
Am,Tb,2.602603231961e+00
Am,Tm,2.529230042850e+00
Ar,Bh,3.308728473501e+00
Ar,Bi,8.914178026786e+00
Ar,Bk,3.758468831495e+00
Ar,Cf,3.429344648045e+00
Ar,Cm,3.619283157309e+00
Ar,Db,2.683832508243e+00
Ar,Es,3.098863111829e+00
Ar,F,2.799488951737e+00
Ar,Fm,2.451728292579e+00
Ar,H,6.344739352495e+00
Ar,He,1.002389883192e+01
Ar,Hs,3.219457621321e+00
Ar,Kr,4.316918453017e+00
Ar,Md,2.514217889103e+00
Ar,Mo,2.497312403140e+01
Ar,Ne,9.657179301201e+00
Ar,No,2.544927062254e+00
Ar,Np,3.653753830486e+00
Ar,Pa,3.457323000379e+00
Ar,Pu,3.560429492423e+00
Ar,Rf,2.110713637253e+00
Ar,Rn,3.419385923892e+00
Ar,Sg,3.397999325681e+00
Ar,U,3.771923655218e+00
Ar,Xe,3.339173749637e+00
As,At,2.880568436344e+00
As,Ce,3.076505537665e+00
As,Dy,2.378097983432e+00
As,Er,2.223479926951e+00
As,Gd,2.076389930776e+00
As,Nd,2.404375917663e+00
As,Tb,2.049931293284e+00
At,Au,3.724468963329e+00
At,Ce,8.730474167347e+00
At,Cf,7.391672524958e+00
At,Co,3.513987927378e+00
At,Dy,7.354521509515e+00
At,Er,6.837153029545e+00
At,Es,1.431956207992e+01
At,Eu,6.757166574541e+00
At,F,2.267386332105e+00
At,Fr,3.149115405742e+00
At,Gd,6.339859279304e+00
At,Ho,4.932147030530e+00
At,Ir,6.229144999106e+00
At,La,5.241660955208e+00
At,Lu,4.927233904557e+00
At,Mn,6.840870730150e+00
At,Mo,1.893717399264e+00
At,Nb,3.285397665265e+00
At,Nd,7.929529629874e+00
At,Ni,4.964410480725e+00
At,Os,5.777005910871e+00
At,Pd,3.548526962577e+00
At,Pm,8.486870158731e+00
At,Po,5.604433003023e+00
At,Pr,6.740983796325e+00
At,Pt,2.227330133358e+00
At,Re,5.459804081624e+00
At,Rh,4.596763253055e+00
At,Rn,4.960409186263e+00
At,Ru,4.906315239731e+00
At,Sm,6.545086004903e+00
At,Ta,5.007977475928e+00
At,Tb,6.563973493981e+00
At,Tc,4.815869893196e+00
At,Tm,6.771201754080e+00
At,Yb,6.660664902238e+00
At,Zr,4.439575197645e+00
Au,Ca,2.368246349054e+00
Au,Ce,3.976678104154e+00
Au,Dy,3.129253912855e+00
Au,Er,2.964242157172e+00
Au,Eu,2.316248917445e+00
Au,Gd,2.762664494437e+00
Au,Mn,2.271354316168e+00
Au,Nd,3.043150761627e+00
Au,Pr,1.908766505896e+00
Au,Sm,2.329902051779e+00
Au,Tb,2.694522848560e+00
Au,Tm,2.157496153674e+00
B,C,1.887762485212e+00
B,Ca,2.240933248269e+00
B,Ce,1.946715794079e+00
B,Cr,1.956683462930e+00
B,Fe,2.135436363802e+00
B,Ge,2.161624009236e+00
B,O,2.090999777144e+00
B,S,2.003881280388e+00
B,Si,1.899675189277e+00
B,Ti,1.986762812604e+00
Ba,Bi,1.838693116699e+01
Ba,Br,4.260591868569e+00
Ba,F,6.795240651567e+00
Ba,In,2.155684007996e+00
Ba,Mo,8.176537078292e+00
Ba,Tm,2.437774011883e+00
Ba,Y,3.025073325279e+00
Bh,Db,1.728651942458e+01
Bh,Fm,1.715396830927e+01
Bh,H,2.558844806336e+00
Bh,He,9.455992859259e+00
Bh,Hf,1.625895925241e+01
Bh,Hs,1.759240661375e+01
Bh,Kr,3.903082668017e+00
Bh,Lr,1.652205635764e+01
Bh,Md,1.718965514801e+01
Bh,Ne,5.306801697278e+00
Bh,No,1.720719268019e+01
Bh,Rf,1.695922013217e+01
Bh,Sg,1.769436901014e+01
Bh,W,1.710463624000e+01
Bh,Xe,2.806530548227e+00
Bi,Br,1.318736639188e+01
Bi,F,4.162647422257e+01
Bi,Ge,3.449239469436e+00
Bi,In,3.720302524034e+00
Bi,Mo,6.829712129308e+01
Bi,Tm,1.418999217321e+01
Bi,Y,2.813112060512e+01
Bk,Ca,2.886028000289e+00
Bk,Ce,2.717701725032e+00
Bk,H,2.042175336015e+00
Bk,He,8.225637295743e+00
Bk,Kr,3.941853399085e+00
Bk,Ne,4.988301758437e+00
Bk,Xe,3.079005661534e+00
Br,F,3.676919182065e+00
Br,Mo,3.191754014595e+00
C,Cr,1.948679011453e+00
C,Fe,4.330087025316e+00
C,I,1.919691369182e+00
C,Th,6.142583340335e+00
C,Ti,2.236271743688e+00
C,V,2.635227080031e+00
Ca,Cd,1.938510308357e+00
Ca,Cf,2.535133349409e+00
Ca,Cm,2.992039211042e+00
Ca,Co,3.001206812384e+00
Ca,Es,1.991146226346e+00
Ca,In,2.162809149600e+00
Ca,Nb,3.001334266343e+00
Ca,Np,2.773128283466e+00
Ca,Pa,2.776441874696e+00
Ca,Pb,2.148632593946e+00
Ca,Pd,3.043897368622e+00
Ca,Po,2.620837883124e+00
Ca,Pu,2.864859775988e+00
Ca,Ra,2.366955439921e+00
Ca,Sb,1.911145165963e+00
Ca,Te,2.223008466208e+00
Ca,Tl,2.554578076844e+00
Ca,U,2.876740315760e+00
Cd,He,3.562508142930e+00
Cd,Kr,1.960002275253e+00
Cd,Ne,2.033694129781e+00
Ce,Cf,3.873468374624e+00
Ce,Cm,2.874072673747e+00
Ce,Co,5.024074100133e+00
Ce,Es,4.569756269298e+00
Ce,Fr,2.499619947006e+00
Ce,Ho,2.103663540836e+00
Ce,In,2.512412374854e+00
Ce,Ir,2.452190614609e+00
Ce,Lu,2.671159432993e+00
Ce,Nb,4.977740961406e+00
Ce,Np,3.155121019202e+00
Ce,Os,1.993730673635e+00
Ce,Pa,2.950398819723e+00
Ce,Pb,1.988486031392e+00
Ce,Pd,5.062696890144e+00
Ce,Pm,2.774712920800e+00
Ce,Po,4.523852041449e+00
Ce,Pt,2.187083286925e+00
Ce,Pu,3.027120564419e+00
Ce,Ra,2.502711301081e+00
Ce,Rh,3.423787325069e+00
Ce,Rn,2.131055794359e+00
Ce,Sb,2.733164406838e+00
Ce,Te,2.391031464333e+00
Ce,Tl,3.553917678549e+00
Ce,U,2.587974629391e+00
Ce,Yb,1.891767255535e+00
Ce,Zr,1.880873880670e+00
Cf,Dy,2.923556264488e+00
Cf,Er,2.712146365048e+00
Cf,Es,2.177200991044e+00
Cf,Eu,2.374623005912e+00
Cf,Gd,2.201850432365e+00
Cf,He,6.961534686558e+00
Cf,Kr,2.967144710749e+00
Cf,Mn,2.536102217959e+00
Cf,Nd,2.767865877078e+00
Cf,Ne,4.124184524723e+00
Cf,Tb,2.139937962567e+00
Cf,Tm,2.058197443075e+00
Cf,Xe,1.891831357057e+00
Cm,Dy,1.984521832706e+00
Cm,He,7.866447992791e+00
Cm,Kr,3.753302395974e+00
Cm,Ne,4.754747577723e+00
Cm,Xe,2.926438559462e+00
Co,Dy,3.912551283935e+00
Co,Er,3.696619690702e+00
Co,Eu,2.813382816750e+00
Co,Gd,3.482453132095e+00
Co,Ge,2.457765882686e+00
Co,La,2.009291762671e+00
Co,Mn,2.721812253630e+00
