src,dst,weight
Ac,He,1.801164032128e+01
Ar,Mo,2.858380345732e+01
Ba,Bi,1.829171527385e+01
Bh,Db,2.090238583986e+01
Bh,Fm,2.082402274228e+01
Bh,Hs,2.108322375734e+01
Bh,Lr,2.045044174443e+01
Bh,Md,2.084512049932e+01
Bh,No,2.085548853992e+01
Bh,Rf,2.070888926816e+01
Bh,Sg,2.114350306316e+01
Bh,W,1.654676051699e+01
Bi,F,4.260320643120e+01
Bi,Mo,6.833549133759e+01
Bi,Y,2.782788430580e+01
Co,He,2.575387917591e+01
Co,Ne,1.683467142978e+01
Db,Fm,2.052447510239e+01
Db,Hs,2.086302013804e+01
Db,Lr,2.003653722833e+01
Db,Md,2.055203109366e+01
Db,No,2.056557289509e+01
Db,Rf,2.037409812144e+01
Db,Sg,2.094175154168e+01
Db,W,1.641511483285e+01
F,Mo,5.700088750761e+01
F,Y,2.035844749771e+01
Fe,Th,3.599241928963e+01
Fm,Hs,2.078123022230e+01
Fm,Lr,1.988280126521e+01
Fm,Md,2.044316931442e+01
Fm,No,2.045788994129e+01
Fm,Rf,2.024974712408e+01
Fm,Sg,2.086681526227e+01
He,Nb,2.594517348303e+01
He,Pd,2.567410160944e+01
Hs,Lr,2.039131252784e+01
Hs,Md,2.080325058423e+01
Hs,No,2.081407201923e+01
Hs,Rf,2.066106196148e+01
Hs,Sg,2.111468141724e+01
Hs,W,1.652795399069e+01
K,Y,1.553737241985e+02
Lr,Md,1.992419171682e+01
Lr,No,1.994453216733e+01
Lr,Rf,1.965692765786e+01
Lr,Sg,2.050957096101e+01
Md,No,2.048688150577e+01
Md,Rf,2.028322623876e+01
Md,Sg,2.088699041442e+01
Mo,Y,2.096347323500e+01
Nb,Ne,1.696804482498e+01
Ne,Pd,1.679759184523e+01
No,Rf,2.029967883225e+01
No,Sg,2.089690506062e+01
No,W,1.638585187791e+01
Rf,Sg,2.075671657483e+01
Sg,W,1.656556704330e+01
