src,dst,weight
Ac,At,1.946647089032e+00
Am,At,9.151792980793e+00
Am,Ce,1.522349360831e+00
Am,Cf,1.760200879818e+00
Am,Co,1.582717040448e+00
Am,Dy,1.599618191055e+00
Am,Er,1.639274878205e+00
Am,Es,2.860155650457e+00
Am,Eu,1.552654730276e+00
Am,Gd,1.571095566609e+00
Am,Ho,1.553103223650e+00
Am,Ir,1.855885641554e+00
Am,La,1.550908706607e+00
Am,Lu,1.733798090912e+00
Am,Mn,1.583636016945e+00
Am,Nb,1.523265315274e+00
Am,Nd,1.538542658908e+00
Am,Ni,1.557481451942e+00
Am,Os,1.805807701472e+00
Am,Pd,1.643151998227e+00
Am,Pm,2.252693074199e+00
Am,Po,1.681631480060e+00
Am,Pr,1.611639159391e+00
Am,Re,1.653013672827e+00
Am,Rh,1.696709088530e+00
Am,Ru,1.572825098346e+00
Am,Sm,1.762583724971e+00
Am,Ta,1.641723484655e+00
Am,Tb,1.629280482315e+00
Am,Tc,1.530449945315e+00
Am,Yb,1.936380648872e+00
Am,Zr,1.558722071044e+00
Ar,Ba,1.632178967524e+00
Ar,Bi,8.793741746470e+00
Ar,F,4.592380192080e+00
Ar,Mo,2.634444418396e+01
As,At,4.096799875002e+00
At,Au,5.200367062917e+00
At,Ce,6.000090639835e+00
At,Cf,7.243888784459e+00
At,Co,5.614257598456e+00
At,Dy,5.671565513247e+00
At,Er,5.460428865306e+00
At,Es,1.401534222597e+01
At,Eu,5.567213128607e+00
At,F,2.674525572320e+00
At,Fr,4.086461664061e+00
At,Gd,5.357464967094e+00
At,Ho,5.660954385185e+00
At,Ir,7.094572137943e+00
At,La,5.618266339995e+00
At,Lu,5.761001410558e+00
At,Mn,5.700474053034e+00
At,Mo,1.536073737161e+00
At,Nb,5.328425773547e+00
At,Nd,6.309821295522e+00
At,Ni,5.592952269926e+00
At,Np,1.630741857526e+00
At,Os,6.483299273621e+00
At,Pd,5.648796633656e+00
At,Pm,9.338324991897e+00
At,Po,6.536397583309e+00
At,Pr,6.657147618898e+00
At,Pt,3.296394018664e+00
At,Re,5.812196790489e+00
At,Rh,5.918568230666e+00
At,Rn,4.771440301166e+00
At,Ru,5.402441940929e+00
At,Sb,2.464375149070e+00
At,Sm,6.157184208258e+00
At,Ta,5.591221728095e+00
At,Tb,5.724902574899e+00
At,Tc,5.389406433534e+00
At,Tl,2.030690060078e+00
At,Tm,5.506378791458e+00
At,Yb,6.945229504674e+00
At,Zr,5.220191159179e+00
Au,Es,1.658218210932e+00
Ba,Bi,1.786610871864e+01
Ba,Br,3.899701358479e+00
Ba,F,6.441225471612e+00
Ba,In,1.556373501111e+00
Ba,Mo,8.138629093022e+00
Ba,Tm,2.640043830703e+00
Ba,Y,2.518335031232e+00
Bh,Db,8.906286860358e+00
Bh,Fm,8.906286860358e+00
Bh,Hf,8.906286860358e+00
Bh,Hs,8.906286860358e+00
Bh,Lr,8.906286860358e+00
