src,dst,weight
Am,At,8.775036523444e+00
Am,Ce,1.567638386738e+00
Am,Cf,1.778698370194e+00
Am,Co,1.634152359801e+00
Am,Dy,1.647330103654e+00
Am,Er,1.690710197557e+00
Am,Es,2.872664444655e+00
Am,Eu,1.596749619171e+00
Am,Gd,1.621376730229e+00
Am,Ho,1.601501721891e+00
Am,Ir,1.905190653560e+00
Am,La,1.600872576556e+00
Am,Lu,1.775574949136e+00
Am,Mn,1.635071336298e+00
Am,Nb,1.572176910992e+00
Am,Nd,1.582720490520e+00
Am,Ni,1.607154665218e+00
Am,Os,1.855639306305e+00
Am,Pd,1.694587317580e+00
Am,Pm,2.298518894294e+00
Am,Po,1.698348547247e+00
Am,Pr,1.658369074604e+00
Am,Re,1.704448992180e+00
Am,Rh,1.745381880291e+00
Am,Ru,1.621885971617e+00
Am,Sm,1.808732726093e+00
Am,Ta,1.691530698393e+00
Am,Tb,1.680715801668e+00
Am,Tc,1.580457958746e+00
Am,Yb,1.983490798764e+00
Am,Zr,1.609224510709e+00
Ar,Ba,1.697823458465e+00
Ar,Bi,8.859386237411e+00
Ar,F,4.647841804907e+00
Ar,Mo,2.640875253523e+01
Ar,Tm,1.526704448074e+00
As,At,3.552095859089e+00
At,Au,4.679404324916e+00
At,Ce,5.520476347576e+00
At,Cf,7.047998928641e+00
At,Co,5.069553582543e+00
At,Dy,5.166292663258e+00
At,Er,4.915724849393e+00
At,Es,1.388287312653e+01
At,Eu,5.100244839800e+00
At,F,2.214316911958e+00
At,Fr,3.633057998777e+00
At,Gd,4.824983549783e+00
At,Ho,5.148410540061e+00
At,Ir,6.572428241838e+00
At,La,5.089145087247e+00
At,Lu,5.318581246102e+00
At,Mn,5.155770037121e+00
At,Nb,4.810448186404e+00
At,Nd,5.841974636918e+00
At,Ni,5.066909093853e+00
At,Os,5.955578718686e+00
At,Pd,5.104092617742e+00
At,Pm,8.853026007616e+00
At,Po,6.359362546955e+00
At,Pr,6.162274197284e+00
At,Pt,2.756265768726e+00
At,Re,5.267492774576e+00
At,Rh,5.403119595922e+00
At,Rn,4.294416644675e+00
At,Ru,4.882883492934e+00
At,Sb,1.953260644870e+00
At,Sm,5.668462711867e+00
At,Ta,5.063759476749e+00
At,Tb,5.180198558986e+00
At,Tc,4.859817697892e+00
At,Tl,1.695274540222e+00
At,Tm,4.978531965438e+00
At,Yb,6.446329368369e+00
At,Zr,4.685366411416e+00
Au,Es,1.675514837300e+00
Ba,Bi,1.794047247396e+01
Ba,Br,3.963075745084e+00
Ba,F,6.504053802627e+00
Ba,In,1.630737256436e+00
Ba,Mo,8.211479235214e+00
Ba,Tm,2.712106218848e+00
Ba,Y,2.587554179039e+00
Bh,Db,1.289616692568e+01
Bh,Fm,1.289616692568e+01
Bh,Hf,1.289616692568e+01
Bh,Hs,1.289616692568e+01
Bh,Lr,1.289616692568e+01
Bh,Md,1.289616692568e+01
Bh,No,1.289616692568e+01
Bh,Rf,1.289616692568e+01
Bh,Sg,1.289616692568e+01
Bh,W,1.289616692568e+01
Bi,Br,1.300915781942e+01
Bi,F,4.127115801064e+01
Bi,Ge,1.931542697644e+00
Bi,In,4.096294711194e+00
Bi,Mo,6.760756364719e+01
Bi,Tm,1.277022892506e+01
Bi,Y,2.818287410344e+01
Br,F,3.204843899811e+00
Br,Mo,2.911321467868e+00
C,Cr,2.662489192870e+00
C,Fe,5.394161164702e+00
C,He,1.925021638224e+00
C,Th,7.094036862011e+00
C,Ti,2.480333975505e+00
C,V,2.853023677208e+00
C,Xe,1.708263475374e+00
Ce,Es,1.929543713987e+00
Ce,Pm,1.554664467200e+00
Cf,Es,2.286641223431e+00
Cf,Pm,1.747561236286e+00
Co,Es,1.790537907358e+00
Co,Pm,1.599820427152e+00
Cr,Fe,1.252759994889e+01
Cr,He,3.040116879591e+00
Cr,I,1.809075901730e+00
Cr,Ne,1.942261122387e+00
Cr,S,1.850315634371e+00
Cr,Sc,2.554999943245e+00
Cr,Th,1.699877547516e+01
Cr,Ti,5.020236142655e+00
Cr,V,4.668543825310e+00
Cr,Xe,1.556106831819e+00
Cu,Fe,1.777564951974e+00
Cu,Th,2.155701943291e+00
Db,Fm,1.289616692568e+01
Db,Hf,1.289616692568e+01
Db,Hs,1.289616692568e+01
Db,Lr,1.289616692568e+01
Db,Md,1.289616692568e+01
Db,No,1.289616692568e+01
Db,Rf,1.289616692568e+01
Db,Sg,1.289616692568e+01
Db,W,1.289616692568e+01
Dy,Es,1.791594552561e+00
Dy,Pm,1.610726523709e+00
Er,Es,1.713192465064e+00
Er,Os,1.507433080470e+00
Er,Pm,1.641907639490e+00
Er,Yb,1.563297938565e+00
Es,Eu,1.733612563600e+00
Es,Gd,1.663528496977e+00
Es,Ho,1.791472504138e+00
Es,Ir,2.204540652993e+00
Es,La,1.778599054185e+00
Es,Lu,1.792907198329e+00
Es,Mn,1.801912781734e+00
Es,Nb,1.634709269233e+00
Es,Nd,2.052730294477e+00
Es,Ni,1.776726752225e+00
Es,Os,1.971993775226e+00
Es,Pd,1.811789686253e+00
Es,Pm,2.933414613999e+00
Es,Po,2.046114914214e+00
Es,Pr,2.151393016578e+00
