repeat,k,inertia,silhouette,status,inertia_mean,silhouette_mean
1,2,13477.765377089805,0.8444941654685459,ok,13477.765377089805,0.8444941654685459
1,3,9716.24441619381,0.8322231521773752,ok,9716.24441619381,0.8322231521773752
1,4,7528.275101780141,0.7944489205838634,ok,7528.275101780141,0.7944489205838634
1,5,6158.592412423757,0.7556400107106357,ok,6158.592412423757,0.7556400107106357
1,6,4925.79044010835,0.7500167495555957,ok,4925.79044010835,0.7500167495555957
1,7,4029.3768028588183,0.7210766299785922,ok,4029.3768028588183,0.7210766299785922
1,8,3457.001159115138,0.45496816138958446,ok,3457.001159115138,0.45496816138958446
