A_symbol,B_symbol,y_exists,kernel_cosine,kernel_dot,kernel_rbf,kernel_laplacian,kernel_poly2
Ac,Ni,0,7.742840863175e-01,5.325706063007e+00,8.949180460969e-01,7.166258936031e-01,1.308594151740e+00
Ac,O,1,-5.761306484137e-01,-9.104112513362e+00,2.380840487994e-01,3.018063326900e-01,5.684299040666e-01
Ac,P,1,-2.585320858096e-01,-1.611989693184e+00,6.291640124015e-01,5.062584627515e-01,9.147635306613e-01
Ac,Pb,1,6.718310889270e-01,4.095105428806e+00,8.605014602757e-01,6.786783289539e-01,1.233606786125e+00
Ac,Pm,0,8.909905850260e-01,8.839373368058e+00,9.431737306689e-01,7.851522612449e-01,1.534878123284e+00
Ac,Po,1,7.749960669571e-01,6.109830663718e+00,8.971430506261e-01,7.193163568218e-01,1.357529218301e+00
Ac,Pr,0,8.168302029444e-01,8.329190596175e+00,9.039182883773e-01,7.277260303342e-01,1.500902498250e+00
Ac,Rb,0,7.150048589442e-01,5.196043242433e+00,8.756214986220e-01,6.945808909696e-01,1.300588798625e+00
Ac,Rh,0,9.174866745154e-01,8.120214836568e+00,9.575621503590e-01,8.120106614314e-01,1.487095534622e+00
Ac,Ru,0,8.426653321069e-01,6.903167132762e+00,9.240548735430e-01,7.549976775138e-01,1.407953312116e+00
Ac,S,1,-2.478565786946e-01,-2.137138432520e+00,5.559342021047e-01,4.647628560832e-01,8.878152787971e-01
Ac,Sb,1,4.868604600666e-01,3.049176977964e+00,8.086884202238e-01,6.307754408282e-01,1.171611816371e+00
Ac,Sc,0,5.050186218481e-01,3.832481677513e+00,8.030218136803e-01,6.260198857402e-01,1.217890109528e+00
Ac,Se,1,2.797288926659e-01,1.852322423025e+00,7.486612502024e-01,5.839015294002e-01,1.102631817139e+00
Ac,Si,1,7.644245935375e-02,5.403454741087e-01,6.860319699406e-01,5.412545136851e-01,1.029421138287e+00
Ac,Sm,0,7.656814192027e-01,7.552005338737e+00,8.824772525371e-01,7.021663908663e-01,1.449876683494e+00
Ac,Sn,1,6.569884424095e-01,3.804584239869e+00,8.553763026749e-01,6.735191174105e-01,1.216226512044e+00
Ac,Sr,0,3.639792376343e-01,2.417968230279e+00,7.713193430558e-01,6.007590272182e-01,1.134971672318e+00
Ac,Tc,0,8.509110291395e-01,6.754252491953e+00,9.268141069427e-01,7.590519309032e-01,1.398418269634e+00
Ac,Te,1,4.923238578567e-01,3.080903611629e+00,8.102144098813e-01,6.320699365308e-01,1.173468834423e+00
Ac,Ti,0,3.965772528044e-01,4.188134705887e+00,7.081105246470e-01,5.557153856568e-01,1.239198276516e+00
Ac,Tl,0,8.679192002963e-01,6.217258909071e+00,9.290468422622e-01,7.623983835797e-01,1.364303482552e+00
Ac,V,0,4.408093719155e-01,4.581150186755e+00,7.301968659169e-01,5.707805431602e-01,1.262959861836e+00
Ac,Y,0,2.908079226648e-02,1.418215843495e+00,1.375630501579e-03,7.677515530338e-02,1.078129516872e+00
Ac,Zn,0,-5.685593300897e-01,-5.218413860374e+00,4.582868903816e-01,4.134067889329e-01,7.378153524839e-01
Ac,Zr,0,9.084925911410e-01,8.421673348953e+00,9.536081981949e-01,8.041653111400e-01,1.507033170065e+00
Ag,As,0,4.697463415958e-01,1.628895581785e+00,9.051646960535e-01,7.293106861041e-01,1.089986540444e+00
Ag,At,0,-1.332217040092e-01,-2.262881639541e+00,9.471569271043e-02,2.154100406020e-01,8.814224923218e-01
Ag,B,0,-1.057498355494e-01,-2.976874982624e+00,2.185502839957e-03,8.415815585453e-02,8.455610196844e-01
Ag,Bi,0,-1.884021674291e-02,-3.511294720301e-01,6.794635198685e-02,1.940133531166e-01,9.811100883681e-01
Ag,Br,0,1.995010062205e-01,1.281167549103e+00,7.155392876781e-01,5.607114527697e-01,1.070451270214e+00
