A_symbol,B_symbol,y_exists,kernel_cosine,kernel_dot,kernel_rbf,kernel_laplacian,kernel_poly2
Be,Zn,0,4.860335213268e-01,1.991677499459e+01,1.039910487281e-02,1.180285912795e-01,2.366339865438e+00
Be,Zr,0,-4.038646859370e-01,-1.671486787539e+01,1.429159379011e-03,7.734901420867e-02,3.005745692569e-01
Bh,Bi,0,-8.614224028916e-02,-6.241389891917e+00,1.227685573785e-02,1.227473505548e-01,6.910826119657e-01
Bh,Br,1,-2.779149785211e-01,-6.938355625111e+00,1.139919466140e-01,2.290890962828e-01,6.601186724049e-01
Bh,C,0,-8.921613418527e-02,-1.167903777045e+01,2.708613901243e-05,3.904995433257e-02,4.683353748944e-01
Bh,Ca,0,-4.956455172739e-01,-1.267952469465e+01,8.231393213638e-02,2.059219925240e-01,4.320566246007e-01
Bh,Cl,1,-3.007778508418e-01,-7.617038447070e+00,1.089191550192e-01,2.255959918434e-01,6.306489624697e-01
Bh,Cr,0,-3.832987337289e-01,-1.039003531844e+01,8.956263010249e-02,2.115435189875e-01,5.172317168400e-01
Bh,F,1,-1.654944881050e-01,-1.023699237314e+01,1.986438845528e-02,1.381241092093e-01,5.231983763590e-01
Bh,Ge,0,-5.416318974919e-01,-1.056946780905e+01,1.054911412103e-01,2.231950101005e-01,5.102797895522e-01
Bh,H,0,6.271653156762e-02,2.268227552259e+00,1.340741828204e-01,2.423142903394e-01,1.126365007375e+00
Bh,He,0,-7.303580743362e-02,-7.413516448131e+00,9.694473312996e-04,7.177943614559e-02,6.394156383966e-01
Bh,I,1,-3.265185348401e-01,-5.145857060913e+00,1.509067694882e-01,2.527965685122e-01,7.411880368033e-01
Bh,K,0,-8.508097744531e-02,-9.417534817160e+00,3.349088927590e-04,5.908848875868e-02,5.557285504475e-01
Bh,Li,0,-1.568893647260e-01,-1.242843929800e+01,5.316490777375e-03,1.014249112176e-01,4.410238095926e-01
Bh,Mg,0,-2.347778407184e-01,-1.064246591009e+01,4.628048592716e-02,1.732521240849e-01,5.074650133679e-01
Bh,Mn,0,-5.090217522870e-01,-1.203094830510e+01,8.934648329415e-02,2.113790906865e-01,4.554079930916e-01
Bh,N,1,-2.098010439222e-01,-6.144372511892e+00,1.060830321334e-01,2.236120074154e-01,6.954490487107e-01
Bh,Na,0,-1.736916517353e-01,-1.479467576273e+01,2.895005108097e-03,8.913567934160e-02,3.601726986721e-01
Bh,Ne,0,-1.656657375026e-02,-1.119840569245e+00,2.259704501062e-02,1.427335276376e-01,9.403841057534e-01
Bh,O,1,-2.608576278491e-01,-9.657058355306e+00,6.824921918733e-02,1.942767420575e-01,5.461186689446e-01
Bh,P,1,-3.562054090623e-01,-5.203229699071e+00,1.530404235571e-01,2.540927537846e-01,7.385205270782e-01
Bh,Pb,0,-3.858516101072e-01,-5.509979523576e+00,1.512225710224e-01,2.529888428817e-01,7.243399485797e-01
Bh,Po,0,-3.530064774596e-01,-6.519841343673e+00,1.338823665858e-01,2.421919741295e-01,6.786267872278e-01
Bh,Rb,0,-1.641167680476e-01,-2.794096473343e+00,1.679163056597e-01,2.629548232626e-01,8.546704427136e-01
Bh,S,1,-3.968358262899e-01,-8.016185433093e+00,1.194974248490e-01,2.328052759614e-01,6.136314878370e-01
Bh,Sb,0,-4.689513985679e-01,-6.880668585969e+00,1.396440231289e-01,2.458363973137e-01,6.626545835122e-01
Bh,Sc,0,-5.209178874506e-01,-9.261186782133e+00,1.168682482001e-01,2.310398994566e-01,5.620465732182e-01
Bh,Se,1,-3.761754172760e-01,-5.835718669442e+00,1.459330599992e-01,2.497481796764e-01,7.094320166911e-01
Bh,Si,0,-5.656314957551e-01,-9.366883722030e+00,1.186086630263e-01,2.322103692181e-01,5.577714501328e-01
Bh,Sn,0,-5.202419716946e-01,-7.057965638630e+00,1.404438597665e-01,2.463376154664e-01,6.548761298009e-01
Bh,Sr,0,-4.912259322298e-01,-7.645043179132e+00,1.322358563718e-01,2.411391422119e-01,6.294473995289e-01
Bh,Te,1,-3.717450247531e-01,-5.450007148229e+00,1.508973501412e-01,2.527908312877e-01,7.271015697201e-01
Bh,Ti,0,-4.219139240655e-01,-1.043857889179e+01,9.485963026314e-02,2.155166185595e-01,5.153463048119e-01
Bh,V,0,-4.102831081153e-01,-9.989230282761e+00,9.811666639535e-02,2.179086999384e-01,5.329303730590e-01
Bh,Y,0,-4.846779138111e-02,-5.537503405758e+00,2.789726721452e-04,5.722076246524e-02,7.230742819158e-01
Bh,Zr,0,-4.326757265956e-01,-9.396458758740e+00,1.075054794275e-01,2.246099531345e-01,5.565781512476e-01
Bi,Bk,1,-8.195443889218e-02,-3.795634491862e+00,3.384765375359e-02,1.588051014447e-01,8.053541919635e-01
Bi,Br,0,5.581338999712e-01,1.829728804592e+01,1.514284374773e-01,2.531141034363e-01,2.233593911785e+00
Bi,C,0,9.766252444770e-02,1.678785965568e+01,4.284846569247e-05,4.194441898228e-02,2.113319098860e+00
Bi,Ca,1,-1.853580599216e-01,-6.226542951136e+00,3.961653994030e-02,1.658278459300e-01,6.917499333370e-01
Bi,Cd,0,-9.708092224655e-02,-1.774065511422e+00,6.315617989795e-02,1.897647582702e-01,9.064035504701e-01
Bi,Ce,1,-1.257332668616e-01,-5.189732755051e+00,3.558318936875e-02,1.609857068085e-01,7.391476276078e-01
Bi,Cf,1,-1.049523327011e-01,-4.981641318182e+00,3.078652713513e-02,1.547943904688e-01,7.488497389902e-01
Bi,Cl,0,-8.189896746390e-02,-2.723469049693e+00,4.818364648335e-02,1.752616775073e-01,8.582034872077e-01
Bi,Cm,1,-8.269049061306e-02,-3.845887931568e+00,3.358229076310e-02,1.584660216844e-01,8.029182958701e-01
Bi,Co,0,-1.997022524990e-02,-1.044034015196e+00,3.323231681405e-02,1.580164359482e-01,9.443619356467e-01
Bi,Cr,1,-1.387955287399e-01,-4.940362731120e+00,4.082977354658e-02,1.672289616496e-01,7.507818420834e-01
Bi,Cs,1,-3.675977698794e-02,-8.457782628001e-01,6.281977975921e-02,1.894602469672e-01,9.548047840925e-01
Bi,Cu,0,-1.365682436650e-01,-2.520440232672e+00,6.054415489356e-02,1.873776803771e-01,8.684003226799e-01
Bi,Db,1,-8.461015911813e-02,-6.093256211056e+00,1.260043989977e-02,1.235120399959e-01,6.977551582435e-01
Bi,Dy,1,-1.474962691906e-01,-5.167313549988e+00,4.078848965366e-02,1.671816741328e-01,7.401898660517e-01
Bi,Er,1,-1.471509254514e-01,-4.993799887957e+00,4.206730223981e-02,1.686341441316e-01,7.482811143989e-01
Bi,Es,1,-1.154771643427e-01,-5.855307886069e+00,2.682964533800e-02,1.492445200186e-01,7.085404286863e-01
Bi,Eu,1,-1.578489541127e-01,-5.198597846398e+00,4.240413036920e-02,1.690125700618e-01,7.387357041163e-01
Bi,F,0,6.310608757838e-01,5.125825573311e+01,1.873338975740e-01,2.741267007188e-01,5.689934043134e+00
Bi,Fe,0,-1.005728334469e-01,-6.253791851837e+00,1.817308235950e-02,1.350713002891e-01,6.905254313296e-01
Bi,Fm,1,-8.394237820818e-02,-6.038235129594e+00,1.268070987493e-02,1.236997615068e-01,7.002416975094e-01
Bi,Fr,1,-1.811362691809e-03,-1.880221251730e-01,3.544495729118e-03,9.298053544141e-02,9.898624653446e-01
Bi,Ga,0,-9.982438549142e-02,-1.737940240638e+00,6.383635285903e-02,1.903778988280e-01,9.082635927486e-01
Bi,Gd,1,-1.217470327357e-01,-3.724052631305e+00,4.790770977335e-02,1.749730533159e-01,8.088302945830e-01
Bi,Ge,0,1.630730114374e-01,4.178637533474e+00,7.949692704735e-02,2.036734015421e-01,1.238626872983e+00
Bi,H,0,-7.353627900551e-02,-3.492287274329e+00,3.334509130634e-02,1.581616085227e-01,8.201364588065e-01
Bi,He,0,-1.132322720166e-01,-1.509254098826e+01,2.173568002895e-04,5.479644978612e-02,3.505746971154e-01
Bi,Hf,1,-7.103169222107e-02,-4.287326778117e+00,2.153593532677e-02,1.409867071854e-01,7.816793201765e-01
Bi,Hg,0,-1.354387760543e-01,-3.538456997525e+00,5.199798814522e-02,1.791624759280e-01,8.178779109617e-01
Bi,Ho,1,-6.942944991963e-02,-1.969977684552e+00,5.466291927750e-02,1.817966592524e-01,8.963494984812e-01
Bi,Hs,0,-8.594730638989e-02,-6.220227937508e+00,1.233238528712e-02,1.228794970288e-01,6.920338701380e-01
Bi,I,0,-7.789490833441e-02,-1.611991219217e+00,6.202754155094e-02,1.887397474992e-01,9.147634517668e-01
Bi,In,0,3.787387870920e-01,8.470740097988e+00,1.048099143200e-01,2.227137850800e-01,1.510290872943e+00
Bi,Ir,0,-1.022772963308e-01,-2.322794838916e+00,5.822384579837e-02,1.852116056469e-01,8.783846294988e-01
Bi,K,1,-4.658764292387e-02,-6.771411766413e+00,1.312086383682e-04,5.029902780575e-02,6.674708156288e-01
Bi,Kr,0,-1.128145005600e-01,-7.930386820941e+00,1.223077395556e-02,1.226373930306e-01,6.172698395764e-01
Bi,La,1,-8.835073811486e-02,-2.368990003754e+00,5.482131115531e-02,1.819510316382e-01,8.760459118774e-01
Bi,Li,1,-2.497806006058e-02,-2.598277415741e+00,3.071205216901e-03,9.023434725676e-02,8.644839421215e-01
Bi,Lr,1,-8.006273587673e-02,-5.775932704699e+00,1.275197913322e-02,1.238657911221e-01,7.121565949317e-01
Bi,Lu,1,-6.825401488611e-02,-1.743159386443e+00,5.779239753751e-02,1.848038553179e-01,9.079947480276e-01
Bi,Md,1,-8.412735384261e-02,-6.053048497680e+00,1.266128340027e-02,1.236544008484e-01,6.995718095595e-01
Bi,Mg,1,-8.585872899627e-02,-5.110617063700e+00,2.119225453454e-02,1.404096361346e-01,7.428288853601e-01
Bi,Mn,0,-1.843109890200e-01,-5.720295582212e+00,4.267164933340e-02,1.693119281954e-01,7.146967921579e-01
Bi,Mo,0,4.983185499060e-01,8.089661559928e+01,3.396375442148e-03,9.215037302962e-02,1.015311319924e+01
Bi,N,0,-1.170109892450e-01,-4.499873091102e+00,3.937025076163e-02,1.655404619252e-01,7.715546012377e-01
Bi,Na,1,-6.921174887709e-02,-7.741231439485e+00,1.439291013225e-03,7.745586133452e-02,6.253290998377e-01
Bi,Nb,1,-2.078398938345e-02,-1.088384407387e+00,3.306716146720e-02,1.578033159343e-01,9.420336993949e-01
Bi,Nd,1,-1.252674310379e-01,-4.344013047053e+00,4.294605492860e-02,1.696179027689e-01,7.789725959613e-01
Bi,Ne,0,-9.251336971231e-02,-8.211674394442e+00,5.229801280522e-03,1.010615298633e-01,6.053818050925e-01
Bi,Ni,0,-1.071058180161e-01,-2.266304816856e+00,5.954193675068e-02,1.864475284134e-01,8.812487809171e-01
Bi,No,1,-8.421685981755e-02,-6.060328209996e+00,1.265114453291e-02,1.236307088094e-01,6.992427249621e-01
Bi,Np,1,-9.233060823399e-02,-4.273604662267e+00,3.300871853265e-02,1.577277514365e-01,7.823352460202e-01
Bi,O,0,-1.000794135319e-01,-4.865077788787e+00,3.002674469370e-02,1.537630345846e-01,7.543120712350e-01
Bi,Os,0,-1.029604673066e-01,-2.461121326565e+00,5.688450683778e-02,1.839405414855e-01,8.713908984794e-01
Bi,P,0,-1.230272195347e-01,-2.359812075568e+00,6.060011840143e-02,1.874293811456e-01,8.765103136888e-01
Bi,Pa,1,-8.468749347984e-02,-3.918616483253e+00,3.366096923596e-02,1.585667185645e-01,7.993995145231e-01
Bi,Pb,0,-2.480399271222e-02,-4.651092588225e-01,6.744719032137e-02,1.935779482293e-01,9.750169769684e-01
Bi,Pd,0,-1.963845922323e-02,-1.029616145787e+00,3.311112460713e-02,1.578601073458e-01,9.451194409200e-01
Bi,Pm,1,-6.894005357000e-02,-2.104012810798e+00,5.235480997219e-02,1.795193269447e-01,8.895032300284e-01
Bi,Po,0,-3.869410224427e-02,-9.384320891456e-01,6.147040594612e-02,1.882301908868e-01,9.499172243895e-01
Bi,Pr,1,-8.629874891466e-02,-2.707097586988e+00,4.992443458555e-02,1.770620141245e-01,8.590234886109e-01
Bi,Pt,0,-9.426416080170e-02,-1.823884394993e+00,6.226710757172e-02,1.889581221531e-01,9.038415698004e-01
Bi,Pu,1,-8.715786287472e-02,-4.034436542311e+00,3.343563279038e-02,1.582779543217e-01,7.938118145237e-01
Bi,Ra,1,-6.572821672873e-03,-1.528457695860e-01,6.500690357257e-02,1.914252402547e-01,9.917551313951e-01
Bi,Rb,1,-4.671720971463e-02,-1.044405280441e+00,6.267358589054e-02,1.893276478515e-01,9.443424336283e-01
Bi,Re,0,-1.364636734310e-01,-2.999796781200e+00,5.665316177450e-02,1.837193902900e-01,8.444220737178e-01
Bi,Rf,1,-8.286665572715e-02,-5.957396463753e+00,1.275797831855e-02,1.238797395042e-01,7.039030199479e-01
Bi,Rh,0,-5.361095546684e-02,-1.459653258910e+00,5.721909233091e-02,1.842595420887e-01,9.226561332921e-01
Bi,Rn,0,-1.210351638556e-01,-3.605018092127e+00,4.888605636184e-02,1.759923233680e-01,8.146273313566e-01
Bi,Ru,0,-9.532979753670e-02,-2.402427726670e+00,5.604158665216e-02,1.831324434323e-01,8.743550089177e-01
Bi,S,0,-8.532707031827e-02,-2.263327696467e+00,5.537657160221e-02,1.824903282879e-01,8.813998558970e-01
Bi,Sb,0,2.773025530346e-02,5.342695152524e-01,7.079585555969e-02,1.964683821937e-01,1.029087938673e+00
Bi,Sc,1,-1.053406729029e-01,-2.459218870822e+00,5.731816916786e-02,1.843538142137e-01,8.714868962847e-01
Bi,Se,0,-4.456473040748e-02,-9.078183168918e-01,6.467776760539e-02,1.911317379137e-01,9.515307367761e-01
Bi,Sg,0,-8.632917834856e-02,-6.262551846325e+00,1.221833241620e-02,1.226076597700e-01,6.901320080349e-01
Bi,Si,0,-1.406461878279e-01,-3.058392585153e+00,5.664057227706e-02,1.837073417945e-01,8.415140349917e-01
Bi,Sm,1,-9.781376264052e-02,-2.967854086294e+00,5.011997678992e-02,1.772620921798e-01,8.460094634710e-01
Bi,Sn,0,-6.479826375133e-02,-1.154359931749e+00,6.561590760437e-02,1.919663019592e-01,9.385755382780e-01
Bi,Sr,1,-1.431604810339e-01,-2.925671276869e+00,5.795024554697e-02,1.849532191775e-01,8.481080189423e-01
Bi,Ta,1,-9.163649984511e-02,-2.363876100445e+00,5.567649732318e-02,1.827804316038e-01,8.763046594487e-01
Bi,Tb,1,-1.068885239077e-01,-3.478656847900e+00,4.687368956142e-02,1.738832888274e-01,8.208038325207e-01
Bi,Tc,0,-9.944300268760e-02,-2.428263253991e+00,5.658412765255e-02,1.836533052544e-01,8.730496578783e-01
Bi,Te,0,-1.230099034423e-02,-2.368076382567e-01,6.791730604613e-02,1.939880618939e-01,9.872405497637e-01
Bi,Th,1,-8.145428012875e-02,-6.590243965134e+00,8.336177028464e-03,1.121457634758e-01,6.754954434624e-01
Bi,Ti,1,-9.025605271823e-02,-2.932226926092e+00,4.832956483855e-02,1.754139389906e-01,8.477817108950e-01
Bi,Tl,0,-2.907352662361e-02,-6.406867934331e-01,6.431462769289e-02,1.908070186338e-01,9.656681204187e-01
Bi,Tm,1,4.082662463249e-01,1.435465773560e+01,1.168766139793e-01,2.310455432842e-01,1.926443295209e+00
Bi,U,1,-7.981381656156e-02,-3.700794018433e+00,3.397339344756e-02,1.589652321196e-01,8.099613725368e-01
Bi,V,1,-7.233757108819e-02,-2.312682596497e+00,5.045098504811e-02,1.775998133619e-01,8.788969968235e-01
Bi,W,0,-9.006443107809e-02,-5.444274878560e+00,2.016748609523e-02,1.386539289774e-01,7.273658056537e-01
Bi,Xe,0,-1.188452213264e-01,-5.283325724754e+00,3.276543329573e-02,1.574123519950e-01,7.348045486356e-01
Bi,Y,1,2.213778581720e-01,3.321227915854e+01,7.693862916764e-04,6.872308286037e-02,3.600996453350e+00
Bi,Yb,1,-1.533014983125e-01,-3.134209472769e+00,5.729506541898e-02,1.843318385958e-01,8.377587786956e-01
Bi,Zn,0,-1.369018308849e-01,-3.865452886024e+00,4.944970618973e-02,1.765744910762e-01,8.019709367774e-01
Bi,Zr,1,-6.650064045468e-02,-1.896405604329e+00,5.475379057386e-02,1.818852537113e-01,9.001185825389e-01
Bk,Br,1,-3.183395599651e-01,-5.080213515205e+00,3.044536208297e-01,3.360412989639e-01,7.442459965193e-01
Bk,C,1,-1.271158550160e-01,-1.063677903073e+01,6.922148411489e-05,4.528105249388e-02,5.076840174394e-01
Bk,Ca,0,-5.015969668476e-01,-8.202258364684e+00,2.532825391438e-01,3.097910150365e-01,6.057778840719e-01
Bk,Ce,0,-3.178129219787e-01,-6.385712715937e+00,2.372893054300e-01,3.013856841276e-01,6.846125536239e-01
Bk,Cl,1,-3.904280891178e-01,-6.320160442008e+00,2.822119178749e-01,3.247286681415e-01,6.875475203098e-01
Bk,Co,0,2.499715516187e-01,6.361584516931e+00,3.527927759181e-01,3.603345027500e-01,1.373430980145e+00
Bk,Cr,0,-4.533554636751e-01,-7.855344674520e+00,2.481167273176e-01,3.070892752601e-01,6.204608721994e-01
Bk,Cs,0,6.565094803842e-02,7.353052784469e-01,4.867683321885e-01,4.280528216870e-01,1.040141171992e+00
Bk,Cu,0,-5.186820057563e-01,-4.659838779148e+00,3.836704993744e-01,3.757767671877e-01,7.639781064943e-01
Bk,F,1,-2.768887542852e-01,-1.094815444878e+01,4.617498758749e-02,1.731394079498e-01,4.957623496161e-01
Bk,Fe,0,-2.984091605191e-01,-9.032706894793e+00,1.112504790034e-01,2.272099231976e-01,5.713436695636e-01
Bk,Ga,0,-4.638705639429e-01,-3.931316763441e+00,4.033546789561e-01,3.856371662275e-01,7.987858371073e-01
Bk,Ge,1,-5.223282693027e-01,-6.515371311234e+00,3.172589057290e-01,3.425064010371e-01,6.788258482775e-01
Bk,H,0,2.657522615831e-02,6.143676089323e-01,2.961737460222e-01,3.318438786028e-01,1.033484770358e+00
Bk,He,0,-2.121854948150e-01,-1.376736620727e+01,1.661083959728e-03,7.966870452804e-02,3.942697391871e-01
Bk,I,1,-2.495823596564e-01,-2.514261921449e+00,4.202549110467e-01,3.941312396574e-01,8.687115637855e-01
Bk,K,0,-1.360852961595e-01,-9.628590548416e+00,7.998314050805e-04,6.922357812836e-02,5.472564319695e-01
Bk,La,0,-2.028618087058e-01,-2.647868235724e+00,3.841598920983e-01,3.760216351598e-01,8.619933942660e-01
Bk,Li,0,-2.257118097862e-01,-1.142941826728e+01,1.355513498172e-02,1.256967784320e-01,4.776147919281e-01
Bk,Mg,0,-2.955122480625e-01,-8.562634407848e+00,1.250976426074e-01,2.365120505425e-01,5.907112942452e-01
Bk,Mn,0,-4.507617908698e-01,-6.810160807466e+00,2.861961624657e-01,3.267643856802e-01,6.657606942813e-01
Bk,Mo,0,-1.349386025071e-01,-1.066356786395e+01,1.712833721447e-04,5.260950674158e-02,5.066527813416e-01
Bk,N,1,-2.615159149065e-01,-4.895699678463e+00,2.741481860279e-01,3.205941694585e-01,7.528751637220e-01
Bk,Na,0,-3.080981228809e-01,-1.677499159119e+01,6.283289338896e-03,1.052270029937e-01,2.987954456805e-01
Bk,Nb,0,2.482759872228e-01,6.328942459675e+00,3.512617314427e-01,3.595684374673e-01,1.371363955204e+00
Bk,Ne,0,-1.132078114885e-01,-4.891551674257e+00,4.451800512239e-02,1.713500176899e-01,7.530697252644e-01
Bk,Ni,0,-2.971012288756e-01,-3.060220625609e+00,4.057839431200e-01,3.868561810941e-01,8.414233922442e-01
Bk,O,1,-4.021108630697e-01,-9.515549507611e+00,1.661292279652e-01,2.619053468976e-01,5.517859889471e-01
Bk,P,1,-2.422736473005e-01,-2.262170934769e+00,4.333861313624e-01,4.007572645601e-01,8.814585596532e-01
Bk,Pb,1,-1.183429761458e-01,-1.080236648561e+00,4.641227847176e-01,4.163906702094e-01,9.424612119966e-01
Bk,Po,1,-8.000044391652e-02,-9.444816012951e-01,4.371529775064e-01,4.026631491319e-01,9.495985441924e-01
Bk,Rb,0,-1.551741506661e-01,-1.688708038137e+00,4.305946876179e-01,3.993464512470e-01,9.108015631964e-01
Bk,Ru,0,-2.299070733559e-01,-2.820441032287e+00,3.897685348981e-01,3.788287536179e-01,8.533544567037e-01
Bk,S,1,-4.101289143409e-01,-5.295707898827e+00,3.343868339378e-01,3.511152690524e-01,7.342309259580e-01
Bk,Sb,1,-2.573543358639e-01,-2.413687529151e+00,4.294501952384e-01,3.987683855873e-01,8.737859827109e-01
Bk,Sc,0,-3.744754619042e-01,-4.255665553067e+00,3.700235966763e-01,3.689515234686e-01,7.831931617039e-01
Bk,Se,1,-2.784252179348e-01,-2.760954542125e+00,4.162567829533e-01,3.921187093890e-01,8.563274169952e-01
Bk,Si,1,-5.120408915319e-01,-5.420170427140e+00,3.546446238601e-01,3.612609501618e-01,7.284774549678e-01
Bk,Sn,1,-3.018013385911e-01,-2.617231066176e+00,4.312976209833e-01,3.997015971542e-01,8.635316286024e-01
Bk,Sr,0,-3.493976450137e-01,-3.475884868048e+00,4.001733684644e-01,3.840416030009e-01,8.209395875679e-01
Bk,Tc,0,-2.341351663695e-01,-2.783115417590e+00,3.948877946033e-01,3.813925390693e-01,8.552192772286e-01
Bk,Te,1,-1.655120111771e-01,-1.551058489924e+00,4.500256735985e-01,4.091961491232e-01,9.179163288420e-01
Bk,Ti,0,-3.030409865639e-01,-4.792538860049e+00,3.109214856500e-01,3.393104242963e-01,7.577213682114e-01
Bk,V,0,-2.988089985432e-01,-4.650383964973e+00,3.163010273341e-01,3.420237626328e-01,7.644248777309e-01
Bk,Y,0,-9.543595869370e-02,-6.969788013868e+00,6.236840343298e-04,6.609970453058e-02,6.587389568532e-01
Bk,Zn,0,-3.943185353105e-01,-5.419776160477e+00,3.234333240833e-01,3.456141657808e-01,7.284956448170e-01
Bk,Zr,0,-1.393058465537e-01,-1.933827698308e+00,3.887273224293e-01,3.783075021203e-01,8.982004674156e-01
Br,C,0,2.851310430534e-01,1.688851007489e+01,4.153810053289e-04,6.139684601627e-02,2.121235586626e+00
Br,Ca,1,-4.158253472893e-03,-4.813111499253e-02,5.334155141547e-01,4.525978600641e-01,9.974000102957e-01
Br,Cd,0,3.318828407770e-01,2.089777308424e+00,7.503598236279e-01,5.851349932956e-01,1.116150978833e+00
Br,Ce,1,-2.653892228299e-01,-3.774483471766e+00,3.703539099687e-01,3.691166825535e-01,8.063805321899e-01
Br,Cf,1,-3.501140211704e-01,-5.726236924674e+00,2.851212520242e-01,3.262156076043e-01,7.144253154796e-01
Br,Cl,0,6.662078261867e-01,7.633666780859e+00,8.131784994682e-01,6.346016635799e-01,1.455196647410e+00
Br,Cm,1,-3.264292821948e-01,-5.231299885649e+00,3.004248134371e-01,3.340007813995e-01,7.372171708952e-01
Br,Co,0,-4.227958138599e-01,-7.616260928157e+00,2.246071945990e-01,2.946260469830e-01,6.306823388182e-01
Br,Cr,1,-8.870570729739e-02,-1.087963623705e+00,4.847993682826e-01,4.270331071628e-01,9.420557755240e-01
Br,Cs,1,-2.899414401382e-01,-2.298652881262e+00,5.599357293324e-01,4.669498103754e-01,8.796081021586e-01
Br,Cu,0,4.375630464994e-01,2.782574284670e+00,7.775190522161e-01,6.055340841649e-01,1.156065169259e+00
Br,Db,1,-3.069477477604e-01,-7.616769791840e+00,1.118843136499e-01,2.276461592808e-01,6.306604948617e-01
Br,Dy,1,-2.231389882985e-01,-2.693634650374e+00,4.495279720723e-01,4.089429485658e-01,8.596981033616e-01
Br,Er,1,-2.173863721641e-01,-2.542025501131e+00,4.630730876493e-01,4.158533611255e-01,8.673133722167e-01
Br,Es,1,-3.639014425090e-01,-6.357946266152e+00,2.517467410612e-01,3.089890228466e-01,6.858549722630e-01
Br,Eu,1,-1.722553194937e-01,-1.954774238393e+00,4.871993447974e-01,4.282761960670e-01,8.971277200015e-01
Br,F,0,6.765610908977e-01,1.893559848409e+01,3.147591345552e-01,3.412465545811e-01,2.285457397935e+00
Br,Fe,0,-3.448141963608e-02,-7.388007455974e-01,2.360715456168e-01,3.007404926991e-01,9.604635291216e-01
Br,Fm,1,-3.174663266249e-01,-7.868752196625e+00,1.107439573024e-01,2.268605326666e-01,6.198901377514e-01
Br,Fr,1,-7.924932914152e-02,-2.834513852693e+00,2.961935632586e-02,1.532036810929e-01,8.526518945813e-01
Br,Ga,0,2.253979284326e-01,1.352158381514e+00,7.273741272505e-01,5.688187088528e-01,1.074425166195e+00
Br,Gd,1,-2.431206200583e-01,-2.562469295571e+00,4.918385531007e-01,4.306840961707e-01,8.662845295971e-01
Br,Ge,0,5.842559526832e-01,5.158639818602e+00,8.081738909723e-01,6.303403104544e-01,1.298284084262e+00
Br,H,0,2.895176211190e-01,4.737647705940e+00,5.016274474653e-01,4.357874174503e-01,1.272484467513e+00
Br,He,0,3.016045632562e-01,1.385190489552e+01,1.001852010521e-02,1.170054373349e-01,1.888908861580e+00
Br,Hf,1,-2.675406748577e-01,-5.564212327886e+00,1.937924794454e-01,2.777587097848e-01,7.218471486970e-01
Br,Hg,0,3.679773384903e-01,3.312618524143e+00,7.260502432047e-01,5.679024180262e-01,1.187076122917e+00
Br,Ho,1,-3.141004887650e-01,-3.070899791836e+00,4.965886746128e-01,4.331565929026e-01,8.408939670823e-01
Br,Hs,1,-2.821157996551e-01,-7.035271934644e+00,1.137790151088e-01,2.289438442278e-01,6.558691950553e-01
Br,I,0,5.591851126288e-01,3.987389421384e+00,8.094326028021e-01,6.314059825679e-01,1.227148350314e+00
Br,In,0,3.501326682067e-01,2.698321269602e+00,7.396754533064e-01,5.774519705513e-01,1.151173638878e+00
Br,Ir,0,-1.336201339260e-01,-1.045641873655e+00,6.014937056376e-01,4.901817159566e-01,9.442774786541e-01
Br,K,1,-7.176423241850e-02,-3.594148197286e+00,1.502098599023e-03,7.810628882949e-02,8.151577316763e-01
Br,Kr,0,1.842746097253e-01,4.463488262297e+00,2.304376225486e-01,2.977450568199e-01,1.255822395090e+00
Br,La,1,-2.719447574190e-01,-2.512541174348e+00,5.244789367819e-01,4.478321429258e-01,8.687982587663e-01
Br,Li,1,1.523791588116e-01,5.461750225350e+00,4.577934542718e-02,1.727154251414e-01,1.317019892038e+00
Br,Lr,1,-3.648695053151e-01,-9.070029853283e+00,1.028954025900e-01,2.213538315176e-01,5.698197460895e-01
Br,Lu,1,-1.485658727625e-01,-1.307396762394e+00,5.704912067910e-01,4.727582010463e-01,9.305784703266e-01
Br,Md,1,-3.146508689613e-01,-7.800910779952e+00,1.110694328330e-01,2.270851201302e-01,6.227807240908e-01
Br,Mg,1,1.122879817463e-01,2.303040694998e+00,3.050451514081e-01,3.363406175624e-01,1.128363044465e+00
Br,Mn,1,-2.955691845857e-02,-3.160864253044e-01,5.510028307534e-01,4.620785906609e-01,9.829872280173e-01
Br,Mo,1,8.979751182892e-02,5.023044809354e+00,5.420053010052e-04,6.442170639449e-02,1.289946161468e+00
Br,N,0,5.459287796990e-01,7.234175738820e+00,7.157773587013e-01,5.608727179492e-01,1.429263917672e+00
Br,Na,1,2.793249880643e-01,1.076513468805e+01,3.773471671433e-02,1.636055607790e-01,1.666550834016e+00
Br,Nb,1,-4.227528457977e-01,-7.628152903944e+00,2.238834205658e-01,2.942374389943e-01,6.301719516684e-01
Br,Nd,1,-2.896582842948e-01,-3.461133528291e+00,4.343079270466e-01,4.012234324226e-01,8.216622090629e-01
Br,Ne,0,3.632076489299e-01,1.110865955155e+01,1.432800977223e-01,2.481061026932e-01,1.690608563803e+00
Br,Ni,0,-2.166543844117e-02,-1.579618430132e-01,6.433771834728e-01,5.147383970123e-01,9.914797484009e-01
Br,No,1,-3.132627180834e-01,-7.767571569474e+00,1.112244293631e-01,2.271919714824e-01,6.242037048545e-01
Br,Np,1,-3.331722443382e-01,-5.313698549809e+00,3.008573452516e-01,3.342200148252e-01,7.333978813677e-01
