symA,symB,S_cos,S_wcos,S_dot,same_group,period_distance
H,He,7.274846356258e-01,7.645713667619e-01,4.840111940665e+01,0,0.000000000000e+00
H,Li,1.672144505093e-01,3.195388497978e-01,8.682405337501e+00,1,1.000000000000e+00
H,Be,1.328749350086e-01,4.818711652151e-01,9.158261541766e+00,0,1.000000000000e+00
H,B,-1.273683274799e-02,4.096546381057e-01,-9.136277115489e-01,0,1.000000000000e+00
H,C,-8.593816525179e-03,2.775228625737e-01,-7.373826237695e-01,0,1.000000000000e+00
H,N,6.865910212155e-01,7.281985926625e-01,1.317987138964e+01,0,1.000000000000e+00
H,O,3.656595583623e-01,4.899673718255e-01,8.872814569724e+00,0,1.000000000000e+00
H,F,2.290066217999e-01,4.872909404227e-01,9.284960190171e+00,0,1.000000000000e+00
H,Ne,8.412239968836e-01,8.874312897179e-01,3.727162359904e+01,0,1.000000000000e+00
H,Na,2.877989771944e-01,2.963382759120e-01,1.606789232028e+01,1,2.000000000000e+00
H,Mg,1.667848573432e-01,5.414564502537e-01,4.955471028253e+00,0,2.000000000000e+00
H,Al,-2.332326948666e-01,2.329983179616e-01,-2.232909553599e+00,0,2.000000000000e+00
H,Si,-1.198337959231e-01,9.984558737826e-02,-1.300720609058e+00,0,2.000000000000e+00
H,P,6.149222900803e-01,7.004709529157e-01,5.887567296028e+00,0,2.000000000000e+00
H,S,2.812910755337e-01,5.312869295968e-01,3.724397231131e+00,0,2.000000000000e+00
H,Cl,4.076074377825e-01,6.182164722820e-01,6.765899709021e+00,0,2.000000000000e+00
H,Ar,7.843405118027e-01,7.983073345039e-01,2.718412814291e+01,0,2.000000000000e+00
H,K,-4.906732006499e-02,9.761996341460e-02,-3.559920195899e+00,1,3.000000000000e+00
H,Ca,2.695650503410e-02,-4.858371054810e-02,4.520001047399e-01,0,3.000000000000e+00
H,Sc,-4.169215107934e-01,-1.412440244439e-01,-4.858417532877e+00,0,3.000000000000e+00
H,Ti,-3.849592607713e-01,-2.005191052084e-01,-6.242742925640e+00,0,3.000000000000e+00
H,V,-4.297397547813e-01,-2.383585131284e-01,-6.857993668108e+00,0,3.000000000000e+00
H,Cr,-1.756396089694e-01,-5.492647308029e-02,-3.120651424043e+00,0,3.000000000000e+00
H,Mn,1.500564212042e-01,-1.047613304087e-01,2.324669745041e+00,0,3.000000000000e+00
H,Fe,-1.319369826211e-01,-1.063166099825e-01,-4.095139705196e+00,0,3.000000000000e+00
H,Co,-4.215670799903e-01,-3.932814596059e-01,-1.100114306987e+01,0,3.000000000000e+00
H,Ni,-5.133402231397e-01,-2.603504395498e-01,-5.421881138325e+00,0,3.000000000000e+00
H,Cu,3.605898495872e-01,4.685759015119e-01,3.321846917187e+00,0,3.000000000000e+00
H,Zn,6.537024674722e-01,7.143433880942e-01,9.213204059315e+00,0,3.000000000000e+00
H,Ga,-2.932270400330e-01,1.105559314795e-01,-2.548247742666e+00,0,3.000000000000e+00
H,Ge,-8.011787061567e-02,5.049380239115e-02,-1.024758302610e+00,0,3.000000000000e+00
H,As,1.542627492026e-01,3.499439132692e-01,1.363068959595e+00,0,3.000000000000e+00
H,Se,1.510321752974e-01,5.335189817641e-01,1.535736029104e+00,0,3.000000000000e+00
H,Br,2.895176211190e-01,5.480963932874e-01,4.737647705941e+00,0,3.000000000000e+00
H,Kr,5.138378818709e-01,8.052923854226e-01,1.802996996238e+01,0,3.000000000000e+00
H,Rb,-3.264768952409e-01,6.315617632935e-03,-3.643208721725e+00,1,4.000000000000e+00
H,Sr,1.031466608394e-01,1.108885731448e-01,1.052196832799e+00,0,4.000000000000e+00
H,Y,-1.561760697875e-01,-1.132082663901e-01,-1.169549010524e+01,0,4.000000000000e+00
H,Zr,-6.353700894362e-01,-4.883363805227e-01,-9.044230171913e+00,0,4.000000000000e+00
H,Nb,-4.221127217079e-01,-3.927466010288e-01,-1.103370272059e+01,0,4.000000000000e+00
H,Mo,-1.101609944484e-01,-1.785340936840e-01,-8.926692700043e+00,0,4.000000000000e+00
H,Tc,-5.756068209072e-01,-4.412936393976e-01,-7.015956832015e+00,0,4.000000000000e+00
H,Ru,-5.963244557785e-01,-4.419237639934e-01,-7.501424099275e+00,0,4.000000000000e+00
H,Rh,-5.685967226736e-01,-3.254982151652e-01,-7.727516553345e+00,0,4.000000000000e+00
H,Pd,-4.213842360918e-01,-3.940556222219e-01,-1.102771809930e+01,0,4.000000000000e+00
H,Ag,5.507959047918e-01,6.844883907177e-01,5.124028414523e+00,0,4.000000000000e+00
H,Cd,6.099792482261e-01,7.804692462333e-01,5.564040187948e+00,0,4.000000000000e+00
H,In,-3.775687237173e-01,7.381498474698e-02,-4.215188713633e+00,0,4.000000000000e+00
H,Sn,-2.031097506997e-01,2.238719980365e-01,-1.806126171374e+00,0,4.000000000000e+00
H,Sb,-2.406484058832e-02,2.614705276942e-01,-2.314349550738e-01,0,4.000000000000e+00
H,Te,6.757006778937e-02,4.769479114460e-01,6.493060082798e-01,0,4.000000000000e+00
H,I,4.833774626578e-01,6.939779495365e-01,4.993205462611e+00,0,4.000000000000e+00
H,Xe,8.368577639579e-01,8.503361579064e-01,1.857020723716e+01,0,4.000000000000e+00
H,Cs,-3.175092964171e-01,-8.508163045995e-03,-3.646527851099e+00,1,5.000000000000e+00
H,Ba,-1.282262548432e-01,-6.049425016506e-02,-2.021202582871e+00,0,5.000000000000e+00
H,La,-6.205589882304e-01,-5.028231938629e-01,-8.305686881080e+00,0,5.000000000000e+00
H,Ce,-4.997071544990e-01,-5.005167732507e-01,-1.029555588249e+01,0,5.000000000000e+00
H,Pr,-6.111536179374e-01,-5.748801040436e-01,-9.569499787679e+00,0,5.000000000000e+00
H,Nd,-4.988478371276e-01,-5.240387007038e-01,-8.634963010356e+00,0,5.000000000000e+00
H,Pm,-6.098641257514e-01,-4.942304493218e-01,-9.290718226326e+00,0,5.000000000000e+00
H,Sm,-6.250516822801e-01,-5.576491918278e-01,-9.466685431969e+00,0,5.000000000000e+00
H,Eu,-4.748686607778e-02,-3.128913605527e-01,-7.806519717273e-01,0,5.000000000000e+00
H,Gd,-5.898978583200e-01,-5.224311363559e-01,-9.006865602818e+00,0,5.000000000000e+00
H,Tb,-6.124976646101e-01,-5.625329699218e-01,-9.950029890621e+00,0,5.000000000000e+00
H,Dy,-3.144528890370e-01,-4.504330386414e-01,-5.498937796966e+00,0,5.000000000000e+00
H,Ho,-5.579558861629e-01,-4.580807884080e-01,-7.902361333141e+00,0,5.000000000000e+00
H,Er,-3.008298309583e-01,-4.452575516158e-01,-5.095988921868e+00,0,5.000000000000e+00
H,Tm,-2.353340086102e-01,-3.745337346465e-01,-4.130222960093e+00,0,5.000000000000e+00
H,Yb,-1.492931185618e-01,-1.336725126124e-01,-1.523564509471e+00,0,5.000000000000e+00
H,Lu,-5.155787774076e-01,-3.242508402302e-01,-6.572693284611e+00,0,5.000000000000e+00
H,Hf,-1.187246266983e-01,-3.908614457183e-03,-3.576964879863e+00,0,5.000000000000e+00
H,Ta,-5.843752316439e-01,-4.566495310620e-01,-7.524669954561e+00,0,5.000000000000e+00
H,W,-8.957459439584e-02,-1.212308508698e-02,-2.702782029905e+00,0,5.000000000000e+00
H,Re,-3.211103737089e-01,-2.590016091237e-01,-3.523453554490e+00,0,5.000000000000e+00
H,Os,-5.376021771174e-01,-3.555002237978e-01,-6.414502453605e+00,0,5.000000000000e+00
H,Ir,-5.154027348238e-01,-2.977395649571e-01,-5.842756268905e+00,0,5.000000000000e+00
H,Pt,-3.805937646092e-01,-5.682623019311e-02,-3.675799454052e+00,0,5.000000000000e+00
H,Au,-1.595652666869e-01,7.118208357534e-02,-1.673197555181e+00,0,5.000000000000e+00
H,Hg,8.935405732737e-01,8.767474063960e-01,1.165264771784e+01,0,5.000000000000e+00
H,Tl,-3.284714722237e-01,4.044880961292e-02,-3.613143014416e+00,0,5.000000000000e+00
H,Pb,-3.909159891966e-02,3.873932823815e-01,-3.658948208815e-01,0,5.000000000000e+00
H,Bi,-7.353627900551e-02,9.885008943255e-02,-3.492287274329e+00,0,5.000000000000e+00
H,Po,-2.764589996675e-01,3.625874853603e-02,-3.346788324314e+00,0,5.000000000000e+00
H,At,-1.401255590550e-01,-2.700205383780e-01,-6.065004604226e+00,0,5.000000000000e+00
H,Rn,8.404965339813e-01,7.356089506405e-01,1.249600674779e+01,0,5.000000000000e+00
H,Fr,-1.106566220776e-01,-1.787660300467e-01,-5.733507506826e+00,1,6.000000000000e+00
H,Ra,-2.896864825065e-01,3.992659207697e-02,-3.362553801346e+00,0,6.000000000000e+00
H,Ac,-5.649831949389e-01,-2.913702914009e-01,-8.721987130495e+00,0,6.000000000000e+00
H,Th,-1.348978581258e-01,-1.919520560461e-01,-5.447936970694e+00,0,6.000000000000e+00
H,Pa,-7.553189458658e-03,-2.192523370544e-01,-1.744549506399e-01,0,6.000000000000e+00
H,U,3.245334769202e-02,-1.814938781962e-01,7.511311547932e-01,0,6.000000000000e+00
H,Np,9.074806746188e-03,-2.215551925834e-01,2.096647744452e-01,0,6.000000000000e+00
H,Pu,-3.627989015703e-03,-2.200020978278e-01,-8.382657415303e-02,0,6.000000000000e+00
H,Am,-6.750223259505e-02,-3.052975088441e-01,-1.626967196492e+00,0,6.000000000000e+00
H,Cm,-5.767714546156e-04,-2.092743304932e-01,-1.339011332201e-02,0,6.000000000000e+00
H,Bk,2.657522615826e-02,-1.903002671517e-01,6.143676089312e-01,0,6.000000000000e+00
H,Cf,-2.164386566767e-02,-2.677572859663e-01,-5.128078053916e-01,0,6.000000000000e+00
H,Es,-4.160214289837e-02,-3.035230405483e-01,-1.052952463297e+00,0,6.000000000000e+00
H,Fm,-6.822166972902e-03,-1.325797678540e-01,-2.449573831703e-01,0,6.000000000000e+00
H,Md,-1.718063345359e-03,-1.285637747550e-01,-6.170431496284e-02,0,6.000000000000e+00
H,No,7.892946763702e-04,-1.265896617064e-01,2.835147855637e-02,0,6.000000000000e+00
H,Lr,-9.691144787044e-02,-2.031228970379e-01,-3.489845640947e+00,0,6.000000000000e+00
H,Rf,-3.469378413059e-02,-1.544571158916e-01,-1.244995555394e+00,0,6.000000000000e+00
H,Db,1.212043129426e-02,-1.176569545510e-01,4.356968701736e-01,0,6.000000000000e+00
H,Sg,6.986994251807e-02,-7.175802366924e-02,2.530017649700e+00,0,6.000000000000e+00
H,Bh,6.271653156761e-02,-7.748402470576e-02,2.268227552259e+00,0,6.000000000000e+00
H,Hs,5.554080359983e-02,-8.321502763389e-02,2.006437454818e+00,0,6.000000000000e+00
He,Li,3.135348413895e-01,1.828797942142e-01,4.569155000603e+01,0,1.000000000000e+00
He,Be,3.784863618037e-01,4.476722668193e-01,7.321567038277e+01,0,1.000000000000e+00
He,B,2.420603535031e-01,2.442082657644e-01,4.873212084600e+01,0,1.000000000000e+00
He,C,6.334210466319e-02,3.398324002004e-01,1.525397895643e+01,0,1.000000000000e+00
He,N,8.065520209488e-01,8.326856904899e-01,4.345395075573e+01,0,1.000000000000e+00
He,O,7.056066382448e-01,7.729450300316e-01,4.805415716009e+01,0,1.000000000000e+00
He,F,3.910493148479e-01,5.960532390349e-01,4.449870439946e+01,0,1.000000000000e+00
He,Ne,9.360165074495e-01,9.538224268568e-01,1.163949124664e+02,1,1.000000000000e+00
He,Na,5.826357499571e-01,3.724114041595e-01,9.129576390911e+01,0,2.000000000000e+00
He,Mg,4.255623541483e-01,4.739952427980e-01,3.548749609280e+01,0,2.000000000000e+00
He,Al,-4.422720007328e-01,-1.404922150108e-01,-1.188379028095e+01,0,2.000000000000e+00
He,Si,1.682234455528e-01,3.763037722809e-01,5.124778039605e+00,0,2.000000000000e+00
He,P,4.859350309386e-01,5.698142125423e-01,1.305803078532e+01,0,2.000000000000e+00
He,S,4.325953958454e-01,5.593705547420e-01,1.607554723376e+01,0,2.000000000000e+00
He,Cl,5.759207749835e-01,6.942198533960e-01,2.683057822233e+01,0,2.000000000000e+00
He,Ar,8.995825600004e-01,9.528215695780e-01,8.750555431201e+01,1,2.000000000000e+00
He,K,1.386974215244e-02,-3.901718687134e-02,2.824230524260e+00,0,3.000000000000e+00
He,Ca,4.746384406951e-01,3.615482107717e-01,2.233683782796e+01,0,3.000000000000e+00
He,Sc,-3.046753916682e-01,-2.247272514752e-02,-9.964642956291e+00,0,3.000000000000e+00
He,Ti,-2.592539285339e-01,-3.469150634183e-02,-1.179966987473e+01,0,3.000000000000e+00
He,V,-3.150464466153e-01,-7.977381465122e-02,-1.411074569928e+01,0,3.000000000000e+00
He,Cr,1.710921728143e-01,2.202955381794e-01,8.531723504521e+00,0,3.000000000000e+00
He,Mn,2.814778376518e-01,2.357826980320e-01,1.223868385700e+01,0,3.000000000000e+00
He,Fe,1.148064501178e-01,2.429430981985e-01,1.000120420023e+01,0,3.000000000000e+00
He,Co,-6.542851172836e-01,-5.238743348533e-01,-4.792057232062e+01,0,3.000000000000e+00
He,Ni,-5.468387728792e-01,-2.671445029632e-01,-1.621017968682e+01,0,3.000000000000e+00
He,Cu,3.695733126487e-01,4.190210158056e-01,9.555436955830e+00,0,3.000000000000e+00
He,Zn,8.062606637274e-01,7.308688505627e-01,3.189259583183e+01,0,3.000000000000e+00
He,Ga,-2.492414023417e-01,-1.004691413536e-01,-6.079133059758e+00,0,3.000000000000e+00
He,Ge,2.182271555148e-01,3.871466779256e-01,7.834019909896e+00,0,3.000000000000e+00
He,As,-1.612967894864e-01,4.693002529061e-02,-4.000058249307e+00,0,3.000000000000e+00
He,Se,-4.951645106453e-02,2.547491581020e-01,-1.413124537346e+00,0,3.000000000000e+00
He,Br,3.016045632562e-01,4.852082756680e-01,1.385190489552e+01,0,3.000000000000e+00
He,Kr,8.103393552037e-01,9.594349748901e-01,7.980307891654e+01,1,3.000000000000e+00
He,Rb,-5.224497212375e-01,-3.219607600414e-01,-1.636288712377e+01,0,4.000000000000e+00
He,Sr,-2.576159758041e-02,6.945833903111e-02,-7.375618421844e-01,0,4.000000000000e+00
He,Y,-1.535050264801e-01,-3.005269784889e-01,-3.226341754471e+01,0,4.000000000000e+00
He,Zr,-7.265935468313e-01,-5.735937494620e-01,-2.902820677911e+01,0,4.000000000000e+00
He,Nb,-6.505520467828e-01,-5.221921712119e-01,-4.772640436294e+01,0,4.000000000000e+00
He,Mo,-5.667141861721e-02,-7.830009795842e-02,-1.288874562343e+01,0,4.000000000000e+00
He,Tc,-6.298189764860e-01,-4.719729018133e-01,-2.154569709021e+01,0,4.000000000000e+00
He,Ru,-6.342547964090e-01,-4.454637666580e-01,-2.239281491270e+01,0,4.000000000000e+00
He,Rh,-7.280559396810e-01,-5.402807266989e-01,-2.777053027770e+01,0,4.000000000000e+00
He,Pd,-6.534984653210e-01,-5.238329566282e-01,-4.799939622505e+01,0,4.000000000000e+00
He,Ag,4.017627773017e-02,1.758650383165e-01,1.048997264852e+00,0,4.000000000000e+00
He,Cd,2.739487545492e-01,3.759163539375e-01,7.013395971853e+00,0,4.000000000000e+00
He,In,-6.365630934299e-01,-3.568578484374e-01,-1.994556291922e+01,0,4.000000000000e+00
He,Sn,-3.715454883112e-01,-3.343626331936e-02,-9.272847897467e+00,0,4.000000000000e+00
He,Sb,-2.524316760111e-01,-1.968023515427e-02,-6.813553131763e+00,0,4.000000000000e+00
He,Te,-2.555520443441e-01,7.458080074654e-02,-6.892206133540e+00,0,4.000000000000e+00
He,I,3.472164257126e-01,4.807945613934e-01,1.006646835947e+01,0,4.000000000000e+00
He,Xe,9.305497295472e-01,9.171766059436e-01,5.795468095790e+01,1,4.000000000000e+00
He,Cs,-6.299892831250e-01,-4.231835847053e-01,-2.030673411318e+01,0,5.000000000000e+00
He,Ba,-2.209896884057e-01,-1.150481969242e-01,-9.776619830222e+00,0,5.000000000000e+00
He,La,-6.742746072038e-01,-4.925634221004e-01,-2.532871283872e+01,0,5.000000000000e+00
He,Ce,-3.077406810630e-01,-8.095465384523e-02,-1.779520415526e+01,0,5.000000000000e+00
He,Pr,-6.597006527120e-01,-4.997080331070e-01,-2.899142718751e+01,0,5.000000000000e+00
He,Nd,-3.884730930942e-01,-1.898727768347e-01,-1.887283586568e+01,0,5.000000000000e+00
He,Pm,-7.283742411585e-01,-5.706112140513e-01,-3.114258162403e+01,0,5.000000000000e+00
He,Sm,-5.982546293148e-01,-3.902614416623e-01,-2.543032538926e+01,0,5.000000000000e+00
He,Eu,1.005597639979e-02,-2.540657697436e-02,4.639722740168e-01,0,5.000000000000e+00
He,Gd,-4.586993737129e-01,-2.220456897389e-01,-1.965661998147e+01,0,5.000000000000e+00
He,Tb,-5.356041980761e-01,-3.038322598674e-01,-2.442011765850e+01,0,5.000000000000e+00
He,Dy,-1.680025524528e-01,-8.311397189380e-02,-8.245612650013e+00,0,5.000000000000e+00
He,Ho,-7.073723526881e-01,-5.896330414131e-01,-2.811829178476e+01,0,5.000000000000e+00
He,Er,-1.717815794437e-01,-9.926538143481e-02,-8.167102356435e+00,0,5.000000000000e+00
He,Tm,-6.475419806060e-02,-2.993395888309e-02,-3.189631890587e+00,0,5.000000000000e+00
He,Yb,-3.140529089892e-01,-1.947878001860e-01,-8.995135491229e+00,0,5.000000000000e+00
He,Lu,-6.625539801731e-01,-4.671364989789e-01,-2.370573540960e+01,0,5.000000000000e+00
He,Hf,-1.957098382391e-01,-1.229006550756e-01,-1.654894653166e+01,0,5.000000000000e+00
He,Ta,-6.419265855003e-01,-4.887295007620e-01,-2.319876412848e+01,0,5.000000000000e+00
He,W,-9.014787823462e-02,8.795277853376e-03,-7.634234804104e+00,0,5.000000000000e+00
He,Re,-4.008310279092e-01,-2.746021069131e-01,-1.234409851244e+01,0,5.000000000000e+00
He,Os,-5.943463717374e-01,-3.916562962373e-01,-1.990331443417e+01,0,5.000000000000e+00
He,Ir,-5.999277766869e-01,-3.761907589198e-01,-1.908771109703e+01,0,5.000000000000e+00
He,Pt,-4.929064874061e-01,-2.270549216095e-01,-1.336098590126e+01,0,5.000000000000e+00
He,Au,-4.469795436028e-01,-2.562447298881e-01,-1.315468151990e+01,0,5.000000000000e+00
He,Hg,7.936785287513e-01,7.634209198312e-01,2.904950942834e+01,0,5.000000000000e+00
He,Tl,-6.233979392062e-01,-3.869284749834e-01,-1.924583192403e+01,0,5.000000000000e+00
He,Pb,-3.948502130752e-01,-4.663282814120e-02,-1.037263357297e+01,0,5.000000000000e+00
He,Bi,-1.132322720166e-01,-5.022511065089e-02,-1.509254098826e+01,0,5.000000000000e+00
He,Po,-5.655372011284e-01,-2.977327985999e-01,-1.921509440784e+01,0,5.000000000000e+00
He,At,-1.732802607702e-01,-2.045474071139e-01,-2.104973830184e+01,0,5.000000000000e+00
He,Rn,4.826679669363e-01,4.936468901115e-01,2.014037871873e+01,1,5.000000000000e+00
He,Fr,-1.685010759283e-01,-3.987889094518e-01,-2.450357698611e+01,0,6.000000000000e+00
He,Ra,-6.993187378523e-01,-4.848523830218e-01,-2.278242807926e+01,0,6.000000000000e+00
He,Ac,-8.290199043073e-01,-6.951492076682e-01,-3.591936915350e+01,0,6.000000000000e+00
He,Th,5.143998444934e-03,5.985492326164e-02,5.830578950069e-01,0,6.000000000000e+00
He,Pa,-2.438356413776e-01,-2.225736516096e-01,-1.580643529898e+01,0,6.000000000000e+00
He,U,-2.095599889653e-01,-1.945765842900e-01,-1.361283157890e+01,0,6.000000000000e+00
He,Np,-2.144352607166e-01,-2.088123905989e-01,-1.390490793334e+01,0,6.000000000000e+00
He,Pu,-2.319453593811e-01,-2.166062934439e-01,-1.504129653898e+01,0,6.000000000000e+00
He,Am,-2.486060954482e-01,-2.498132250269e-01,-1.681729969509e+01,0,6.000000000000e+00
He,Cm,-2.306742036333e-01,-2.124915340003e-01,-1.503015141141e+01,0,6.000000000000e+00
He,Bk,-2.121854948150e-01,-1.983150247195e-01,-1.376736620727e+01,0,6.000000000000e+00
He,Cf,-2.202352532058e-01,-2.258250454511e-01,-1.464503677393e+01,0,6.000000000000e+00
He,Es,-2.128452755655e-01,-2.343403549194e-01,-1.511962116639e+01,0,6.000000000000e+00
He,Fm,-1.420585044710e-01,-1.556356916293e-01,-1.431591987657e+01,0,6.000000000000e+00
He,Md,-1.370300632017e-01,-1.512200033975e-01,-1.381261962658e+01,0,6.000000000000e+00
He,No,-1.345576841853e-01,-1.490493236138e-01,-1.356528350373e+01,0,6.000000000000e+00
He,Lr,-2.298240787854e-01,-2.331582707754e-01,-2.322792930318e+01,0,6.000000000000e+00
He,Rf,-1.694114405646e-01,-1.796859942042e-01,-1.706250124080e+01,0,6.000000000000e+00
He,Db,-1.233666316292e-01,-1.392264160956e-01,-1.244651894804e+01,0,6.000000000000e+00
He,Sg,-6.587220381611e-02,-8.873415203238e-02,-6.694516091003e+00,0,6.000000000000e+00
He,Bh,-7.303580743362e-02,-9.503492560218e-02,-7.413516448132e+00,0,6.000000000000e+00
He,Hs,-8.020984382151e-02,-1.013407078699e-01,-8.132516805261e+00,0,6.000000000000e+00
Li,Be,7.348662383866e-01,7.883817087994e-01,1.109422000685e+02,0,0.000000000000e+00
Li,B,5.598279469823e-01,7.739243282670e-01,8.795912384407e+01,0,0.000000000000e+00
Li,C,2.351389953483e-02,1.803579227954e-01,4.419264363710e+00,0,0.000000000000e+00
Li,N,3.677524583642e-01,2.849393399359e-01,1.546276441562e+01,0,0.000000000000e+00
Li,O,3.746835506121e-01,2.796447790203e-01,1.991441732983e+01,0,0.000000000000e+00
Li,F,2.497051434864e-01,1.775726468058e-01,2.217573360363e+01,0,0.000000000000e+00
Li,Ne,3.680004153426e-01,2.457877235198e-01,3.571358678329e+01,0,0.000000000000e+00
Li,Na,7.258334553837e-01,7.605887302631e-01,8.876160576840e+01,1,1.000000000000e+00
Li,Mg,7.391876732058e-01,7.697606516421e-01,4.810625415736e+01,0,1.000000000000e+00
Li,Al,7.624288736875e-02,4.232830065059e-01,1.598819875236e+00,0,1.000000000000e+00
Li,Si,-5.602918870976e-02,1.532407011611e-01,-1.332102185622e+00,0,1.000000000000e+00
Li,P,1.640924888544e-01,3.948795139541e-01,3.441302519382e+00,0,1.000000000000e+00
Li,S,2.709221372937e-01,4.026481486499e-01,7.857113675523e+00,0,1.000000000000e+00
Li,Cl,3.404247549441e-01,3.485982983942e-01,1.237721945289e+01,0,1.000000000000e+00
Li,Ar,2.337507618803e-01,2.053002194105e-01,1.774525720412e+01,0,1.000000000000e+00
Li,K,1.761906395245e-01,5.371470464616e-01,2.799943434493e+01,1,2.000000000000e+00
Li,Ca,1.548333877753e-01,1.013305268432e-01,5.686670558560e+00,0,2.000000000000e+00
Li,Sc,-2.238449313434e-01,1.547083648792e-01,-5.713553512613e+00,0,2.000000000000e+00
Li,Ti,-2.243714959344e-01,1.044423421008e-01,-7.969789757609e+00,0,2.000000000000e+00
Li,V,-2.578773841060e-01,8.159007551790e-02,-9.014119395016e+00,0,2.000000000000e+00
Li,Cr,3.627028740890e-02,9.293517480969e-02,1.411537102511e+00,0,2.000000000000e+00
Li,Mn,-1.675818200100e-01,-7.840920657298e-02,-5.686592181837e+00,0,2.000000000000e+00
Li,Fe,-8.421329456057e-02,3.166517258696e-02,-5.725340687488e+00,0,2.000000000000e+00
Li,Co,-3.767778012091e-01,-1.812846136960e-01,-2.153649042570e+01,0,2.000000000000e+00
Li,Ni,-2.653369683240e-01,-2.054358244925e-02,-6.138481651734e+00,0,2.000000000000e+00
Li,Cu,7.798659607747e-02,3.829287041494e-01,1.573637093329e+00,0,2.000000000000e+00
Li,Zn,6.103619404468e-01,5.502376814148e-01,1.884241275169e+01,0,2.000000000000e+00
Li,Ga,3.360155095240e-01,4.216770387241e-01,6.396103125177e+00,0,2.000000000000e+00
Li,Ge,-1.029109923801e-01,1.129691446290e-01,-2.883183711162e+00,0,2.000000000000e+00
Li,As,-1.861104663562e-02,1.820002229672e-01,-3.602019506376e-01,0,2.000000000000e+00
Li,Se,3.201500878667e-02,3.483958352149e-01,7.130487500153e-01,0,2.000000000000e+00
Li,Br,1.523791588116e-01,3.074279146270e-01,5.461750225350e+00,0,2.000000000000e+00
Li,Kr,4.563533824512e-01,2.988415495470e-01,3.507427156216e+01,0,2.000000000000e+00
Li,Rb,-3.115370359929e-01,1.585324118996e-01,-7.614822541458e+00,1,3.000000000000e+00
Li,Sr,-2.809414445907e-01,1.959575335037e-01,-6.277346911707e+00,0,3.000000000000e+00
Li,Y,-8.606106274046e-02,3.418911903470e-02,-1.411656860233e+01,0,3.000000000000e+00
Li,Zr,-3.655579237868e-01,-7.354179719261e-02,-1.139776095274e+01,0,3.000000000000e+00
Li,Nb,-3.750977959585e-01,-1.787482677763e-01,-2.147612146838e+01,0,3.000000000000e+00
Li,Mo,-6.993476600465e-02,-6.033270752982e-02,-1.241293167246e+01,0,3.000000000000e+00
Li,Tc,-3.368463295369e-01,-5.804325719267e-02,-8.993138831690e+00,0,3.000000000000e+00
Li,Ru,-3.246109625812e-01,-6.446504496361e-02,-8.944226390603e+00,0,3.000000000000e+00
Li,Rh,-2.889836007441e-01,-2.648091807182e-02,-8.602551711549e+00,0,3.000000000000e+00
Li,Pd,-3.750688459693e-01,-1.809296524442e-01,-2.149992105145e+01,0,3.000000000000e+00
Li,Ag,1.439471389151e-01,4.518439271339e-01,2.933204658163e+00,0,3.000000000000e+00
Li,Cd,3.364487479684e-01,4.570585629844e-01,6.722218367970e+00,0,3.000000000000e+00
Li,In,-2.738705117186e-01,2.234532542738e-01,-6.697069192885e+00,0,3.000000000000e+00
Li,Sn,-1.660649425923e-01,2.884835764422e-01,-3.234549295121e+00,0,3.000000000000e+00
Li,Sb,-1.344848083778e-01,2.029589732833e-01,-2.832942077939e+00,0,3.000000000000e+00
Li,Te,-4.267033587713e-02,3.562042615920e-01,-8.981308830875e-01,0,3.000000000000e+00
Li,I,1.662191016265e-01,4.208980307754e-01,3.760905940393e+00,0,3.000000000000e+00
Li,Xe,3.387028928368e-01,3.332048802192e-01,1.646275475426e+01,0,3.000000000000e+00
Li,Cs,-3.561325119828e-01,1.965871377095e-01,-8.958869578335e+00,1,4.000000000000e+00
Li,Ba,-2.948473182174e-01,1.092717605062e-01,-1.018001857974e+01,0,4.000000000000e+00
Li,La,-4.053209728399e-01,-1.066349119458e-01,-1.188256127196e+01,0,4.000000000000e+00
Li,Ce,-3.541942576884e-01,-1.767018571462e-01,-1.598432313959e+01,0,4.000000000000e+00
Li,Pr,-4.616087573603e-01,-1.748202721648e-01,-1.583183997249e+01,0,4.000000000000e+00
Li,Nd,-4.091651931870e-01,-1.857769768961e-01,-1.551349221082e+01,0,4.000000000000e+00
Li,Pm,-4.462243119405e-01,-1.800176645259e-01,-1.488976802745e+01,0,4.000000000000e+00
Li,Sm,-4.181098469410e-01,-1.524801089876e-01,-1.387046163727e+01,0,4.000000000000e+00
Li,Eu,-3.108370068381e-01,-1.348818548069e-01,-1.119270795723e+01,0,4.000000000000e+00
Li,Gd,-3.695874387090e-01,-1.445402590963e-01,-1.236040119051e+01,0,4.000000000000e+00
Li,Tb,-4.114266012165e-01,-1.678811046471e-01,-1.463965419195e+01,0,4.000000000000e+00
Li,Dy,-3.400552297163e-01,-1.545972935643e-01,-1.302540327017e+01,0,4.000000000000e+00
Li,Ho,-4.402922819429e-01,-1.054258283861e-01,-1.365892734051e+01,0,4.000000000000e+00
Li,Er,-3.397168278022e-01,-1.497340873591e-01,-1.260500834592e+01,0,4.000000000000e+00
Li,Tm,-2.771467069887e-01,-1.413644343673e-01,-1.065410637819e+01,0,4.000000000000e+00
Li,Yb,-3.454201933119e-01,-6.601472736767e-02,-7.721244095546e+00,0,4.000000000000e+00
Li,Lu,-3.608911131207e-01,-4.579351167394e-02,-1.007727299226e+01,0,4.000000000000e+00
