symA,symB,S_cos,S_wcos,S_dot,same_group,period_distance
Cu,Kr,1.639947583895e-01,5.699158549405e-01,2.236233864880e+00,0,0.000000000000e+00
Cu,Rb,2.218586669411e-01,5.890898891550e-01,9.621136332717e-01,0,1.000000000000e+00
Cu,Sr,6.291681109243e-01,8.089752478718e-01,2.494174804777e+00,0,1.000000000000e+00
Cu,Y,-1.634388416741e-01,1.865987856271e-01,-4.756391346661e+00,0,1.000000000000e+00
Cu,Zr,-7.902981371239e-03,8.597131949347e-02,-4.371738403730e-02,0,1.000000000000e+00
Cu,Nb,-3.723457355699e-01,-4.688883274638e-01,-3.782314085014e+00,0,1.000000000000e+00
Cu,Mo,-1.359827770035e-01,2.695501027831e-02,-4.282180909608e+00,0,1.000000000000e+00
Cu,Tc,9.428292674422e-02,1.423804915485e-01,4.465935026151e-01,0,1.000000000000e+00
Cu,Ru,8.620358201775e-02,1.565250763253e-01,4.214099441349e-01,0,1.000000000000e+00
Cu,Rh,-3.733228131081e-02,3.984631450184e-02,-1.971689346740e-01,0,1.000000000000e+00
Cu,Pd,-3.788865880366e-01,-4.729491352352e-01,-3.853319067803e+00,0,1.000000000000e+00
Cu,Ag,1.806498996054e-01,5.738468238633e-01,6.530958432603e-01,1,1.000000000000e+00
Cu,Cd,3.195259149735e-01,6.191240238477e-01,1.132660233601e+00,0,1.000000000000e+00
Cu,In,1.694022705161e-01,4.802976990562e-01,7.349513737739e-01,0,1.000000000000e+00
Cu,Sn,5.640091092081e-01,7.719068212657e-01,1.949044698596e+00,0,1.000000000000e+00
Cu,Sb,3.459862451636e-01,4.709990678926e-01,1.293073366112e+00,0,1.000000000000e+00
Cu,Te,5.111810565992e-01,6.838877079927e-01,1.908922014912e+00,0,1.000000000000e+00
Cu,I,7.134295482292e-01,8.527807804077e-01,2.863930668720e+00,0,1.000000000000e+00
Cu,Xe,4.138998711280e-01,6.532406666946e-01,3.569264727153e+00,0,1.000000000000e+00
Cu,Cs,2.967779979517e-02,4.673708830046e-01,1.324564643768e-01,0,2.000000000000e+00
Cu,Ba,1.803977141954e-01,4.551531616551e-01,1.105050906856e+00,0,2.000000000000e+00
Cu,La,5.707205233483e-02,1.429889970496e-01,2.968481472234e-01,0,2.000000000000e+00
Cu,Ce,1.858938440050e-01,2.384164141497e-01,1.488392966646e+00,0,2.000000000000e+00
Cu,Pr,2.349651506067e-02,1.017298714153e-01,1.429751865962e-01,0,2.000000000000e+00
Cu,Nd,1.812029736770e-01,2.253436228565e-01,1.218922452245e+00,0,2.000000000000e+00
Cu,Pm,-9.948123662005e-02,-7.992450850539e-02,-5.889463638512e-01,0,2.000000000000e+00
Cu,Sm,6.611195710898e-02,1.522916586298e-01,3.891171746076e-01,0,2.000000000000e+00
Cu,Eu,3.694505268996e-01,3.018946071738e-01,2.360253283540e+00,0,2.000000000000e+00
Cu,Gd,1.627031544147e-01,2.383411445697e-01,9.654086909582e-01,0,2.000000000000e+00
Cu,Tb,9.833783344625e-02,1.918635555349e-01,6.208103551235e-01,0,2.000000000000e+00
Cu,Dy,2.980215270956e-01,2.688616373822e-01,2.025299343397e+00,0,2.000000000000e+00
Cu,Ho,-2.231209113764e-03,5.929581627528e-02,-1.228048909329e-02,0,2.000000000000e+00
Cu,Er,2.966244993236e-01,2.641713804311e-01,1.952688470446e+00,0,2.000000000000e+00
Cu,Tm,1.748225049995e-01,2.225023114633e-01,1.192352073428e+00,0,2.000000000000e+00
Cu,Yb,1.207405167566e-01,1.115241021217e-01,4.788422424404e-01,0,2.000000000000e+00
Cu,Lu,5.209772091661e-02,1.107066475261e-01,2.580984683117e-01,0,2.000000000000e+00
Cu,Hf,-1.982914414695e-01,2.315585797953e-01,-2.321647076732e+00,0,2.000000000000e+00
Cu,Ta,6.166908092024e-02,1.144902455864e-01,3.085897521703e-01,0,2.000000000000e+00
Cu,W,-1.344825538332e-01,2.958091707963e-01,-1.576923003431e+00,0,2.000000000000e+00
Cu,Re,2.219737373043e-01,1.926951324421e-01,9.465295514297e-01,0,2.000000000000e+00
Cu,Os,7.644245887592e-02,1.079087010719e-01,3.544499940048e-01,0,2.000000000000e+00
Cu,Ir,6.890111036014e-02,9.306309772918e-02,3.035397977329e-01,0,2.000000000000e+00
Cu,Pt,3.003706295509e-01,3.713751443827e-01,1.127368700422e+00,0,2.000000000000e+00
Cu,Au,1.275865411147e-01,9.632040037151e-02,5.199146930918e-01,1,2.000000000000e+00
Cu,Hg,5.641729261763e-01,7.737748235996e-01,2.859176391045e+00,0,2.000000000000e+00
Cu,Tl,1.180020097406e-01,2.811832642129e-01,5.044234489952e-01,0,2.000000000000e+00
Cu,Pb,4.824036611417e-01,7.089481424769e-01,1.754695617603e+00,0,2.000000000000e+00
Cu,Bi,-1.365682436650e-01,1.118665634819e-01,-2.520440232672e+00,0,2.000000000000e+00
Cu,Po,3.923543841819e-02,9.870771551777e-02,1.845841436480e-01,0,2.000000000000e+00
Cu,At,-3.047905989587e-01,-5.245282573253e-01,-5.126650512157e+00,0,2.000000000000e+00
Cu,Rn,8.510172399479e-02,1.852883325680e-01,4.916907641129e-01,0,2.000000000000e+00
Cu,Fr,-5.639201918078e-02,3.887611930429e-02,-1.135478695827e+00,0,3.000000000000e+00
Cu,Ra,1.785913453290e-01,3.984039700558e-01,8.056006139522e-01,0,3.000000000000e+00
Cu,Ac,-4.170778045441e-02,1.246313005430e-01,-2.502161620630e-01,0,3.000000000000e+00
Cu,Th,2.953015424762e-01,4.266462005661e-01,4.634587692938e+00,0,3.000000000000e+00
Cu,Pa,-5.443891384642e-01,-7.580758885334e-01,-4.886306889943e+00,0,3.000000000000e+00
Cu,U,-5.058725787818e-01,-7.184797447046e-01,-4.550045924033e+00,0,3.000000000000e+00
Cu,Np,-5.638902846581e-01,-7.848279826067e-01,-5.062920015560e+00,0,3.000000000000e+00
Cu,Pu,-5.480382244778e-01,-7.649443963162e-01,-4.920904911418e+00,0,3.000000000000e+00
Cu,Am,-6.474303369107e-01,-8.772009770348e-01,-6.064179853373e+00,0,3.000000000000e+00
Cu,Cm,-5.289491428699e-01,-7.434564340158e-01,-4.772135650420e+00,0,3.000000000000e+00
Cu,Bk,-5.186820057562e-01,-7.324749388185e-01,-4.659838779147e+00,0,3.000000000000e+00
Cu,Cf,-6.177187590273e-01,-8.492876027514e-01,-5.687598822703e+00,0,3.000000000000e+00
Cu,Es,-6.523587379114e-01,-8.949871252850e-01,-6.416495819094e+00,0,3.000000000000e+00
Cu,Fm,-4.944769792960e-01,-6.380665100135e-01,-6.899738560865e+00,0,3.000000000000e+00
Cu,Md,-4.931670988581e-01,-6.371626238748e-01,-6.883175240300e+00,0,3.000000000000e+00
Cu,No,-4.925156566577e-01,-6.367126660879e-01,-6.875035551338e+00,0,3.000000000000e+00
Cu,Lr,-5.139989419445e-01,-6.513892383569e-01,-7.193027644284e+00,0,3.000000000000e+00
Cu,Rf,-5.012455925526e-01,-6.427186419540e-01,-6.990126967372e+00,0,3.000000000000e+00
Cu,Db,-4.895061872821e-01,-6.346303037266e-01,-6.838217655911e+00,0,3.000000000000e+00
Cu,Sg,-4.724977467800e-01,-6.227452047770e-01,-6.648922563749e+00,0,3.000000000000e+00
Cu,Bh,-4.747567210317e-01,-6.243354261742e-01,-6.672584450269e+00,0,3.000000000000e+00
Cu,Hs,-4.769793597522e-01,-6.258964871934e-01,-6.696246336790e+00,0,3.000000000000e+00
Zn,Ga,2.437010103018e-01,5.466232742071e-01,1.259150894510e+00,0,0.000000000000e+00
Zn,Ge,3.655193693166e-01,6.451535326464e-01,2.779618927558e+00,0,0.000000000000e+00
Zn,As,8.061649802731e-02,3.039620437641e-01,4.235098411717e-01,0,0.000000000000e+00
Zn,Se,3.062963000131e-01,6.754110026673e-01,1.851704420134e+00,0,0.000000000000e+00
Zn,Br,4.161381988645e-01,6.665984738717e-01,4.048630678623e+00,0,0.000000000000e+00
Zn,Kr,6.888976136168e-01,8.432913849875e-01,1.437164171586e+01,0,0.000000000000e+00
Zn,Rb,-3.390409813039e-01,2.233164383209e-01,-2.249399605372e+00,0,1.000000000000e+00
Zn,Sr,2.005188321930e-01,6.007189278230e-01,1.216129436354e+00,0,1.000000000000e+00
Zn,Y,-2.253245153582e-01,-6.917211000954e-02,-1.003217730154e+01,0,1.000000000000e+00
Zn,Zr,-4.836859518217e-01,-1.581524208250e-01,-4.093465468340e+00,0,1.000000000000e+00
Zn,Nb,-6.023597186647e-01,-5.307153035131e-01,-9.361201126489e+00,0,1.000000000000e+00
Zn,Mo,-1.291074018925e-01,-1.877112764977e-02,-6.220090382956e+00,0,1.000000000000e+00
Zn,Tc,-3.848305541723e-01,-8.087680352224e-02,-2.788774121325e+00,0,1.000000000000e+00
Zn,Ru,-3.829202372487e-01,-5.963265329561e-02,-2.863862977428e+00,0,1.000000000000e+00
Zn,Rh,-4.652840086073e-01,-1.547547902804e-01,-3.759555802461e+00,0,1.000000000000e+00
Zn,Pd,-6.036218695652e-01,-5.340634970568e-01,-9.391936641610e+00,0,1.000000000000e+00
Zn,Ag,2.771069587500e-01,5.890388462641e-01,1.532678537026e+00,0,1.000000000000e+00
Zn,Cd,5.240416483164e-01,7.034556666069e-01,2.841998332421e+00,1,1.000000000000e+00
Zn,In,-3.217527818149e-01,2.290980997446e-01,-2.135630616141e+00,0,1.000000000000e+00
Zn,Sn,4.674435423488e-02,5.642521211354e-01,2.471321765240e-01,0,1.000000000000e+00
Zn,Sb,3.111030622668e-02,3.810125137967e-01,1.778824357494e-01,0,1.000000000000e+00
Zn,Te,1.472132817275e-01,5.758745382842e-01,8.410559318437e-01,0,1.000000000000e+00
Zn,I,5.940568943649e-01,8.407362508144e-01,3.648412178439e+00,0,1.000000000000e+00
Zn,Xe,8.313685501154e-01,8.901104813530e-01,1.096835527487e+01,0,1.000000000000e+00
Zn,Cs,-3.725177852703e-01,2.041673279666e-01,-2.543624026470e+00,0,2.000000000000e+00
Zn,Ba,-1.086314992498e-01,2.920623744431e-01,-1.018055552883e+00,0,2.000000000000e+00
Zn,La,-4.599264632157e-01,-1.119593362199e-01,-3.659853486387e+00,0,2.000000000000e+00
Zn,Ce,-2.244841728217e-01,6.520850626912e-02,-2.749810566007e+00,0,2.000000000000e+00
Zn,Pr,-5.146394380378e-01,-1.797462045302e-01,-4.790984118329e+00,0,2.000000000000e+00
Zn,Nd,-2.916961097179e-01,1.090745861502e-02,-3.001966503529e+00,0,2.000000000000e+00
Zn,Pm,-5.832321488527e-01,-3.036788924518e-01,-5.282511770138e+00,0,2.000000000000e+00
Zn,Sm,-4.139637814400e-01,-7.395863972101e-02,-3.727581779671e+00,0,2.000000000000e+00
Zn,Eu,6.871039224617e-02,1.716199587201e-01,6.715667671852e-01,0,2.000000000000e+00
Zn,Gd,-2.887583182702e-01,4.184907656660e-02,-2.621284646690e+00,0,2.000000000000e+00
Zn,Tb,-3.757887420623e-01,-2.835470832902e-02,-3.629497742009e+00,0,2.000000000000e+00
Zn,Dy,-7.581539836606e-02,1.076626231536e-01,-7.882490502402e-01,0,2.000000000000e+00
Zn,Ho,-5.106209047455e-01,-1.974690363874e-01,-4.299702703848e+00,0,2.000000000000e+00
Zn,Er,-6.547373200613e-02,1.095873911528e-01,-6.594129759702e-01,0,2.000000000000e+00
Zn,Tm,-6.120978683670e-02,1.115069059199e-01,-6.386934879447e-01,0,2.000000000000e+00
Zn,Yb,-1.605253455002e-01,4.254652811519e-02,-9.739742782800e-01,0,2.000000000000e+00
Zn,Lu,-4.046398839898e-01,-7.853350344145e-02,-3.066901574603e+00,0,2.000000000000e+00
Zn,Hf,-3.151690434063e-01,3.766946425004e-02,-5.645471689814e+00,0,2.000000000000e+00
Zn,Ta,-3.967876119768e-01,-1.009328420908e-01,-3.037641916668e+00,0,2.000000000000e+00
Zn,W,-2.240309811763e-01,1.257430163803e-01,-4.018991339747e+00,0,2.000000000000e+00
Zn,Re,-1.869443183220e-01,4.654341244465e-02,-1.219577216532e+00,0,2.000000000000e+00
Zn,Os,-3.497665397889e-01,-6.214857926702e-02,-2.481207209329e+00,0,2.000000000000e+00
Zn,Ir,-3.544037421316e-01,-7.092293323226e-02,-2.388648066398e+00,0,2.000000000000e+00
Zn,Pt,-1.625217550623e-01,2.004181202041e-01,-9.332209089835e-01,0,2.000000000000e+00
Zn,Au,-1.654880981748e-01,2.247229881589e-02,-1.031711902534e+00,0,2.000000000000e+00
Zn,Hg,8.339987120853e-01,9.334681567906e-01,6.466340007957e+00,1,2.000000000000e+00
Zn,Tl,-3.028748232585e-01,1.011963841295e-01,-1.980767427544e+00,0,2.000000000000e+00
Zn,Pb,2.050315847244e-02,5.443716264790e-01,1.140975748086e-01,0,2.000000000000e+00
Zn,Bi,-1.369018308849e-01,7.419116423855e-02,-3.865452886024e+00,0,2.000000000000e+00
Zn,Po,-3.093083313719e-01,-8.954789001975e-03,-2.226239827637e+00,0,2.000000000000e+00
Zn,At,-2.977003457859e-01,-4.748554378366e-01,-7.660831897375e+00,0,2.000000000000e+00
Zn,Rn,3.849093861803e-01,4.198131418152e-01,3.402331631840e+00,0,2.000000000000e+00
Zn,Fr,-1.535226103363e-01,-1.129156977976e-01,-4.729313891994e+00,0,3.000000000000e+00
Zn,Ra,-4.152800393867e-01,9.721824747483e-02,-2.865925425977e+00,0,3.000000000000e+00
Zn,Ac,-5.685593300897e-01,-1.753178347438e-01,-5.218413860374e+00,0,3.000000000000e+00
Zn,Th,-2.358280967348e-02,2.299383964543e-01,-5.662463078912e-01,0,3.000000000000e+00
Zn,Pa,-4.385230549141e-01,-6.350319820818e-01,-6.021825519105e+00,0,3.000000000000e+00
Zn,U,-3.912087306455e-01,-5.918393877232e-01,-5.383288169662e+00,0,3.000000000000e+00
Zn,Np,-4.146311998894e-01,-6.408419354350e-01,-5.695513445948e+00,0,3.000000000000e+00
Zn,Pu,-4.165221032109e-01,-6.289805248725e-01,-5.721852046817e+00,0,3.000000000000e+00
Zn,Am,-4.754409914429e-01,-7.216864970636e-01,-6.813026832863e+00,0,3.000000000000e+00
Zn,Cm,-3.972198015315e-01,-6.075199530623e-01,-5.482696443548e+00,0,3.000000000000e+00
Zn,Bk,-3.943185353105e-01,-6.012313160758e-01,-5.419776160476e+00,0,3.000000000000e+00
Zn,Cf,-4.489428594690e-01,-6.957064047011e-01,-6.324026519631e+00,0,3.000000000000e+00
Zn,Es,-4.950415457224e-01,-7.486952926369e-01,-7.449335401609e+00,0,3.000000000000e+00
Zn,Fm,-4.194506164227e-01,-5.669782544559e-01,-8.954304177374e+00,0,3.000000000000e+00
Zn,Md,-4.152481159707e-01,-5.643493205854e-01,-8.866798732182e+00,0,3.000000000000e+00
Zn,No,-4.131769692387e-01,-5.630525808710e-01,-8.823796056259e+00,0,3.000000000000e+00
Zn,Lr,-4.906044484758e-01,-6.111401470527e-01,-1.050377559617e+01,0,3.000000000000e+00
Zn,Rf,-4.420762642194e-01,-5.810849053014e-01,-9.431833892565e+00,0,3.000000000000e+00
Zn,Db,-4.037621244888e-01,-5.571483511971e-01,-8.629283952375e+00,0,3.000000000000e+00
Zn,Sg,-3.543759616176e-01,-5.258748661862e-01,-7.629221721608e+00,0,3.000000000000e+00
Zn,Bh,-3.606211919424e-01,-5.298611995652e-01,-7.754229500454e+00,0,3.000000000000e+00
Zn,Hs,-3.668494692034e-01,-5.338268966108e-01,-7.879237279300e+00,0,3.000000000000e+00
Ga,Ge,3.444110343074e-01,5.415334121997e-01,1.614949652470e+00,0,0.000000000000e+00
Ga,As,5.184950432866e-01,6.185489171004e-01,1.679543485452e+00,0,0.000000000000e+00
Ga,Se,6.913812579551e-01,7.989790446643e-01,2.577238324133e+00,0,0.000000000000e+00
Ga,Br,2.253979284326e-01,4.541745754551e-01,1.352158381514e+00,0,0.000000000000e+00
Ga,Kr,-5.704360336032e-03,9.783129919128e-02,-7.337797434940e-02,0,0.000000000000e+00
Ga,Rb,5.053575944159e-01,7.634609743261e-01,2.067379857156e+00,0,1.000000000000e+00
Ga,Sr,2.635750349890e-01,8.051309060324e-01,9.856800636263e-01,0,1.000000000000e+00
Ga,Y,-1.244932671154e-01,3.340825310160e-01,-3.417745211321e+00,0,1.000000000000e+00
Ga,Zr,4.565099624157e-01,5.786575463275e-01,2.382237092433e+00,0,1.000000000000e+00
Ga,Nb,1.920037645289e-03,-1.970550917018e-01,1.839892562995e-02,0,1.000000000000e+00
Ga,Mo,-1.595334913508e-01,1.147516832044e-01,-4.739194023943e+00,0,1.000000000000e+00
Ga,Tc,4.760020156706e-01,5.967929260207e-01,2.126961608807e+00,0,1.000000000000e+00
Ga,Ru,4.789117294389e-01,5.991408796724e-01,2.208546031329e+00,0,1.000000000000e+00
Ga,Rh,4.914106551285e-01,5.776575127659e-01,2.448330504166e+00,0,1.000000000000e+00
Ga,Pd,5.679191678651e-03,-1.976576870511e-01,5.448585628857e-02,0,1.000000000000e+00
Ga,Ag,1.313994943352e-01,6.026619212759e-01,4.481303970327e-01,0,1.000000000000e+00
Ga,Cd,3.277988515243e-01,6.107050394628e-01,1.096156360300e+00,0,1.000000000000e+00
Ga,In,5.822166345563e-01,8.027191542983e-01,2.382843408414e+00,1,1.000000000000e+00
Ga,Sn,7.930490337261e-01,9.546994851629e-01,2.585277911749e+00,0,1.000000000000e+00
Ga,Sb,5.308879304776e-01,7.598486495913e-01,1.871710597466e+00,0,1.000000000000e+00
Ga,Te,6.830635689746e-01,8.180446162923e-01,2.406279508139e+00,0,1.000000000000e+00
Ga,I,4.192592240373e-01,6.663580809352e-01,1.587689410643e+00,0,1.000000000000e+00
Ga,Xe,-2.350967036853e-01,1.759673384957e-01,-1.912500349863e+00,0,1.000000000000e+00
Ga,Cs,3.765015722645e-01,7.343513892226e-01,1.585184313978e+00,0,2.000000000000e+00
Ga,Ba,3.178996634372e-02,5.017646532152e-01,1.837015571128e-01,0,2.000000000000e+00
Ga,La,4.375569120612e-01,5.771833317703e-01,2.146925209491e+00,0,2.000000000000e+00
Ga,Ce,2.050462227702e-01,2.775046888432e-01,1.548730634242e+00,0,2.000000000000e+00
Ga,Pr,3.316424026893e-01,4.853855092823e-01,1.903701208703e+00,0,2.000000000000e+00
Ga,Nd,2.366907980224e-01,3.631550323364e-01,1.501978252867e+00,0,2.000000000000e+00
Ga,Pm,3.733588290719e-01,4.399549569345e-01,2.085126990073e+00,0,2.000000000000e+00
Ga,Sm,3.769005278240e-01,4.874316331576e-01,2.092659870277e+00,0,2.000000000000e+00
Ga,Eu,6.626357580276e-02,4.116088612289e-01,3.993454152416e-01,0,2.000000000000e+00
Ga,Gd,3.531992018885e-01,4.389762702818e-01,1.976999043676e+00,0,2.000000000000e+00
Ga,Tb,3.303070895092e-01,4.331945915998e-01,1.967105833086e+00,0,2.000000000000e+00
Ga,Dy,1.667516143473e-01,3.578766071210e-01,1.069013396489e+00,0,2.000000000000e+00
Ga,Ho,3.840346468718e-01,5.563408877094e-01,1.993963987262e+00,0,2.000000000000e+00
Ga,Er,1.752734446618e-01,3.781569589741e-01,1.088462773231e+00,0,2.000000000000e+00
Ga,Tm,-1.162619436437e-02,3.128600870242e-01,-7.480252637528e-02,0,2.000000000000e+00
Ga,Yb,2.648012066279e-01,4.974304346107e-01,9.906743072229e-01,0,2.000000000000e+00
Ga,Lu,4.834774570446e-01,6.097681500761e-01,2.259510926907e+00,0,2.000000000000e+00
Ga,Hf,-2.521288845656e-01,1.850114951947e-01,-2.784750871586e+00,0,2.000000000000e+00
Ga,Ta,4.657606795737e-01,5.774075155721e-01,2.198610814529e+00,0,2.000000000000e+00
Ga,W,-2.693004490514e-01,1.616891278180e-01,-2.978880851303e+00,0,2.000000000000e+00
Ga,Re,3.885327203658e-01,5.839899100365e-01,1.562901819123e+00,0,2.000000000000e+00
Ga,Os,4.866135816969e-01,5.676350403069e-01,2.128511817363e+00,0,2.000000000000e+00
Ga,Ir,5.219781885454e-01,5.675060528617e-01,2.169268400516e+00,0,2.000000000000e+00
Ga,Pt,6.640015797297e-01,7.641152466202e-01,2.350981087265e+00,0,2.000000000000e+00
Ga,Au,5.588227322332e-01,5.461678894336e-01,2.148190570980e+00,0,2.000000000000e+00
Ga,Hg,-6.632662018855e-02,4.306299301729e-01,-3.170940477375e-01,0,2.000000000000e+00
Ga,Tl,6.348961730161e-01,7.334703514560e-01,2.560236512871e+00,1,2.000000000000e+00
Ga,Pb,6.728756758788e-01,8.603044064076e-01,2.308859680505e+00,0,2.000000000000e+00
Ga,Bi,-9.982438549143e-02,1.283871008126e-01,-1.737940240638e+00,0,2.000000000000e+00
Ga,Po,5.444340646813e-01,5.623755261463e-01,2.416198923102e+00,0,2.000000000000e+00
Ga,At,-1.875644355736e-02,-1.973815680592e-01,-2.976145460931e-01,0,2.000000000000e+00
Ga,Rn,-3.240103909442e-01,1.572184547994e-01,-1.765973348547e+00,0,2.000000000000e+00
Ga,Fr,1.334720974256e-02,4.103848089214e-01,2.535264904767e-01,0,3.000000000000e+00
Ga,Ra,4.629836505977e-01,7.273328078856e-01,1.970137552563e+00,0,3.000000000000e+00
Ga,Ac,4.763183235716e-01,6.430468585222e-01,2.695672218338e+00,0,3.000000000000e+00
Ga,Th,-1.080622094126e-02,2.635564444532e-01,-1.599892290985e-01,0,3.000000000000e+00
Ga,Pa,-4.656769107768e-01,-8.033750504697e-01,-3.943006634867e+00,0,3.000000000000e+00
Ga,U,-4.622984521080e-01,-7.908453330302e-01,-3.922550965172e+00,0,3.000000000000e+00
Ga,Np,-4.808129528508e-01,-8.199752694026e-01,-4.072434683640e+00,0,3.000000000000e+00
Ga,Pu,-4.650984381283e-01,-8.057724094724e-01,-3.939585387817e+00,0,3.000000000000e+00
Ga,Am,-4.852841019514e-01,-8.351302052824e-01,-4.287919329281e+00,0,3.000000000000e+00
Ga,Cm,-4.527271591298e-01,-7.936875017037e-01,-3.853070235152e+00,0,3.000000000000e+00
Ga,Bk,-4.638705639428e-01,-7.965720661761e-01,-3.931316763441e+00,0,3.000000000000e+00
Ga,Cf,-4.904881305974e-01,-8.372594571884e-01,-4.260280379890e+00,0,3.000000000000e+00
Ga,Es,-5.036258859684e-01,-8.414066821532e-01,-4.672948455506e+00,0,3.000000000000e+00
Ga,Fm,-5.428741416998e-01,-7.714508718012e-01,-7.145904827380e+00,0,3.000000000000e+00
Ga,Md,-5.441713356684e-01,-7.725103379115e-01,-7.164764285407e+00,0,3.000000000000e+00
Ga,No,-5.447997625715e-01,-7.730236529805e-01,-7.174032361924e+00,0,3.000000000000e+00
Ga,Lr,-5.160014526939e-01,-7.494538028554e-01,-6.811957709877e+00,0,3.000000000000e+00
Ga,Rf,-5.353660383336e-01,-7.653189490850e-01,-7.042986070715e+00,0,3.000000000000e+00
Ga,Db,-5.475673215197e-01,-7.752849247900e-01,-7.215954242910e+00,0,3.000000000000e+00
Ga,Sg,-5.598257918510e-01,-7.853324743599e-01,-7.431490906083e+00,0,3.000000000000e+00
Ga,Bh,-5.584755046587e-01,-7.842215849667e-01,-7.404548823186e+00,0,3.000000000000e+00
Ga,Hs,-5.570730538281e-01,-7.830692206208e-01,-7.377606740290e+00,0,3.000000000000e+00
Ge,As,5.773182913236e-02,9.353812813633e-02,2.752430598711e-01,0,0.000000000000e+00
Ge,Se,3.768563833524e-01,3.967608995106e-01,2.067603554688e+00,0,0.000000000000e+00
Ge,Br,5.842559526832e-01,5.563396645362e-01,5.158639818602e+00,0,0.000000000000e+00
Ge,Kr,3.069443054607e-02,4.721108254665e-01,5.811292878395e-01,0,0.000000000000e+00
Ge,Rb,4.674280206871e-02,2.650421510992e-01,2.814431242383e-01,0,1.000000000000e+00
Ge,Sr,4.793905230320e-01,7.174739941135e-01,2.638612162512e+00,0,1.000000000000e+00
Ge,Y,-6.648661423855e-02,1.485082511235e-01,-2.686472829028e+00,0,1.000000000000e+00
Ge,Zr,1.636235611982e-01,2.018878734152e-01,1.256709735477e+00,0,1.000000000000e+00
Ge,Nb,-2.439941056514e-01,-4.213678121795e-01,-3.441251953500e+00,0,1.000000000000e+00
Ge,Mo,4.228259798119e-02,2.991820065479e-01,1.848709612186e+00,0,1.000000000000e+00
Ge,Tc,2.397223168117e-01,2.835089584669e-01,1.576571754140e+00,0,1.000000000000e+00
Ge,Ru,2.580804247295e-01,3.226032137049e-01,1.751702953523e+00,0,1.000000000000e+00
Ge,Rh,5.162177449405e-02,3.435893813054e-02,3.785409082487e-01,0,1.000000000000e+00
Ge,Pd,-2.422861611477e-01,-4.223170430785e-01,-3.421214299328e+00,0,1.000000000000e+00
Ge,Ag,-1.380818887981e-01,6.052962143106e-02,-6.931094887917e-01,0,1.000000000000e+00
Ge,Cd,-9.138256099939e-02,1.504106877290e-01,-4.497620641128e-01,0,1.000000000000e+00
Ge,In,2.733057735610e-01,2.131329523091e-01,1.646319474914e+00,0,1.000000000000e+00
Ge,Sn,4.425792392544e-01,5.051112620599e-01,2.123501876912e+00,1,1.000000000000e+00
Ge,Sb,3.847725302608e-01,2.712399867932e-01,1.996614967720e+00,0,1.000000000000e+00
Ge,Te,2.495661321184e-01,2.601139175821e-01,1.293972401995e+00,0,1.000000000000e+00
Ge,I,3.379314647990e-01,4.672788325657e-01,1.883501492580e+00,0,1.000000000000e+00
Ge,Xe,1.668373380723e-01,4.774711295428e-01,1.997572963035e+00,0,1.000000000000e+00
Ge,Cs,-3.333337039096e-02,1.635380067188e-01,-2.065601860110e-01,0,2.000000000000e+00
Ge,Ba,4.870912883747e-01,5.864171972149e-01,4.142738759306e+00,0,2.000000000000e+00
Ge,La,2.478913942749e-01,3.269194399669e-01,1.790186315158e+00,0,2.000000000000e+00
Ge,Ce,5.215927220777e-01,6.836138589337e-01,5.798425135867e+00,0,2.000000000000e+00
Ge,Pr,2.229502820182e-01,3.389462718407e-01,1.883610812294e+00,0,2.000000000000e+00
Ge,Nd,4.533397859570e-01,6.216786070556e-01,4.234094256722e+00,0,2.000000000000e+00
Ge,Pm,8.115510382300e-02,6.460066747702e-02,6.670775692919e-01,0,2.000000000000e+00
Ge,Sm,3.497261494215e-01,4.679550846470e-01,2.857948658330e+00,0,2.000000000000e+00
Ge,Eu,4.436251271286e-01,6.331836707105e-01,3.934996834710e+00,0,2.000000000000e+00
Ge,Gd,4.837309540091e-01,6.255763106065e-01,3.985153373617e+00,0,2.000000000000e+00
Ge,Tb,4.028329855970e-01,5.611750156520e-01,3.530931334686e+00,0,2.000000000000e+00
Ge,Dy,5.275591893884e-01,6.778807268328e-01,4.977814503650e+00,0,2.000000000000e+00
Ge,Ho,1.164924239811e-01,1.333477445265e-01,8.902233903076e-01,0,2.000000000000e+00
Ge,Er,5.181402359527e-01,6.644569072956e-01,4.735863677797e+00,0,2.000000000000e+00
Ge,Tm,5.638601263471e-01,6.975308314250e-01,5.339547902419e+00,0,2.000000000000e+00
Ge,Yb,1.857077337141e-01,2.160867571336e-01,1.022575412727e+00,0,2.000000000000e+00
Ge,Lu,1.812884507518e-01,1.672163053779e-01,1.246989424239e+00,0,2.000000000000e+00
Ge,Hf,-2.321712616404e-01,7.442207605663e-02,-3.774214887162e+00,0,2.000000000000e+00
Ge,Ta,2.306502498625e-01,2.658272335039e-01,1.602484669327e+00,0,2.000000000000e+00
Ge,W,-1.354643187494e-01,2.398335997017e-01,-2.205440717129e+00,0,2.000000000000e+00
Ge,Re,2.886093048461e-01,3.198678791463e-01,1.708711893856e+00,0,2.000000000000e+00
Ge,Os,2.208499498346e-01,2.463298343636e-01,1.421816534306e+00,0,2.000000000000e+00
Ge,Ir,1.765639167102e-01,1.865847632688e-01,1.079983957065e+00,0,2.000000000000e+00
Ge,Pt,2.688658888906e-01,2.945531746300e-01,1.401103265684e+00,0,2.000000000000e+00
