k,inertia,silhouette,status,repeat
2,3.358922904769032e+37,0.7885289331136748,ok,4
3,2.099809368177656e+37,0.5742999945484693,ok,4
4,1.305026049323122e+37,0.5862296837161507,ok,4
5,1.088858563604654e+37,0.4284383580585048,ok,4
6,9.155415564583058e+36,0.42446612910596215,ok,4
7,7.385288763158426e+36,0.48267064862530173,ok,4
8,6.049054001122854e+36,0.4919550594155034,ok,4
