symbol,pc1,pc2,pc3
Ac,-1.2979044750394531e+17,-2.3713832893395635e+17,-1.3006388395279946e+17
Ag,-1.2752196088997571e+17,-2.488313023250912e+16,-1.25460002172158e+17
Al,-1.2818113830832504e+17,-7.789512231431994e+16,1.2581900871811476e+16
Am,-1.2357153226150821e+17,-2.284983695690973e+17,-1.6184101960589763e+17
Ar,1.991337268432742e+16,1.538830372396707e+18,9.384754789272453e+16
As,-1.286756807600792e+17,196007981747993.06,-1.2691200873240632e+17
At,-1.1735412506544883e+17,-2.3149774517046374e+17,-1.569262722170518e+17
Au,-1.2124373366344365e+17,-1.275875022260246e+17,-1.3842720949205102e+17
B,-1.2719292654548522e+17,-6834932825488586.0,-2.126117735619082e+17
Ba,-1.3482480498193283e+17,-2.951698508742372e+17,2.312853195211315e+17
Be,-1.0570492099077362e+17,1.8259121808099613e+17,-3.236796065042721e+17
Bh,-1.2799002545509693e+17,-2.2253190136556054e+17,-1.6076082755787882e+17
Bi,-1.2899963574053187e+17,-1.1718069676313765e+17,-1.3104259417175979e+17
Bk,-1.2488824356824443e+17,-2.1993152904451085e+17,-1.5869113703368557e+17
Br,-1.3326667014236742e+17,4.599693403527024e+17,-6.192092095806123e+16
C,-6.709949149680518e+16,8.462799104655095e+17,-4662327207051391.0
Ca,2.171169776133157e+17,6.799124706549277e+17,2.085046189598944e+17
Cd,-2.6716442237195524e+16,-2.700783836918934e+16,-1.2112675366263656e+17
Ce,-1.2984501324446917e+17,-2.984849754826683e+17,3.0734966951144614e+17
Cf,-1.1437801487506232e+17,-2.282191561621059e+17,-1.596319271177642e+17
Cl,-2.1987516443854508e+16,8.209725806518148e+17,-9200635724183398.0
Cm,-1.2232990254455589e+17,-2.2860772744045523e+17,-1.528741071257211e+17
Co,-1.2172557679870085e+17,-2.2814796101421373e+17,-1.628675417277914e+17
Cr,-1.1116573973341427e+17,3.360992701904387e+17,2.3647947426303834e+17
Cs,-1.270328220968496e+17,-2.357063661101646e+17,-1.1354589226314898e+16
Cu,-1.2306146542754317e+17,4.9696612758329235e+17,-3.437415986360569e+16
Db,-1.2385054471823683e+17,-2.3929025310295107e+17,-1.644422879989941e+17
Dy,-1.5037643413745664e+17,-3.207240799698047e+17,4.7947693996378515e+17
Er,-1.4833310450812944e+17,-3.171477963322529e+17,4.5865396449547e+17
Es,-1.2743668056438683e+17,-2.347159488105795e+17,-1.5928325412974902e+17
Eu,-1.4268810459940171e+17,-2.93371130253967e+17,4.4143857887551763e+17
F,9.878296971112589e+17,-7.808716612824216e+16,-9.018137443188477e+16
Fe,-1.332991489892603e+17,7.306193342953238e+17,2.3464832884405344e+17
Fm,-1.217024088076635e+17,-2.3404858905393843e+17,-1.6235927648304506e+17
Fr,-1.2327840318745718e+17,-2.426809188689733e+17,-5.2847678886419784e+16
Ga,-8.181035484823653e+16,-3.5780400252077228e+16,9.880196278648027e+16
Gd,-1.4327858137952334e+17,-3.063834156599766e+17,3.3258556681369434e+17
Ge,-1.2416277090707912e+17,8.944342162726252e+17,1.0524117236462456e+16
H,-1.1767643321142882e+17,1.0168505213968118e+17,-1.1462656022157328e+17
He,4.814876932456688e+18,-2.2547541052087056e+17,6.085544426445806e+16
Hf,-1.3189396748307234e+17,-1.791883671300358e+17,1.3237104964481304e+17
Hg,-2.274846203305567e+16,4.581000147905298e+17,-5.686385013549962e+16
Ho,-1.2624075425784966e+17,-2.615350860719565e+17,-2507100711325674.5
Hs,-1.1997553251647573e+17,-2.3143850826419363e+17,-1.6233705403066365e+17
I,-1.2512391347767514e+17,3.074318263056953e+17,-8.299479301436926e+16
In,-1.3902145802157246e+17,-2.329491525230233e+17,-2.8591525893408004e+16
Ir,-1.2405157064540725e+17,-5.011035356498451e+16,-3.5376453679585504e+16
K,5.074537441202294e+17,-2.5996181561348323e+17,5.0884231607185064e+16
Kr,-1.845363040492424e+16,1.4178140473378153e+18,5.887896879332133e+16
La,-1.4018294113749371e+17,-2.403380522621812e+17,8.744981564403006e+16
Li,-4.998364970857441e+16,-2.5368038957290403e+17,-1.0250363715542195e+17
Lr,-1.2285189076554573e+17,-2.3231409143796176e+17,-1.6153315359888115e+17
Lu,-1.412745129224361e+17,-2.6358965864086826e+17,5.4078846483722536e+16
Md,-1.2437088446846566e+17,-2.259229994214531e+17,-1.609758023532121e+17
Mg,-5.4931831111806024e+16,2.345631381957933e+17,-1.4730586782518365e+17
Mn,-1.2463994058269147e+17,5.32946986857042e+17,7.1126110955708584e+16
Mo,-1.313760069625196e+17,-3.250072971541354e+16,1.6185990129145926e+17
N,5.527722178993014e+16,8.442228289333626e+17,-2092772635500208.2
Na,1.7214765692159785e+18,-2.6456035960080528e+17,-1.4544027803356642e+16
Nb,-1.1899503355038437e+17,-2.297141251497132e+17,-1.6244959831172813e+17
Nd,-1.3804401464542995e+17,-2.912333147449263e+17,2.6073857024363082e+17
Ne,1.7352545812892055e+18,-2.367485864239931e+17,-8.70940998412357e+16
Ni,-1.2049200314983166e+17,8.336783970222333e+16,-3.0842438433327744e+16
No,-1.2544071796791584e+17,-2.289169158396615e+17,-1.643096290221193e+17
Np,-1.2834898377833453e+17,-2.287813759978373e+17,-1.6170037379544902e+17
O,1.1397747381335698e+18,6.55379627908298e+17,2.1111064155470268e+16
Os,-1.3173988455129558e+17,-8.837625030310443e+16,6047813835826373.0
P,-1.3864022774724629e+17,4.255854150565684e+17,-7.0574695136798104e+16
Pa,-1.2505015058638523e+17,-2.246578669526489e+17,-1.583467763635232e+17
Pb,-1.2096716902623453e+17,-2.8050021121689184e+16,-1.2040685146880643e+17
Pd,-1.1534127585390344e+17,-2.3477787423549296e+17,-1.6421004010096912e+17
Pm,-1.315600691030933e+17,-2.4988459024373837e+17,-3146064429148666.5
Po,-1.2453085287969654e+17,-1.911955621096506e+17,-1.529746280054101e+17
Pr,-1.35502844360342e+17,-2.5776982077475798e+17,3.3628641512286908e+16
Pt,-1.2715086518688906e+17,3.971234131261803e+16,-7.797014488469722e+16
Pu,-1.2316505026310515e+17,-2.3177177142142173e+17,-1.5774606256343715e+17
Ra,-1.307107120198097e+17,-2.4145159794869667e+17,-7.993817545997846e+16
Rb,-1.029671192855835e+17,-2.6569877645470896e+17,5.485632351017321e+16
Re,-1.1918487032463355e+17,-3.3401207529943616e+16,1.3995081959671696e+16
Rf,-1.2137620388240384e+17,-2.3383825760444016e+17,-1.631679034560525e+17
Rh,-1.228917419733416e+17,-2.039037014705216e+17,-5.787976398221738e+16
Rn,-1.3223112966346139e+17,2.8038383963309344e+16,-1.2901270685459146e+17
Ru,-1.3553881771122302e+17,-1.8888389852429834e+17,9.974607904821749e+16
S,-1.3140210118073498e+17,7.544131363266098e+17,-2.3304705356039744e+16
Sb,-1.235185922150163e+17,4.0344550486835544e+16,-1.1728311421619398e+17
Sc,-1.1942861554044555e+17,5.8805136905443016e+16,1.8050541121912435e+17
Se,-1.3126053402814115e+17,1.2892451357250549e+17,-1.077616873836929e+17
Sg,-1.2796350672600904e+17,-2.2622476083069645e+17,-1.600872992896528e+17
Si,-1.3700977988297494e+17,7.680312071512145e+17,-3111950189002253.5
Sm,-1.461379296091339e+17,-2.7911344179267622e+17,1.601020859280034e+17
Sn,-1.2438834621003797e+17,1.1297209302061206e+17,-8.173479171386891e+16
Sr,-1.3599330668483992e+17,-3.714477972065765e+16,1.645803885788621e+17
Ta,-1.3939731436764656e+17,-2.299857763201192e+17,9.41526057064058e+16
Tb,-1.4258946058161094e+17,-2.8549488434216237e+17,1.9377002554065578e+17
Tc,-1.3330421177086642e+17,-1.8476346806844454e+17,8.668954313427499e+16
Te,-1.2196436623036034e+17,-7569035540768342.0,-1.2539913398674549e+17
Th,-1.5816853268198502e+17,-3.381064977439708e+17,5.43074486438668e+17
Ti,-1.4358380810343478e+17,-1.818871133841208e+17,3.476283827133885e+17
Tl,-1.2704837401093955e+17,-2.1525856047932467e+17,-9.468964513039565e+16
Tm,-1.3605332753444709e+17,-1.2576077377218789e+17,4.116938493646882e+17
U,-1.2765271788068173e+17,-2.2634930640179053e+17,-1.5931286263499056e+17
V,-1.4459616690985994e+17,-2.5781516982707245e+17,3.5663024246595686e+17
W,-1.4398132892621762e+17,1.4190075216957472e+17,1.5941473306841136e+17
Xe,1.7945395719307626e+17,8.909357793895779e+17,1.1720689381032818e+16
Y,-1.3234955505425192e+17,-2.5412621505729398e+17,1.8316951245658416e+16
Yb,-1.3101195670523685e+17,-9.081451259693523e+16,3.1044783492666508e+16
Zn,4.312815324700717e+17,3.665802828445286e+17,-4.811804375632752e+16
Zr,-1.2147400659879504e+17,-2.580381858954666e+17,3.523884310618661e+16
