symbol,pc1,pc2,pc3
Ga,-7.245198567808277e+16,-4.624965567456879e+16,9.600357172730456e+16
Gd,-1.4080622345300587e+17,-3.022499522650449e+17,3.332088082740846e+17
Ge,-1.261887932423275e+17,8.949093426176969e+17,7965770388414151.0
H,-1.2832847346749579e+17,9.335796999147677e+16,-1.159650967023096e+17
He,4.806789198308294e+18,-2.3662411054185968e+17,5.9558656930331624e+16
Hf,-1.457306684556694e+17,-1.8463498872279603e+17,1.3008937397906661e+17
Hg,-2.013916435799999e+16,4.56086384329533e+17,-5.934070524439799e+16
Ho,-1.2546472130418907e+17,-2.5658677779654326e+17,-935007739791681.4
Hs,-1.2933747496540554e+17,-2.2494897714240688e+17,-1.607375272901344e+17
I,-1.2059434405836789e+17,3.014455763094477e+17,-9.027438624944877e+16
In,-1.2622716001818395e+17,-2.350612776229895e+17,-2.9452411590546176e+16
Ir,-1.2896845169428646e+17,-5.179858787341922e+16,-3.4209130775348068e+16
K,5.130823151084092e+17,-2.543035422642171e+17,4.928228767517835e+16
Kr,-3714040451981213.5,1.417339986242064e+18,6.3218537041004936e+16
La,-1.3720515057902696e+17,-2.2283897524585027e+17,8.569073041715686e+16
Li,-6.227145106532065e+16,-2.651908538150871e+17,-8.65681154511123e+16
Lr,-1.2431020834713637e+17,-2.32745108470353e+17,-1.6185641958675702e+17
Lu,-1.3692048972376056e+17,-2.5842928392010144e+17,5.6712577336885336e+16
Md,-1.2100756731348922e+17,-2.310779872604355e+17,-1.6302348162927712e+17
Mg,-7.02512815673041e+16,2.3888599774097635e+17,-1.3451794787747014e+17
Mn,-1.3295022639676845e+17,5.338773786173921e+17,6.9481787881969384e+16
Mo,-1.3394631246345642e+17,-3.077253522804587e+16,1.6149559301143472e+17
N,6.139518831080912e+16,8.407260059155258e+17,-2141024110151380.2
Na,1.7220539511096832e+18,-2.6930856959374915e+17,2386117561410688.0
Nb,-1.3086614067261726e+17,-2.3120925348594163e+17,-1.6078476604664634e+17
Nd,-1.3079389100086374e+17,-2.9820140204838106e+17,2.5963630454059994e+17
Ne,1.7291027230760768e+18,-2.2775908825399898e+17,-8.576743739072472e+16
Ni,-1.2716555843509051e+17,6.7794129301687704e+16,-2.9730195402509284e+16
No,-1.284035613087774e+17,-2.2760255761931683e+17,-1.6388071626784416e+17
Np,-1.2142122025362384e+17,-2.3009753897132077e+17,-1.5823459480329427e+17
O,1.1443574263136122e+18,6.625085469123841e+17,2.070946305084657e+16
Os,-1.2763457652488379e+17,-9.210905339331336e+16,7384808801426849.0
P,-1.2803543462150733e+17,4.299380354552919e+17,-6.8434375423660616e+16
Pa,-1.2424987464198714e+17,-2.3041487620127712e+17,-1.6103308991651437e+17
Pb,-1.1914571844922498e+17,-2.4674575326639652e+16,-1.160004443702118e+17
Pd,-1.245448959476533e+17,-2.2707353186045466e+17,-1.603497923916564e+17
Pm,-1.2810014316498736e+17,-2.516994842306369e+17,-4795876998596838.0
Po,-1.287527731387141e+17,-1.8487752223167142e+17,-1.5029187215979123e+17
Pr,-1.2839249380452166e+17,-2.6104186067384806e+17,3.1823285902594784e+16
Pt,-1.1821800957218275e+17,4.05186503376429e+16,-8.097497637565846e+16
Pu,-1.1753332720638746e+17,-2.3189829900108214e+17,-1.5928791410041213e+17
Ra,-1.2753345848458248e+17,-2.358669825688107e+17,-8.247340584884485e+16
Rb,-9.976995402992098e+16,-2.6132611725630445e+17,6.0832437394791544e+16
Re,-1.1807259903554349e+17,-2.957861767432034e+16,1.7994240003748008e+16
Rf,-1.2483562434723194e+17,-2.340566122730314e+17,-1.600557255753609e+17
Rh,-1.2897917230739984e+17,-2.024892742162915e+17,-5.76643080904802e+16
Rn,-1.1959081282975962e+17,1.9495175958241516e+16,-1.2919296012063422e+17
Ru,-1.3817574088613357e+17,-1.9560343706891827e+17,9.539103211498379e+16
S,-1.3105867624228286e+17,7.549408233616246e+17,-2.098708229430868e+16
Sb,-1.2734800202125392e+17,4.1603700008566856e+16,-1.1784038241569554e+17
Sc,-1.390663057721e+17,6.343702913179874e+16,1.8432313322526566e+17
Se,-1.1385175131967435e+17,1.328413142428154e+17,-1.07095957413584e+17
Sg,-1.1612646480929035e+17,-2.2732028297582115e+17,-1.5950788402366458e+17
Si,-1.334935586307733e+17,7.691083463604283e+17,-2917832105169514.5
Sm,-1.3803757194291888e+17,-2.8168997444527776e+17,1.602524324140964e+17
Sn,-1.2225705968622651e+17,1.096978158240445e+17,-8.19262641204241e+16
Sr,-1.4136564727555826e+17,-3.4385867420398348e+16,1.6294663891227258e+17
Ta,-1.3596344144759485e+17,-2.284933962859194e+17,9.507241249495338e+16
Tb,-1.4376267977846458e+17,-2.8102764052924336e+17,1.9131111741327987e+17
Tc,-1.4602694789627846e+17,-1.8880980567039866e+17,8.367467943927288e+16
Te,-1.292841972055806e+17,-6158744371906413.0,-1.2654020348760629e+17
Th,-1.6619451082604954e+17,-3.26661137828555e+17,5.434179713071814e+17
Ti,-1.4486855496978704e+17,-1.7364657458065347e+17,3.4883812877593235e+17
Tl,-1.3694420976279286e+17,-2.1491353256962634e+17,-9.457183170182197e+16
Tm,-1.4600395524355498e+17,-1.3329890535968454e+17,4.049998342692125e+17
U,-1.3268907003690853e+17,-2.2731865173165808e+17,-1.6129726366620765e+17
V,-1.4555446443779837e+17,-2.5314124837917014e+17,3.583307161037198e+17
W,-1.3614447054133016e+17,1.4625676317186573e+17,1.602865597444233e+17
Xe,1.708946784563003e+17,8.920575952632964e+17,5341144264666068.0
Y,-1.3000905560608667e+17,-2.5740801351549136e+17,1.494606330868855e+16
Yb,-1.2579248485660163e+17,-8.85494256186952e+16,2.8963883974116676e+16
Zn,4.252511228441753e+17,3.628152268960873e+17,-4.979883690210472e+16
Zr,-1.2567717906285144e+17,-2.5407532109910358e+17,3.4660008768195184e+16
