symbol,pc1,pc2,pc3
Ac,-1.3027558491612275e+17,-2.381401404096673e+17,-1.2626268521623894e+17
Ag,-1.1657894620171466e+17,-2.433533817422084e+16,-1.2380495767835099e+17
Al,-1.3164575277733357e+17,-6.7694254755685864e+16,1.0027875197407968e+16
Am,-1.231748297296656e+17,-2.3347077525410576e+17,-1.589608108389703e+17
Ar,1.921876272184633e+16,1.54512866609061e+18,9.128501836945971e+16
As,-1.173693798442986e+17,98866845054235.56,-1.2482203458470678e+17
At,-1.1546885079161538e+17,-2.2869654753572938e+17,-1.586331789790743e+17
Au,-1.0802516871430598e+17,-1.2883188193197762e+17,-1.3758911759884309e+17
B,-1.2236939712626334e+17,-2974857721446730.5,-2.1288323345210726e+17
Ba,-1.4809910956869686e+17,-2.8816996453334794e+17,2.328535514525841e+17
Be,-9.461750187895118e+16,1.7426553514602854e+17,-3.336758290720838e+17
Bh,-1.2614439672484325e+17,-2.3077246054454192e+17,-1.6177800017481472e+17
Bi,-1.2722565140332722e+17,-1.2130996885328922e+17,-1.3449420136260742e+17
Bk,-1.2962320853346955e+17,-2.3081542728545872e+17,-1.6070197680505453e+17
Br,-1.3393407620515437e+17,4.733457234755316e+17,-6.4580409220463064e+16
C,-5.578933677430196e+16,8.37861136730549e+17,-4845054473024099.0
Ca,2.1119126638490134e+17,6.77918223189191e+17,2.0647629330553664e+17
Cd,-2.694436041255938e+16,-2.251657380902481e+16,-1.2393012148309758e+17
Ce,-1.4179620528238741e+17,-3.026266010498467e+17,3.065099975730613e+17
Cf,-1.2733417096916088e+17,-2.3133226363127136e+17,-1.6102798416084614e+17
Cl,-1.4552860335545754e+16,8.251557752116988e+17,-7668020405286407.0
Cm,-1.1725742681043734e+17,-2.3200867217892566e+17,-1.5963773518870307e+17
Co,-1.3176050717391704e+17,-2.3335516287288726e+17,-1.628175562101023e+17
Cr,-1.011474039370876e+17,3.4742228417149235e+17,2.4257319667245994e+17
Cs,-1.2665467506216488e+17,-2.36288724522923e+17,-1.119410717333757e+16
Cu,-1.2528032255509253e+17,4.930697778972366e+17,-3.61450167946382e+16
Db,-1.1842827914342934e+17,-2.355183036048046e+17,-1.5857089110961875e+17
Dy,-1.517774324397257e+17,-3.181552055568227e+17,4.7638498686736525e+17
Er,-1.488537304184542e+17,-3.2237053650742694e+17,4.562236867580398e+17
Es,-1.2271297618820587e+17,-2.288438729926693e+17,-1.6308417329810602e+17
Eu,-1.4780263971495206e+17,-2.975961357152826e+17,4.4015875211642816e+17
F,9.967641102418761e+17,-8.022907727340736e+16,-8.805606341196152e+16
Fe,-1.456112251143445e+17,7.238210508419886e+17,2.320330999993523e+17
Fm,-1.1509250746045531e+17,-2.2667394953857862e+17,-1.6187517903474e+17
Fr,-1.2220340002938024e+17,-2.4770234716131152e+17,-5.326098537325436e+16
