k,inertia,silhouette,status,repeat
2,3.3812763624222975e+37,0.8617972769527249,ok,5
3,2.1025744755733703e+37,0.579764378680755,ok,5
4,1.3028557187219544e+37,0.5868443738319297,ok,5
5,1.0857745246182694e+37,0.386911810308007,ok,5
6,9.097372222202978e+36,0.405731585456714,ok,5
7,7.370784445665081e+36,0.48270921025934255,ok,5
8,6.114645812133899e+36,0.4584662159846996,ok,5
