k,inertia,silhouette,status,repeat
2,3.3830811422644637e+37,0.8613353965565695,ok,1
3,2.0980562341588328e+37,0.5798221479883272,ok,1
4,1.3023929354309393e+37,0.5872087288743167,ok,1
5,1.0860177764638606e+37,0.4296749929152251,ok,1
6,9.102807709875583e+36,0.40628621049356256,ok,1
7,7.765250095944614e+36,0.4155992229538415,ok,1
8,6.121110506688427e+36,0.49161664752403794,ok,1
